N	2gram	Vinokur_Ku_3	Psycholo
1	в том	22	37
2	и в	23	32
3	и что	7	22
4	том что	11	21
5	потому что	12	21
6	таким образом	9	21
7	то что	4	21
8	что в	13	20
9	может быть	14	18
10	так же	2	18
11	точки зрения	23	17
12	что и	6	17
13	не может	6	17
14	самом деле	14	16
15	что она	5	16
16	того чтобы	11	14
17	то же	6	13
18	в этом	16	13
19	при этом	6	13
20	для того	12	13
21	что он	6	13
22	в самом	13	12
23	заключается в	4	12
24	не только	17	12
25	по себе	6	12
26	если мы	7	12
27	так как	9	12
28	было бы	16	11
29	с тем	6	11
30	в основе	1	11
31	и т	54	10
32	когда он	2	10
33	с точки	16	10
34	при помощи	1	10
35	но и	3	10
36	как и	5	10
37	и не	10	10
38	как в	4	9
39	никогда не	1	9
40	искусства и	1	9
41	тем что	5	9
42	что все	2	9
43	на деле	1	8
44	с таким	1	8
45	той же	3	8
46	что это	3	8
47	не в	5	8
48	не менее	12	8
49	т п	41	8
50	того что	11	8
51	поэзии и	1	7
52	в сущности	4	7
53	совершенно ясно	2	7
54	что они	2	7
55	и как	2	7
56	говорит что	1	7
57	все эти	7	7
58	ясно что	4	7
59	такой же	2	7
60	и его	1	7
61	как будто	1	7
62	к тому	3	7
63	можно было	11	7
64	только в	6	7
65	мы знаем	1	7
66	что для	1	7
67	а не	11	7
68	сказать что	7	7
69	что если	2	6
70	целый ряд	4	6
71	он не	3	6
72	если бы	8	6
73	формы и	3	6
74	те же	7	6
75	о том	6	6
76	все время	1	6
77	и мы	1	6
78	тот же	6	6
79	как бы	5	6
80	же самое	1	6
81	на самом	3	5
82	и на	1	5
83	искусства в	1	5
84	далеко не	5	5
85	все это	2	5
86	в то	3	5
87	в ней	3	5
88	до сих	8	5
89	вслед за	1	5
90	отнюдь не	3	5
91	сих пор	8	5
92	как раз	4	5
93	как на	8	5
94	ту же	1	4
95	же как	1	4
96	сам по	3	4
97	есть не	3	4
98	мы имеем	2	4
99	столь же	4	4
100	в чем	5	4
101	с этим	1	4
102	все же	5	4
103	в целом	4	4
104	и те	1	4
105	одной и	1	4
106	том случае	4	4
107	и с	3	4
108	и тем	6	4
109	несмотря на	1	4
110	в данном	7	4
111	иначе говоря	2	4
112	и той	1	4
113	образом и	1	4
114	которые в	4	4
115	и более	3	4
116	тому что	4	4
117	не имеет	3	4
118	того как	7	4
119	но только	1	4
120	ничего не	6	4
121	что на	3	4
122	и для	1	4
123	могут быть	6	4
124	тем не	9	4
125	утверждать что	1	4
126	если же	2	4
127	данном случае	4	4
128	никак не	2	4
129	между тем	4	4
130	в языке	7	4
131	говорит он	1	4
132	мы видим	1	4
133	от того	5	4
134	таким путем	1	4
135	а на	1	4
136	как это	7	4
137	наряду с	1	4
138	указывает что	2	4
139	материал для	2	4
140	с этой	3	4
141	поэтического творчества	1	4
142	а в	5	4
143	совершенно не	5	4
144	например в	1	3
145	отношении к	1	3
146	и то	1	3
147	приходит к	1	3
148	на тех	1	3
149	мы не	3	3
150	время как	1	3
151	то это	3	3
152	смысл слова	3	3
153	но как	3	3
154	а только	1	3
155	в общем	6	3
156	относится к	2	3
157	которые не	1	3
158	психологической теории	1	3
159	что именно	3	3
160	как к	2	3
161	и к	3	3
162	но в	2	3
163	формы в	1	3
164	он в	2	3
165	думать что	1	3
166	творчества и	1	3
167	главным образом	2	3
168	в поэзии	5	3
169	он все	1	3
170	состоит в	2	3
171	не к	1	3
