N	2gram	Vygotskiy__5	VerxiiNi
1	и в	16	26
2	таким образом	19	22
3	с тем	3	18
4	в этом	25	15
5	вместе с	4	15
6	точки зрения	18	13
7	как бы	5	12
8	в том	18	11
9	не только	16	10
10	и с	3	10
11	может быть	9	10
12	связи с	3	9
13	в области	12	9
14	так как	16	9
15	но и	6	9
16	что в	16	9
17	но не	10	8
18	в общем	1	8
19	главным образом	1	8
20	с другой	4	8
21	и не	12	8
22	как на	3	8
23	но в	6	7
24	связанные с	6	7
25	но все	2	7
26	из них	2	7
27	том что	15	7
28	потому что	21	7
29	к нему	3	7
30	с одной	3	7
31	то что	26	7
32	а с	2	7
33	одной стороны	3	7
34	того же	7	6
35	представление о	1	6
36	все же	3	6
37	все эти	4	6
38	в себе	1	6
39	всяком случае	1	6
40	с точки	9	6
41	в отношении	9	6
42	к тому	6	6
43	так и	7	6
44	и т.д	4	6
45	о том	8	6
46	в конце	1	6
47	что и	3	6
48	несмотря на	1	6
49	и потому	2	6
50	все это	2	6
51	мы должны	8	6
52	во всяком	2	6
53	отношение к	11	5
54	сих пор	3	5
55	и к	2	5
56	тому же	2	5
57	в силу	10	5
58	лишь в	1	5
59	или менее	1	5
60	не имеет	4	5
61	того чтобы	17	5
62	никогда не	5	5
63	с другом	7	5
64	для того	14	5
65	образом в	2	5
66	в его	11	5
67	до сих	3	5
68	а не	10	5
69	к жизни	3	5
70	друг с	7	5
71	и для	1	5
72	так же	15	5
73	одной из	3	5
74	более или	1	5
75	том числе	1	5
76	в котором	2	4
77	то же	8	4
78	целый ряд	1	4
79	в самом	4	4
80	учение о	2	4
81	в этой	6	4
82	и по	4	4
83	что все	6	4
84	должен был	1	4
85	он не	8	4
86	в то	5	4
87	в нем	7	4
88	а в	3	4
89	числе и	1	4
90	что оно	6	4
91	и что	12	4
92	и только	1	4
93	только в	10	4
94	и вместе	1	4
95	на этот	4	4
96	не может	18	4
97	из которых	3	4
98	в смысле	3	4
99	и от	2	4
100	в этих	3	4
101	что он	25	4
102	в виде	1	4
103	же как	7	3
104	если в	3	3
105	в своем	5	3
106	когда он	2	3
107	и как	3	3
108	за собой	1	3
109	в которой	5	3
110	что это	1	3
111	и те	1	3
112	при этом	4	3
113	всегда и	1	3
114	тем не	1	3
115	если бы	8	3
116	не менее	3	3
117	представляет собой	7	3
118	в других	1	3
119	и о	1	3
120	но по	1	3
121	с самого	5	3
122	на нее	2	3
123	ясно что	1	3
124	можно сказать	5	3
125	путь к	1	3
126	того что	16	3
127	но с	2	3
128	хотя бы	5	3
129	в качестве	4	3
130	так что	4	3
131	что эти	2	3
132	связывается с	1	3
133	для него	5	3
134	в одном	3	3
135	к ним	2	3
136	и даже	2	3
137	или иначе	1	3
138	с ней	1	3
139	в связи	1	3
140	с этой	4	3
141	и таким	1	3
142	в результате	4	3
143	отношению к	12	3
144	и другие	2	3
145	к этому	3	3
146	не должны	2	2
147	одним из	2	2
148	связана с	1	2
149	и это	1	2
150	и больше	1	2
151	всегда на	2	2
152	мы имеем	1	2
153	еще не	4	2
154	и на	6	2
155	бы то	1	2
156	с его	1	2
157	во всех	2	2
158	различия между	1	2
159	этого последнего	1	2
160	оно является	3	2
161	отличаются от	1	2
162	относится к	1	2
163	общего с	2	2
164	что именно	1	2
165	и наконец	1	2
166	еще на	1	2
167	он в	3	2
168	на то	1	2
169	с именем	1	2
170	не как	1	2
171	из него	1	2
172	состоит в	6	2
173	связан с	1	2
174	те же	2	2
175	к другу	1	2
176	на все	5	2
177	в них	2	2
178	к которым	2	2
179	мы видели	3	2
180	но если	6	2
181	взгляд на	1	2
182	которые в	1	2
183	не в	6	2
184	самого начала	5	2
185	этими двумя	2	2
186	тогда когда	5	2
187	не могло	1	2
188	только не	3	2
189	больше чем	3	2
190	в самой	1	2
191	и является	3	2
192	и после	1	2
193	этом отношении	5	2
194	не потому	1	2
195	и здесь	2	2
196	начиная с	1	2
197	не могут	4	2
198	выход из	1	2
199	те и	1	2
200	и другой	1	2
201	отличается от	1	2
202	той или	1	2
203	этот путь	2	2
204	ничего общего	3	2
205	но при	2	2
206	приводит к	7	2
207	не с	2	2
208	связанных с	1	2
209	по сравнению	5	2
210	для этого	1	2
211	мысль о	1	2
212	в виду	2	2
213	к одной	1	2
214	в пользу	1	2
215	между тем	3	2
216	вслед за	2	2
217	по своей	3	2
218	один из	1	2
219	тот же	5	2
220	этот факт	1	2
221	между этими	1	2
222	со всеми	2	2
223	для всех	1	2
224	уже в	1	2
225	в начале	1	2
226	мы можем	6	2
227	но вместе	1	2
228	или иной	1	2
229	и из	2	2
230	именно в	4	2
231	к которому	4	2
232	прежде всего	3	2
233	не было	1	2
234	может ли	2	2
235	и все	1	2
236	когда же	1	2
237	если не	1	2
238	виде в	1	2
239	связь с	1	2
240	и иной	1	2
241	требует от	3	2
242	по своему	3	2
243	сравнению с	5	2
244	есть как	1	2
245	по существу	3	2
246	благодаря этому	2	2
247	что мы	4	2
248	только для	2	2
249	влечет за	1	2
250	поэтому что	1	2
251	же самое	4	2
252	или по	1	2
253	этот период	2	2
254	тем и	1	2
255	при таком	1	2
256	том виде	1	2
257	совершенно иной	2	2
258	из себя	1	2
259	только что	5	2
260	в свою	4	2
261	в процессе	13	2
262	сказать что	13	2
263	к его	3	2
264	из этого	2	2
265	жизни и	2	2
266	все что	2	2
267	этой точки	4	2
268	эта новая	1	1
269	как известно	4	1
270	в сфере	5	1
271	к их	2	1
272	в этот	2	1
273	согласно этому	1	1
274	а между	1	1
275	смысле слова	1	1
276	самом деле	3	1
277	он может	3	1
