N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	26
2	мы имеем	2	14
3	никогда не	5	13
4	и на	3	12
5	в этом	15	12
6	таким образом	10	12
7	в том	8	12
8	что в	7	12
9	может быть	26	11
10	связь с	3	11
11	и т	14	10
12	не только	9	10
13	том что	3	10
14	с другой	7	10
15	и не	42	10
16	еще не	7	9
17	что он	2	9
18	но и	9	9
19	и это	3	8
20	все эти	5	8
21	все же	6	8
22	в нем	15	8
23	т д	1	8
24	на том	1	8
25	с ним	5	8
26	вместе с	1	8
27	другой стороны	4	8
28	например в	3	7
29	но в	4	7
30	мы можем	6	7
31	и его	16	7
32	о том	4	7
33	с одной	3	7
34	уже не	1	7
35	одной стороны	3	7
36	мы уже	1	6
37	как в	4	6
38	как он	1	6
39	и с	17	6
40	в виде	2	6
41	то что	8	6
42	связан с	1	6
43	в более	4	6
44	не может	27	6
45	то же	5	5
46	в ней	4	5
47	и этим	6	5
48	как и	7	5
49	и эти	1	5
50	и что	2	5
51	же мы	1	5
52	в то	4	5
53	очень часто	1	5
54	так и	5	5
55	в его	43	5
56	только в	13	5
57	тем что	2	5
58	связаны с	2	5
59	у нас	2	5
60	там где	6	5
61	как это	2	5
62	его в	9	5
63	как мы	7	4
64	и он	2	4
65	с его	2	4
66	что оно	2	4
67	но как	2	4
68	здесь мы	2	4
69	это не	5	4
70	и тем	3	4
71	с тем	1	4
72	не всегда	6	4
73	еще нет	1	4
74	не имели	1	4
75	здесь же	2	4
76	но здесь	3	4
77	а также	1	4
78	что и	2	4
79	в других	4	4
80	до сих	1	4
81	прежде всего	13	4
82	связано с	1	4
83	одну из	1	4
84	как бы	22	4
85	сих пор	1	4
86	но это	3	4
87	в мифе	1	4
88	есть и	1	4
89	все что	3	4
90	должна быть	4	3
91	время как	1	3
92	из которых	2	3
93	или иное	2	3
94	независимо от	13	3
95	и наконец	6	3
96	в себе	4	3
97	если он	1	3
98	вообще не	7	3
99	при этом	5	3
100	если бы	3	3
101	и вот	1	3
102	особенно ясно	1	3
103	так например	1	3
104	в них	5	3
105	нет в	1	3
106	в своей	7	3
107	и ее	2	3
108	в одном	1	3
109	не в	7	3
110	она не	2	3
111	к концу	1	3
112	могут быть	5	3
113	как только	3	3
114	его с	1	3
115	приходит к	1	3
116	и другие	2	3
117	данном случае	4	3
118	то время	1	3
119	имеется в	1	3
120	другими словами	2	3
121	от него	3	3
122	том как	2	3
123	и действительно	1	3
124	не происходит	1	3
125	и других	2	3
126	ее не	1	3
127	и только	4	3
128	далеко не	5	3
129	не было	2	3
130	в частности	2	3
131	в него	2	3
132	к своему	2	3
133	в данном	4	3
134	в тех	3	3
135	что здесь	1	3
136	и от	3	3
137	кроме того	3	3
138	или в	2	3
139	вопрос о	1	3
140	на первый	2	3
141	а в	6	3
142	и эта	2	3
143	сказать что	4	3
144	из этого	1	3
145	в своих	2	3
146	к этому	2	3
147	они не	3	3
148	из его	1	2
149	оно может	2	2
150	то самое	1	2
151	всех его	4	2
152	что иное	1	2
153	первый план	2	2
154	но не	12	2
155	то он	1	2
156	по отношению	21	2
157	в свои	1	2
158	на то	2	2
159	относится к	4	2
160	дает нам	2	2
161	в своем	5	2
162	то или	2	2
163	целый ряд	1	2
164	и как	8	2
165	что это	2	2
166	в этой	1	2
167	но он	1	2
168	и те	2	2
169	он не	3	2
170	можно было	4	2
171	человека в	2	2
172	его не	2	2
173	было бы	8	2
174	здесь нет	2	2
175	ни в	11	2
176	ни одной	1	2
177	вовсе не	2	2
178	здесь она	1	2
179	установить что	1	2
180	в которых	1	2
181	не будем	3	2
182	образом и	1	2
183	которые в	1	2
184	силу и	1	2
185	однако в	1	2
186	связей с	1	2
187	уже выше	1	2
188	некоторых случаях	1	2
189	тем самым	4	2
190	не имеет	9	2
191	одна из	2	2
192	на него	3	2
193	не вполне	2	2
194	в форму	2	2
195	или как	3	2
196	тела и	1	2
197	здесь совершенно	3	2
198	отличается от	2	2
199	должны быть	4	2
200	к тому	1	2
201	от нее	1	2
202	к утверждению	1	2
203	живет на	1	2
204	в свое	1	2
205	здесь не	4	2
206	что у	1	2
207	и происходит	1	2
208	о котором	2	2
209	ничего не	6	2
210	эта сторона	1	2
211	в которое	1	2
212	можно сказать	2	2
213	эти два	1	2
214	отметить что	7	2
215	в форме	4	2
216	все время	1	2
217	того что	2	2
218	или же	1	2
219	именно на	1	2
220	мир не	1	2
221	могли быть	1	2
222	уже только	1	2
223	и др	8	2
224	что не	4	2
225	в некоторых	2	2
226	а не	5	2
227	о чем	1	2
228	может иметь	5	2
229	так же	1	2
230	к себе	2	2
231	отношению к	19	2
232	быть только	5	2
233	стороны и	1	2
234	и формы	1	2
235	что мы	1	2
236	но для	1	2
237	мира и	1	2
238	для нас	1	2
239	мы должны	2	2
240	только что	1	2
241	в этих	2	2
242	представления и	1	2
243	не есть	6	2
244	но эти	1	2
245	с ними	4	2
246	жизни и	1	2
247	ли мы	3	1
248	отношения к	6	1
249	также и	3	1
250	относится и	2	1
251	в связи	2	1
252	мере в	1	1
253	не через	1	1
254	и есть	2	1
255	со старыми	1	1
256	оно было	2	1
257	все те	1	1
258	его связь	1	1
259	форма его	1	1
260	а как	3	1
261	есть не	2	1
262	со всех	2	1
263	которую мы	3	1
264	бы что	1	1
265	нам в	1	1
266	здесь с	1	1
267	равно как	1	1
268	совпадает с	2	1
269	но она	2	1
270	не совсем	1	1
271	что можно	1	1
272	всех сторон	2	1
273	на них	3	1
274	более подробное	1	1
275	не создает	1	1
276	во всех	11	1
277	общих чертах	1	1
278	природы и	3	1
279	не все	2	1
280	вступают в	1	1
281	иногда и	3	1
282	отличие от	5	1
283	не просто	1	1
284	тесно связан	1	1
285	человек может	1	1
286	которые не	1	1
287	лицом к	1	1
288	в истории	2	1
289	идет о	1	1
290	помнить что	3	1
291	есть что-то	1	1
292	им в	1	1
293	и где	1	1
294	в полном	1	1
295	хотя и	3	1
296	как уже	1	1
297	и к	3	1
