N	2gram	Potebnia_M_1	Problema
1	и в	39	30
2	в своей	3	22
3	то есть	42	21
4	не только	21	18
5	то что	10	18
6	в этом	15	17
7	том что	16	17
8	и даже	4	14
9	таким образом	13	13
10	но и	20	13
11	потому что	52	13
12	о том	2	12
13	в его	5	12
14	в том	26	12
15	и не	18	12
16	так что	16	11
17	в своем	3	11
18	у него	1	11
19	в этой	3	10
20	в виде	1	10
21	для нас	9	10
22	точки зрения	8	10
23	все же	6	9
24	но в	9	9
25	и вообще	3	9
26	только в	25	9
27	и все	3	9
28	сказать что	3	9
29	хотя и	3	8
30	с точки	3	8
31	никак не	2	8
32	вовсе не	5	8
33	но не	8	7
34	как и	9	7
35	не в	15	7
36	никогда не	4	7
37	связи с	3	7
38	у нас	2	7
39	здесь не	1	7
40	так и	13	7
41	что он	1	7
42	мы находим	1	7
43	может быть	27	7
44	в связи	1	7
45	в результате	1	7
46	вместе с	8	7
47	и на	1	6
48	и как	6	6
49	в нем	20	6
50	при помощи	2	6
51	его в	1	6
52	несмотря на	5	6
53	и его	5	6
54	и что	10	6
55	что и	6	6
56	уже не	2	6
57	так как	21	6
58	с другой	7	6
59	прежде всего	4	6
60	как бы	6	6
61	и для	5	6
62	а в	5	6
63	другой стороны	5	6
64	и то	3	5
65	для себя	3	5
66	в которой	2	5
67	тем не	6	5
68	и с	3	5
69	с тем	5	5
70	еще в	1	5
71	нисколько не	2	5
72	но он	2	5
73	что этот	1	5
74	не менее	6	5
75	и притом	4	5
76	того как	6	5
77	и о	2	5
78	людей в	1	5
79	что у	1	5
80	и их	3	5
81	мы можем	2	5
82	а не	21	5
83	не может	22	5
84	так же	5	5
85	будто бы	1	5
86	в самом	3	5
87	что в	22	5
88	человека и	1	4
89	того же	3	4
90	едва ли	1	4
91	в себе	13	4
92	при этом	6	4
93	но все	2	4
94	же не	1	4
95	а его	3	4
96	было бы	12	4
97	ни в	1	4
98	не мог	3	4
99	не так	3	4
100	по крайней	2	4
101	любви и	1	4
102	в то	4	4
103	тогда когда	9	4
104	свободы и	3	4
105	iii в	1	4
106	нас в	1	4
107	крайней мере	2	4
108	или в	2	4
109	даже и	2	4
110	далеко не	1	4
111	еще и	1	4
112	если не	2	4
113	и вполне	1	4
114	в смысле	4	4
115	как именно	1	4
116	из этого	2	4
117	тем же	2	3
118	в виду	2	3
119	в ней	7	3
120	и самого	1	3
121	еще не	6	3
122	иное как	2	3
123	что его	1	3
124	в ее	1	3
125	только тогда	5	3
126	что они	1	3
127	что касается	1	3
128	в противоположность	1	3
129	от этого	1	3
130	он в	1	3
131	бы не	6	3
132	с одной	3	3
133	он не	3	3
134	в другом	1	3
135	этом смысле	4	3
136	всю свою	1	3
137	не всегда	1	3
138	нас не	1	3
139	или вернее	1	3
140	однако в	4	3
141	нет никакого	1	3
142	в отношении	1	3
143	и другое	3	3
144	что иное	2	3
145	но только	1	3
146	в самой	3	3
147	как будто	2	3
148	в духе	1	3
149	есть только	11	3
150	сравнении с	2	3
151	указывает на	1	3
152	он видит	1	3
