N	3gram	Nazirov_Vr_1	Problemy
1	с точки зрения	2	9
2	до сих пор	1	8
3	не может быть	2	8
4	и не может	1	7
5	ну что ж	1	5
6	то же время	4	5
7	в то же	4	5
8	преступления и наказания	1	3
9	с другой стороны	1	3
10	как бы в	1	3
11	а следовательно и	1	2
12	в этом смысле	1	2
13	преступлении и наказании	1	2
14	в том что	2	2
15	но в то	2	2
16	о том что	1	2
17	о том же	1	2
18	в преступлении и	1	2
19	самим собой в	1	1
20	их всех в	1	1
21	в котором он	1	1
22	а между тем	1	1
23	в том же	1	1
24	не с точки	1	1
25	рассматривать в связи	1	1
26	в мировой литературе	1	1
27	и в то	1	1
28	в той же	1	1
29	и все что	1	1
30	рассказ о том	1	1
31	в письме к	2	1
32	может быть и	1	1
33	одно и то	1	1
34	так же как	1	1
35	в конце концов	1	1
36	и то же	1	1
37	но при этом	1	1
38	все же не	1	1
39	в связи с	3	1
40	во всяком случае	1	1
41	о нем в	1	1
42	в романе бесы	2	1
43	что как раз	1	1
44	у него в	1	1
45	рассказ у тургенева	1	1
46	что в нем	1	1
47	но в этом	1	1
48	он как бы	1	1
49	они как бы	1	1
50	письме к брату	1	1
51	и во всем	1	1
52	его отношения к	1	1
53	в высшей степени	1	1
