N	4gram	Vygotskiy__1	Literetu
1	с одной стороны и	1	2
2	в том числе и	1	2
3	и в самом деле	2	2
4	в одном из двух	1	1
5	либо изучалось переживание зрителя	1	1
6	исследование искусства всегда производилось	1	1
7	не что иное как	1	1
8	изучалось переживание зрителя читателя	1	1
9	с этой точки зрения	4	1
10	чтобы вызвать эстетическую реакцию	1	1
11	с таким расчетом чтобы	2	1
12	либо изучалась психология творца	1	1
13	состоит в том что	1	1
14	таким расчетом чтобы вызвать	2	1
15	состоит в том чтобы	1	1
16	одном из двух направлений	1	1
17	организованных с таким расчетом	1	1
18	расчетом чтобы вызвать эстетическую	1	1
19	и тем не менее	1	1
20	производилось в одном из	1	1
21	всегда производилось в одном	1	1
22	направлений либо изучалась психология	1	1
23	двух направлений либо изучалась	1	1
24	и потому не может	1	1
25	из двух направлений либо	1	1
26	психологическое исследование искусства всегда	1	1
27	потому не может быть	2	1
28	искусства всегда производилось в	1	1
29	механизм действия художественного произведения	1	1
30	самый механизм действия художественного	1	1
