N	2gram	Bakhtin_fo_2	Tvorches
1	и в	46	21
2	как бы	10	17
3	в то	5	15
4	то же	8	13
5	времени в	7	13
6	в его	8	13
7	то есть	10	12
8	как и	8	12
9	же время	4	12
10	что в	5	12
11	с его	1	11
12	том что	4	11
13	все это	6	10
14	в романе	13	10
15	как в	4	8
16	он не	5	8
17	то что	7	8
18	и на	7	7
19	но в	10	7
20	не только	11	7
21	при этом	6	7
22	у него	9	7
23	и не	9	7
24	в том	10	7
25	в свою	1	7
26	в этом	22	6
27	человека в	6	6
28	в котором	4	6
29	и его	12	6
30	он сам	1	6
31	о том	4	6
32	и все	6	6
33	что он	3	6
34	для него	3	6
35	а в	3	6
36	жизни в	4	6
37	отнюдь не	4	5
38	все же	6	5
39	в этой	2	5
40	таким образом	3	5
41	вовсе не	13	5
42	потому что	8	5
43	только в	11	5
44	может быть	7	5
45	а не	4	5
46	но это	2	5
47	это уже	1	5
48	человека и	4	4
49	не имеют	1	4
50	в своем	5	4
51	и как	3	4
52	та же	3	4
53	о времени	1	4
54	это не	2	4
55	в своей	1	4
56	времени у	1	4
57	в мире	4	4
58	времени и	1	4
59	прежде всего	14	4
60	не может	2	4
61	и от	2	4
62	в основном	8	4
63	один из	2	4
64	с большой	2	4
65	ту же	2	3
66	и т	14	3
67	на самом	1	3
68	это и	1	3
69	не был	2	3
70	время в	1	3
71	со всеми	2	3
72	хотя и	3	3
73	в самом	1	3
74	в нем	5	3
75	он ни	1	3
76	на его	1	3
77	времени он	2	3
78	на земле	2	3
79	и по	3	3
80	в каждом	1	3
81	что все	2	3
82	и с	6	3
83	и других	2	3
84	на протяжении	3	3
85	далеко не	2	3
86	в их	3	3
87	место в	4	3
88	представление о	2	3
89	самого начала	1	3
90	дело в	1	3
91	не по	1	3
92	героев и	4	3
93	никогда не	6	3
94	вот почему	1	3
95	стремится к	1	3
96	приходит к	1	3
97	с ее	1	3
98	и другие	3	3
99	с самого	1	3
100	в дальнейшем	5	3
101	с ним	4	3
102	там же	1	3
103	того что	3	3
104	действительной жизни	1	3
105	во времени	3	3
106	времени как	1	3
107	уже не	3	3
108	уже в	4	3
109	в виде	1	3
110	так как	6	3
111	в которой	1	3
112	связан с	1	3
113	и даже	3	3
114	с другой	2	3
115	но и	9	3
116	в рассказе	1	3
117	большой силой	1	3
118	но не	5	3
119	для человека	1	3
120	это как	1	3
121	своих героев	1	3
122	жизни и	8	3
123	ее в	3	3
124	так же	2	3
125	себя как	1	2
126	в любви	1	2
127	того же	3	2
128	самом деле	1	2
129	по преимуществу	1	2
130	действительности и	1	2
131	а как	1	2
132	есть не	1	2
133	и он	4	2
134	героев в	1	2
135	в ней	1	2
136	в отличие	1	2
137	в чем	1	2
138	если в	2	2
139	отличие от	1	2
140	в настоящем	1	2
141	в одной	2	2
142	что как	1	2
143	этот город	1	2
144	когда он	1	2
145	и наконец	6	2
146	пространстве а	1	2
147	то в	2	2
148	отчасти и	3	2
149	в себе	4	2
150	по самому	1	2
151	так сказать	7	2
152	ее по	1	2
153	здесь мы	3	2
154	а затем	3	2
155	в вечности	2	2
156	и тем	1	2
157	в беседе	1	2
158	стремления к	1	2
159	когда я	1	2
160	в данном	2	2
161	бога и	2	2
162	такой же	1	2
163	в один	1	2
164	и того	1	2
165	в этих	3	2
166	не столько	1	2
167	жизни с	2	2
168	в философском	1	2
169	не в	9	2
170	самое время	3	2
171	в пространстве	5	2
172	но он	2	2
173	т п	11	2
174	однако в	1	2
175	одна из	1	2
176	и притом	1	2
177	в основе	6	2
178	но только	1	2
179	людей и	2	2
180	свидетельствует о	1	2
181	в духе	2	2
182	в кн	1	2
183	могут быть	2	2
184	к тому	3	2
185	протяжении всего	2	2
186	где он	1	2
187	более не	1	2
188	это время	1	2
189	в виду	3	2
190	данном случае	1	2
191	в средневековой	2	2
192	в себя	2	2
193	и необходимости	1	2
194	так и	7	2
195	об этом	1	2
196	еще в	1	2
197	жить только	1	2
198	можно сказать	2	2
199	может не	1	2
200	и та	2	2
201	что и	3	2
202	в литературе	2	2
203	значит что	2	2
204	герой в	1	2
205	в двух	2	2
206	тот же	3	2
207	больше чем	1	2
208	в качестве	3	2
209	так что	4	2
210	и у	5	2
211	следовало бы	1	2
212	из них	8	2
213	был бы	1	2
214	представлений о	2	2
215	этой проблемы	1	2
216	именно в	2	2
217	так вот	1	2
218	что не	1	2
219	влияние на	2	2
220	в образах	1	2
221	до конца	2	2
222	его как	1	2
223	мира в	3	2
224	было в	1	2
225	все более	1	2
226	в частности	5	2
227	вместе с	9	2
228	в него	1	2
229	времени а	1	2
230	пространства и	2	2
231	надо было	1	2
232	площади и	1	2
233	города в	1	2
234	еще более	4	2
235	него есть	2	2
236	на эти	1	2
237	не мог	2	2
238	и среди	1	2
239	ее и	2	2
240	из себя	1	2
241	между вещами	3	2
242	не знает	2	2
243	сказать что	1	2
244	в глаза	1	2
245	одновременно и	1	2
246	к этому	3	2
247	говорили о	1	1
248	чтобы не	1	1
249	времени но	1	1
250	и есть	2	1
251	этого мира	2	1
252	чего не	1	1
253	из самых	2	1
254	и до	2	1
255	оно было	2	1
256	и романом	1	1
257	был и	1	1
258	грубая и	1	1
259	также и	4	1
260	мы уже	9	1
261	их и	1	1
262	мы имеем	2	1
263	развития человечества	2	1
264	человеческой природы	2	1
265	лежит на	1	1
266	что если	1	1
267	в буржуазном	1	1
268	он как	1	1
269	для раскрытия	2	1
270	в сущности	2	1
271	время как	1	1
272	говорить о	2	1
273	принадлежит к	2	1
274	в полной	1	1
275	проявляется в	1	1
276	вопрос об	1	1
277	еще не	6	1
278	по этому	1	1
279	он был	2	1
280	между собой	1	1
281	важнейшие эпизоды	1	1
282	во всех	11	1
283	в сюжете	2	1
284	тем как	1	1
285	это имеет	1	1
286	я был	1	1
287	иного рода	1	1
288	совсем не	2	1
289	наряду с	2	1
290	друг на	2	1
291	действия и	1	1
292	литературы с	1	1
293	одного момента	2	1
294	в истории	4	1
295	как говорит	1	1
296	первый взгляд	1	1
297	с этим	5	1
298	для создания	1	1
299	из уст	1	1
300	до его	1	1
301	о жизни	1	1
302	более и	1	1
303	кроме того	3	1
304	частей и	1	1
305	разрезе одного	2	1
306	целый ряд	3	1
307	как уже	3	1
308	что по	1	1
309	сторона в	1	1
310	его к	1	1
311	и к	2	1
312	главных героев	2	1
313	всем существом	1	1
314	кроме этой	1	1
315	в этот	3	1
316	человеком в	1	1
317	эпохи и	2	1
318	бы и	1	1
319	всего романа	2	1
320	формы в	1	1
321	все эти	5	1
322	жизни так	1	1
323	романа это	1	1
324	в аду	1	1
325	связанного с	1	1
326	так в	1	1
327	учение о	1	1
328	с народной	1	1
329	еще один	1	1
330	им в	1	1
331	особое место	2	1
332	этого образа	1	1
333	имеем в	3	1
334	и те	1	1
335	истории литературного	1	1
336	человек не	2	1
337	вследствие этого	1	1
338	выйти на	1	1
339	очень важную	1	1
340	связанные с	5	1
341	да и	1	1
342	т д	3	1
343	для еще	1	1
344	перестает быть	2	1
345	всех этих	7	1
346	не значит	1	1
347	как средство	1	1
348	и вот	2	1
349	важную роль	1	1
350	с чувством	1	1
351	на этом	2	1
352	в основу	1	1
353	а вместе	1	1
354	на этой	1	1
355	в несколько	1	1
356	его в	6	1
357	это было	1	1
358	это состояние	1	1
359	дома и	1	1
360	как пример	1	1
361	бы нам	1	1
362	было бы	2	1
363	роль в	3	1
364	лишь на	1	1
365	не боится	2	1
366	персидские письма	1	1
367	весь мир	3	1
368	желудка и	1	1
369	ни в	1	1
370	победу над	1	1
371	но затем	1	1
372	но мы	1	1
373	в них	7	1
374	о которых	1	1
375	он же	1	1
376	все равно	1	1
377	в моменты	1	1
378	мировой литературы	1	1
