N	3gram	Bakhtin_fo_2	slovoVRo
1	и т п	11	23
2	то же время	4	12
3	в то же	4	12
4	в той или	1	9
5	той или иной	1	9
6	с точки зрения	8	8
7	в большинстве случаев	3	6
8	не может не	1	5
9	и в то	3	5
10	и т д	3	5
11	и в особенности	3	4
12	с одной стороны	1	4
13	с другой стороны	1	4
14	но в то	1	4
15	то есть как	1	3
16	в романе в	1	3
17	в данном случае	1	3
18	почти вовсе не	1	3
19	не выходит за	1	3
20	выходит за пределы	1	3
21	и в сущности	1	2
22	в широком смысле	1	2
23	а вовсе не	1	2
24	мы уже сказали	3	2
25	и связанных с	1	2
26	в этом случае	2	2
27	до сих пор	2	2
28	и во всех	2	2
29	романа у стерна	1	2
30	в основе их	1	2
31	и др и	1	2
32	одно и то	1	2
33	то время как	1	2
34	в другом случае	1	2
35	в романе на	1	2
36	не только в	5	2
37	в них как	1	2
38	в то время	1	2
39	и то же	1	2
40	и в этом	3	2
41	в свою очередь	1	2
42	как бы ни	1	2
43	в особенности на	1	2
44	как мы уже	4	2
45	к тому что	1	2
46	друг с другом	4	2
47	и в другом	1	2
48	себе место в	1	1
49	а следовательно и	2	1
50	здесь как бы	1	1
51	не значит конечно	1	1
52	т п на	1	1
53	жанров но и	1	1
54	то есть не	1	1
55	значит конечно что	1	1
56	прежде всего в	2	1
57	слова связанные с	1	1
58	имеем в виду	3	1
59	и так сказать	1	1
60	оно не может	1	1
61	в скрытой форме	1	1
62	с установкой на	1	1
63	роман в письмах	1	1
64	находится в состоянии	1	1
65	в отличие от	1	1
66	на его стиль	1	1
67	но и в	3	1
68	с ним в	1	1
69	такие слова и	1	1
70	в этом отношении	2	1
71	точном смысле слова	1	1
72	у рабле очень	1	1
73	по аналогии с	1	1
74	себе самому и	1	1
75	во всех своих	1	1
76	в литературе и	1	1
77	точки зрения не	3	1
78	рано или поздно	1	1
79	со всех сторон	1	1
80	с этой точки	1	1
81	может быть и	2	1
82	в котором в	1	1
83	всех этих форм	1	1
84	в истории романа	2	1
85	каждый из этих	1	1
86	и в них	1	1
87	всех этих формах	1	1
88	и все его	1	1
89	жизни но и	1	1
90	мы имеем в	2	1
91	а также и	1	1
92	имеют громадное значение	1	1
93	обстоит дело с	1	1
94	его жизни и	1	1
95	для своего выражения	1	1
96	во всех этих	3	1
97	у гриммельсхаузена у	1	1
98	так и на	1	1
99	эта точка зрения	1	1
100	это не значит	1	1
101	в особенности в	1	1
102	этих форм в	1	1
103	связанные с этой	1	1
104	и др все	1	1
105	в точном смысле	1	1
106	связанных с ним	1	1
107	и самый язык	1	1
108	о которых мы	1	1
109	не может быть	1	1
110	о том что	1	1
111	в первые ряды	1	1
112	не является конечно	1	1
113	из самых основных	2	1
114	не был бы	1	1
115	равно как и	2	1
116	там где они	1	1
117	не исчерпываются все	1	1
118	у него есть	2	1
119	литературных форм и	1	1
120	на протяжении всего	2	1
121	в одном из	1	1
122	то есть в	1	1
123	этой точки зрения	1	1
124	с самого начала	1	1
125	но в этом	1	1
126	т п в	1	1
127	и прежде всего	3	1
128	можно сказать что	1	1
129	лежит в основе	2	1
130	существенную роль в	1	1
131	за тридевять земель	1	1
132	себя в них	1	1
133	уже не только	1	1
134	настоящим и прошлым	1	1
135	и почти вовсе	1	1
136	между словом и	1	1
137	для того чтобы	7	1
138	в том что	3	1
139	в последнем счете	2	1
140	как и в	1	1
141	в основе этой	1	1
142	как мы видели	1	1
