N	3gram	Propp_Isto_3	Komedia
1	в том что	5	9
2	в то время	2	5
3	с другой стороны	7	5
4	к тому же	2	5
5	то время как	2	4
6	в одном из	2	4
7	и т д	15	4
8	по отношению к	2	3
9	после того как	1	3
10	с одной стороны	2	3
11	о том что	2	3
12	но и в	1	2
13	и тем что	1	2
14	до сих пор	5	2
15	как и в	2	2
16	во всяком случае	2	2
17	у нас в	1	2
18	на то что	1	2
19	но прежде всего	1	1
20	к этому же	2	1
21	том что в	2	1
22	что иное как	3	1
23	хотя и не	1	1
24	время от времени	1	1
25	но и не	1	1
26	состоит в том	2	1
27	и даже не	1	1
28	подобно тому как	1	1
29	мы ничего не	1	1
30	в том числе	1	1
31	мы и здесь	1	1
32	в соответствии с	1	1
33	не всю жизнь	1	1
34	с этой точки	1	1
35	вместе с тем	1	1
36	независимо от того	1	1
37	можно было бы	1	1
38	это вовсе не	1	1
39	один шаг до	1	1
40	и здесь мы	2	1
41	с тех пор	1	1
42	так же как	1	1
43	в данном случае	3	1
44	к заключению что	1	1
45	не только в	1	1
46	смысле этого слова	1	1
47	в чем же	1	1
48	обстоит дело с	1	1
49	так или иначе	1	1
50	соответствии с этим	1	1
51	что указывает на	1	1
52	но это еще	1	1
53	и в том	1	1
54	этой точки зрения	1	1
55	следить за тем	1	1
56	в тех случаях	1	1
57	же как мы	1	1
58	не означает что	1	1
59	некоторый свет на	1	1
60	с самого начала	1	1
61	остается предположить что	1	1
62	и прежде всего	1	1
63	предположить что они	2	1
64	не что иное	3	1
65	друг от друга	1	1
66	тех случаях когда	1	1
67	в большинстве случаев	1	1
68	тем не менее	5	1
69	как мы видели	5	1
70	мы уже знаем	2	1
71	может быть в	1	1
