N	2gram	Losev_Prob_5	Formalny
1	и в	30	38
2	в этом	17	27
3	может быть	7	23
4	и его	6	21
5	таким образом	13	20
6	и не	12	20
7	в самом	5	16
8	не в	7	15
9	прежде всего	6	15
10	и т	1	14
11	не может	5	14
12	в нем	6	13
13	связи с	7	13
14	но и	13	13
15	в поэзии	1	12
16	с его	1	11
17	с тем	5	11
18	в том	12	11
19	вовсе не	8	11
20	в его	12	10
21	в связи	7	10
22	с помощью	2	10
23	не только	18	9
24	при этом	4	9
25	и с	5	9
26	как и	7	9
27	самом деле	2	8
28	отнюдь не	4	8
29	все же	9	8
30	точки зрения	10	8
31	так и	7	8
32	что и	6	8
33	тем что	2	8
34	как мы	2	7
35	по себе	2	7
36	в своей	22	7
37	с точки	8	7
38	во втором	2	7
39	уже не	6	7
40	этом отношении	1	7
41	в других	3	7
42	не могут	2	7
43	по существу	2	7
44	что в	5	7
45	и ее	1	6
46	в ней	3	6
47	все эти	2	6
48	в этой	10	6
49	то же	2	6
50	было бы	4	6
51	он не	3	6
52	в их	1	6
53	могут быть	1	6
54	все время	3	6
55	только в	9	6
56	то что	18	6
57	не было	1	6
58	вместе с	7	6
59	а не	5	6
60	как раз	5	6
61	в результате	7	6
62	хотя бы	2	6
63	а в	6	6
64	это и	1	5
65	т д	1	5
66	в то	4	5
67	же время	1	5
68	ни о	1	5
69	сводится к	1	5
70	и должно	1	5
71	говорит он	1	5
72	и только	2	5
73	что он	7	5
74	всяком случае	2	5
75	если мы	1	5
76	и речи	2	5
77	именно в	3	5
78	с этим	1	5
79	и для	6	5
80	бы в	1	5
81	еще более	3	5
82	во всяком	2	5
83	что оно	1	4
84	что они	3	4
85	как в	2	4
86	и наконец	1	4
87	и к	4	4
88	не как	1	4
89	от нее	1	4
90	входит в	1	4
91	не столько	1	4
92	раз и	2	4
93	как о	4	4
94	ничего не	2	4
95	к тому	2	4
96	здесь не	7	4
97	в дальнейшем	7	4
98	того или	1	4
99	но в	9	4
100	чем он	1	4
101	в большинстве	1	4
102	что не	2	4
103	из них	2	4
104	так как	6	4
105	не о	1	4
106	даже и	4	4
107	именно как	1	4
108	и даже	14	4
109	другой стороны	6	4
110	там где	1	4
111	на фоне	1	4
112	как бы	6	4
113	к этому	2	4
114	они не	2	4
115	сам по	1	3
116	тем же	3	3
117	и до	2	3
118	а как	1	3
119	мы не	2	3
120	и на	6	3
121	не входит	2	3
122	значение и	2	3
123	если в	1	3
124	однако не	1	3
125	хотя и	8	3
126	и как	6	3
127	от этого	3	3
128	что это	1	3
129	из этих	1	3
130	только на	1	3
131	всех этих	1	3
132	искусство как	1	3
133	главным образом	1	3
134	его в	6	3
135	для них	3	3
136	он и	5	3
137	такой же	1	3
138	следует что	1	3
139	однако и	1	3
140	она ни	1	3
141	не видели	1	3
142	только и	3	3
143	в области	2	3
144	но все	4	3
145	его с	1	3
146	того чтобы	2	3
147	отвлечься от	1	3
148	и здесь	1	3
149	в значительной	2	3
150	должно было	1	3
151	к нему	3	3
152	того что	3	3
153	в какой	2	3
154	именно на	2	3
155	то и	2	3
156	большинстве случаев	1	3
157	и их	5	3
158	для того	3	3
159	о каком	1	3
160	с другой	6	3
161	а о	1	3
162	и др	1	3
163	не то	2	3
164	без всякой	1	3
165	о возможности	1	3
166	том смысле	1	3
167	все это	1	3
168	на самом	1	3
169	или в	4	3
170	и все	9	3
171	была бы	2	3
172	жизни и	2	3
173	в такой	1	2
174	и то	5	2
175	науки о	1	2
176	к другому	1	2
177	едва ли	4	2
178	было и	1	2
179	его не	2	2
180	по аналогии	1	2
181	они были	1	2
182	это время	2	2
183	он был	2	2
184	совсем не	3	2
185	но не	7	2
186	а только	1	2
187	отношение к	2	2
188	он пишет	2	2
189	в одной	2	2
190	что именно	2	2
191	перед нами	1	2
192	кроме того	2	2
193	то в	1	2
194	в которой	5	2
195	уже в	2	2
196	он в	3	2
197	борьбы с	2	2
198	и критики	1	2
199	же это	1	2
200	состоит в	1	2
201	не к	2	2
202	в понятии	1	2
203	и более	2	2
204	из него	1	2
205	и по	1	2
206	то ни	2	2
207	они должны	1	2
208	говорить не	1	2
209	но совершенно	1	2
210	от одного	1	2
211	должен был	1	2
212	и тем	3	2
213	ни в	4	2
214	от него	1	2
215	только тем	1	2
216	том что	17	2
217	на первый	1	2
218	нужно было	1	2
219	не так	4	2
