N	3gram	Propp_Isto_5	Formalny
1	с точки зрения	1	13
2	то же время	1	8
3	в то же	1	8
4	и т д	18	8
5	на самом деле	1	6
6	до сих пор	2	6
7	в свою очередь	1	6
8	не может быть	3	5
9	по отношению к	2	4
10	одной стороны и	1	4
11	с одной стороны	7	4
12	во всяком случае	1	4
13	в своей работе	1	2
14	в нем и	3	2
15	в зависимости от	1	2
16	как мы увидим	3	2
17	в том чтобы	2	2
18	в связи с	4	2
19	в социальной жизни	1	2
20	как мы видели	1	2
21	остановиться на одном	1	1
22	уже знаем что	1	1
23	могут быть найдены	1	1
24	в целом его	1	1
25	состоит в том	1	1
26	здесь может быть	1	1
27	что перед нами	1	1
28	не мешает ему	1	1
29	же как и	2	1
30	в том что	2	1
31	но и в	2	1
32	том числе и	1	1
33	и извне и	1	1
34	с этой точки	1	1
35	вместе с тем	6	1
36	в это время	2	1
37	для нас это	1	1
38	мы видим что	4	1
39	с другой все	1	1
40	т е в	3	1
41	в данном случае	2	1
42	прежде всего и	1	1
43	мешает ему в	1	1
44	может быть дана	1	1
45	в отличие от	1	1
46	первый и основной	1	1
47	и потому не	1	1
48	т е на	2	1
49	но вместе с	3	1
50	изнутри и извне	1	1
51	с другой стороны	8	1
52	так же как	3	1
53	входит в него	1	1
54	по себе не	1	1
55	этой точки зрения	1	1
56	прежде всего мы	1	1
57	быть дана только	1	1
58	в процессе развития	1	1
59	конечно не может	1	1
60	с тем это	2	1
61	хотя бы в	1	1
62	и тем самым	1	1
63	с самого начала	1	1
64	это значит что	2	1
65	но все же	4	1
66	как мы знаем	1	1
67	по себе но	1	1
68	мы и здесь	2	1
69	в том числе	1	1
70	а с точки	1	1
71	тем не менее	4	1
72	то же что	1	1
73	мы уже знаем	1	1
74	не в формах	1	1
75	что и в	2	1
76	с этой теорией	1	1
77	и входит в	1	1
78	мы увидим что	1	1
79	ему в то	1	1
80	в пределах одного	1	1
81	вне связи с	1	1
