N	2gram	Losev_Vesc_1	FransuaR
1	и в	21	56
2	в его	2	18
3	таким образом	8	17
4	все эти	3	15
5	в этом	4	14
6	в том	8	13
7	так и	3	13
8	в то	3	12
9	и его	2	12
10	то же	6	11
11	вещей и	4	11
12	в этих	1	11
13	как бы	12	11
14	мы уже	3	10
15	еще не	8	10
16	в самом	9	9
17	и не	29	9
18	только в	14	9
19	но и	18	9
20	в сущности	4	8
21	во всех	2	8
22	не только	36	8
23	в нем	2	8
24	и с	8	8
25	и их	7	8
26	и даже	6	8
27	до сих	1	8
28	сих пор	1	8
29	все это	5	8
30	том что	8	8
31	как мы	4	7
32	у него	2	7
33	в частности	1	7
34	той же	2	6
35	в ее	7	6
36	в этой	3	6
37	но в	5	6
38	точки зрения	5	6
39	вовсе не	10	6
40	мы видим	2	6
41	прежде всего	9	6
42	границы между	1	6
43	в той	3	6
44	и все	5	6
45	потому что	16	6
46	с ее	6	5
47	с его	1	5
48	но не	5	5
49	в пределах	1	5
50	мы видели	1	5
51	в отношении	4	5
52	никогда не	2	5
53	говорили что	1	5
54	один из	3	5
55	ни с	6	5
56	не было	1	5
57	как и	8	5
58	в результате	3	5
59	что в	9	5
60	между вещами	1	5
61	есть и	4	5
62	и другие	1	5
63	ту же	2	4
64	и потому	5	4
65	в ней	12	4
66	и к	1	4
67	в которой	1	4
68	что это	13	4
69	в себе	14	4
70	при этом	1	4
71	их в	3	4
72	что все	2	4
73	переходим к	1	4
74	и ее	18	4
75	и более	1	4
76	одна из	5	4
77	того чтобы	3	4
78	по своей	2	4
79	во всем	1	4
80	в духе	1	4
81	вещи и	20	4
82	времени и	1	4
83	к языку	1	4
84	эти имена	1	4
85	о том	6	4
86	с одной	3	4
87	в качестве	1	4
88	конечно не	1	4
89	так как	7	4
90	в особенности	1	4
91	в основе	3	4
92	в свете	7	4
93	в своих	1	4
94	конечно и	1	3
95	не просто	19	3
96	в своем	6	3
97	перед нами	2	3
98	кроме того	4	3
99	и наконец	1	3
100	сливаются в	1	3
101	главным образом	1	3
102	всех этих	1	3
103	слова и	5	3
104	не мог	1	3
105	имен и	1	3
106	своей части	1	3
107	не в	5	3
108	но он	2	3
109	во все	1	3
110	здесь мы	1	3
111	вещами и	2	3
112	и о	3	3
113	в другом	2	3
114	и здесь	4	3
115	а также	1	3
116	видели что	1	3
117	так что	5	3
118	уже не	9	3
119	мы находим	2	3
120	что и	3	3
121	может быть	16	3
122	к которому	1	3
123	еще и	8	3
124	не на	1	3
125	сказать что	17	3
126	к его	1	3
127	образом и	1	3
128	в первой	2	3
129	в те	1	3
130	бы в	5	3
131	то что	27	3
132	новое время	1	2
133	также и	6	2
134	и то	10	2
135	самом деле	4	2
136	на самом	1	2
137	и имен	1	2
138	по преимуществу	2	2
139	что эти	1	2
140	действительности и	5	2
141	из всех	1	2
142	для своего	1	2
143	мы не	6	2
144	почти все	2	2
145	конечно в	1	2
146	бы то	4	2
147	с другой	6	2
148	вовсе еще	1	2
149	себе и	1	2
150	что они	6	2
151	как к	4	2
152	хотя и	4	2
153	когда он	1	2
154	и как	8	2
155	в действительности	7	2
156	бы и	5	2
157	еще один	1	2
158	что она	15	2
159	ни было	4	2
160	и еще	2	2
161	в виде	1	2
162	его в	2	2
163	здесь как	1	2
164	не простое	1	2
165	ни в	1	2
166	с тем	5	2
167	в слове	2	2
168	он и	1	2
169	несмотря на	1	2
170	между собою	6	2
171	новых вещей	1	2
172	или менее	1	2
173	для него	4	2
174	в своей	5	2
175	в котором	3	2
176	с точки	3	2
177	если бы	5	2
178	и эти	2	2
179	дело в	4	2
180	и отдельных	1	2
181	чтобы стать	1	2
182	о них	1	2
183	дело не	2	2
184	и вещи	3	2
185	что на	2	2
186	не потому	6	2
187	ни о	1	2
188	мы встречаем	1	2
189	той или	2	2
190	и образ	3	2
191	данном случае	2	2
192	только не	2	2
193	культуры и	1	2
194	то время	1	2
195	ее наиболее	1	2
196	и совершенно	1	2
197	с собой	2	2
198	с ним	8	2
199	язык и	1	2
200	можно сказать	6	2
201	и во	3	2
202	к нему	1	2
203	во всей	1	2
204	его должно	1	2
205	было бы	14	2
206	но с	2	2
207	что он	1	2
208	это не	5	2
209	судить о	4	2
210	ничто не	2	2
211	уже в	1	2
212	только на	3	2
213	из них	4	2
214	точка зрения	1	2
215	в одном	2	2
216	как раз	9	2
217	для того	2	2
218	момент в	6	2
219	человека и	1	2
220	видим что	1	2
221	этого имени	1	2
222	далеко не	1	2
223	говорит о	1	2
224	одной стороны	3	2
225	то ни	4	2
226	языка в	1	2
227	его как	1	2
228	у всех	3	2
229	он становится	1	2
230	и исторической	1	2
231	знания и	1	2
232	не может	17	2
233	вместе с	1	2
234	так же	1	2
235	из которых	1	2
236	в данном	5	2
237	а не	19	2
238	с этой	4	2
239	но это	10	2
240	все же	4	2
241	и для	9	2
242	а в	4	2
243	между ними	3	2
244	это в	1	2
245	другой стороны	2	2
246	от всех	4	2
247	является и	1	2
248	более или	1	2
249	и эта	3	2
250	к этому	1	2
251	предполагает что	10	1
252	того же	5	1
253	сил и	1	1
254	о различии	1	1
255	из самых	2	1
256	они вовсе	1	1
257	когда происходит	1	1
258	есть образ	2	1
259	что между	2	1
260	это что	4	1
261	бы что	2	1
262	вопрос о	1	1
263	из своих	1	1
264	и новые	1	1
265	равно как	2	1
266	так чтобы	2	1
267	и такой	1	1
268	ему в	1	1
269	то это	3	1
270	единым и	1	1
271	пребывания в	1	1
272	выражал в	1	1
273	не нужно	2	1
274	между собой	1	1
275	отождествлен с	1	1
276	в чем	6	1
277	это имя	3	1
278	видим таким	1	1
279	а следовательно	2	1
280	значение имени	1	1
281	мы еще	2	1
282	то он	1	1
283	но когда	1	1
284	одном и	1	1
285	в эти	1	1
286	с совершенно	1	1
287	себя в	10	1
288	одного и	1	1
289	необходимо и	3	1
290	чем же	3	1
291	совершенно реальны	1	1
292	для всех	1	1
293	стороны и	2	1
294	была как	1	1
295	части в	1	1
296	действительности же	1	1
297	это вообще	1	1
298	расстояние между	1	1
299	не можем	1	1
300	та же	1	1
301	и у	3	1
302	этих моментов	1	1
303	из этих	1	1
304	сущности и	1	1
305	всем прочим	3	1
306	тому же	1	1
307	но ведь	2	1
308	но на	2	1
309	вообще не	2	1
310	в определенном	1	1
311	они совершенно	1	1
312	их может	1	1
313	главное в	1	1
314	есть ее	2	1
315	в реальной	1	1
316	момента в	1	1
317	к одному	3	1
318	не к	1	1
319	понятий и	2	1
320	пор мы	1	1
321	понимания и	3	1
322	и вот	2	1
323	свое время	2	1
324	чем она	1	1
325	из него	1	1
326	подобно тому	4	1
327	научной терминологии	1	1
328	о таком	1	1
329	можно было	2	1
330	в основу	1	1
331	это конечно	1	1
332	выражение и	1	1
333	же не	1	1
334	есть все	1	1
335	и всем	4	1
336	момент и	1	1
337	на этой	1	1
338	в имена	2	1
339	это было	1	1
340	заключается в	1	1
341	с другими	8	1
342	действительности в	2	1
343	и дает	1	1
344	в новое	1	1
345	только одно	2	1
346	параллель к	2	1
347	о которых	1	1
348	со своими	1	1
349	новые формы	1	1
350	его и	2	1
351	соотнесение с	1	1
352	это совершенно	4	1
353	образ слишком	1	1
354	она была	2	1
355	в один	1	1
356	не больше	1	1
357	смысл и	9	1
358	что значит	8	1
359	применения и	1	1
360	и мышления	1	1
361	мы говорили	2	1
362	то его	1	1
363	в отличие	1	1
364	мысли и	3	1
365	бы мы	1	1
366	ее ни	1	1
367	результате этого	1	1
368	нельзя было	4	1
369	исчезает и	1	1
370	и темное	1	1
371	есть еще	3	1
372	уже сказали	1	1
373	же мы	1	1
374	и вся	1	1
375	тому что	2	1
376	и какая	1	1
377	вещи не	8	1
378	вещей как	1	1
379	себя момент	1	1
380	и внешней	1	1
381	иной раз	1	1
382	она могла	2	1
383	весь смысл	1	1
384	тогда когда	5	1
385	в науке	1	1
386	эти концепции	1	1
387	и притом	3	1
388	и сама	3	1
389	было не	1	1
390	он с	1	1
391	следовательно и	1	1
392	остро и	1	1
393	человека от	1	1
394	и всегда	1	1
395	на меня	3	1
396	только и	2	1
397	в самой	2	1
398	и весь	1	1
399	это лицо	1	1
400	если имя	1	1
401	исторического процесса	1	1
402	как будто	1	1
403	этом отношении	1	1
404	имени и	9	1
405	тела и	1	1
406	с другом	1	1
407	сравнить с	1	1
408	если этот	1	1
409	могут быть	1	1
410	же самое	1	1
411	с полной	4	1
412	для такого	2	1
413	этой книги	1	1
414	к тому	3	1
415	что оно	8	1
416	его с	1	1
417	новые вещи	1	1
418	для его	1	1
419	его значение	1	1
420	они и	1	1
421	в полной	1	1
422	и он	1	1
423	и это	14	1
424	из всего	1	1
425	имен в	1	1
426	а затем	2	1
427	в виду	2	1
428	на нем	1	1
429	ведь они	1	1
430	и имени	2	1
431	может только	1	1
432	нет никакой	2	1
433	только то	2	1
434	в себя	13	1
435	но мы	1	1
436	и самого	1	1
437	так в	1	1
438	которая была	1	1
439	мог бы	5	1
440	которые с	1	1
441	это только	1	1
442	по сравнению	7	1
443	мы в	1	1
444	является в	2	1
445	для этого	4	1
446	реальных лиц	1	1
447	или иной	1	1
448	смысле и	1	1
449	строго говоря	1	1
450	по смыслу	5	1
451	и возможно	2	1
452	или от	1	1
453	но к	1	1
454	на вопрос	1	1
455	все вещи	2	1
456	и что	15	1
457	на что	1	1
458	для нас	2	1
459	не имеющий	1	1
460	связанной с	1	1
461	том или	1	1
462	тем или	1	1
463	у другого	1	1
464	есть уже	1	1
465	и она	1	1
466	вещи как	9	1
467	вообще в	1	1
468	то уж	1	1
469	сфер была	1	1
470	наконец и	1	1
471	в современной	1	1
472	об именах	3	1
473	быть и	1	1
474	оно и	4	1
475	но тот	1	1
476	целое в	1	1
477	том как	1	1
478	тот же	3	1
479	себя же	3	1
480	целое не	1	1
481	должен был	1	1
482	и так	1	1
483	бы ни	2	1
484	и тем	3	1
485	что эта	1	1
486	действительность но	1	1
487	со всеми	1	1
488	где они	1	1
489	со своим	7	1
490	с нею	18	1
491	как нечто	2	1
492	так можно	1	1
493	вопроса о	1	1
494	языка как	2	1
495	еще очень	1	1
496	имя а	4	1
497	него и	1	1
498	но самое	2	1
499	не из	2	1
500	у того	1	1
501	это требует	1	1
502	к своим	1	1
503	мы знаем	1	1
504	одно из	1	1
505	обращался к	1	1
506	никто не	1	1
507	слова в	2	1
508	в языке	1	1
509	с собою	6	1
510	мы можем	4	1
511	только с	3	1
512	отличие от	1	1
513	чтобы не	1	1
514	она имеет	1	1
515	тем что	2	1
516	образом что	1	1
517	где в	1	1
518	же деле	1	1
519	того что	8	1
520	но потому	1	1
521	со всем	5	1
522	мне и	1	1
523	и реальных	1	1
524	осмысления и	1	1
525	не один	1	1
526	не знать	2	1
527	именно в	1	1
528	а именно	1	1
529	и прежде	1	1
530	а с	3	1
531	мы переходим	1	1
532	вещь и	14	1
533	превращается в	1	1
534	самом же	1	1
535	нужно сказать	1	1
536	на этот	1	1
537	к живой	1	1
538	и предметной	1	1
539	однако и	1	1
540	не быть	3	1
541	вещи ее	1	1
542	основных и	1	1
543	и оно	3	1
544	все вообще	1	1
545	было в	1	1
546	есть такое	1	1
547	независимо от	5	1
548	о различных	1	1
549	культура но	1	1
550	их к	1	1
551	в моей	1	1
552	именно для	1	1
553	если оно	4	1
554	сравнению с	6	1
555	оказалось не	1	1
556	тому как	4	1
557	быть только	3	1
558	в ряду	1	1
559	друг с	1	1
560	ибо всякая	1	1
561	и тогда	1	1
562	с большой	1	1
563	она должна	2	1
564	в более	1	1
565	это уже	1	1
566	этот образ	1	1
567	это одна	1	1
568	к пониманию	3	1
569	отношениях между	1	1
570	и от	3	1
571	и ограниченно	1	1
572	понять и	2	1
573	о котором	1	1
574	или другой	2	1
575	исторической действительности	1	1
576	еще более	2	1
577	и ни	1	1
578	от вещей	1	1
579	ибо в	1	1
580	находится в	3	1
581	отвлеченный и	1	1
582	которой мы	1	1
583	и отвечает	2	1
584	ее в	1	1
585	это тоже	1	1
586	же в	1	1
587	но если	8	1
588	носитель ее	1	1
589	на части	1	1
590	время как	1	1
591	по поводу	1	1
592	может и	1	1
593	свет и	1	1
594	нужно для	3	1
595	слово в	2	1
596	и только	3	1
597	только как	1	1
598	существует в	1	1
599	но этот	1	1
600	из этого	1	1
601	в свое	2	1
602	из своей	1	1
603	самом начале	1	1
604	жизни и	2	1
605	но еще	3	1
606	это определение	1	1
607	и смысловым	1	1
608	гораздо более	1	1
