N	2gram	Bakhtin_Fr_8	UchenyiS
1	и в	56	14
2	а не	2	10
3	не только	8	10
4	прежде всего	6	8
5	и не	9	8
6	не может	2	7
7	в этом	14	7
8	то что	3	7
9	может быть	3	6
10	то же	11	5
11	и только	1	5
12	все это	8	5
13	с другой	2	4
14	но и	9	4
15	в их	3	4
16	в этой	6	4
17	конечно не	4	4
18	то ни	2	3
19	и то	2	3
20	это не	2	3
21	было бы	2	3
22	как и	5	3
23	для этого	1	3
24	в частности	7	3
25	в своей	2	3
26	и т.д	3	3
27	бы то	2	3
28	в то	12	3
29	все же	2	3
30	но в	6	3
31	не следует	1	3
32	же время	10	3
33	в области	5	3
34	другой стороны	2	3
35	для него	2	3
36	не как	2	3
37	ни было	2	3
38	что все	4	2
39	же не	1	2
40	одним из	5	2
41	и с	8	2
42	до сих	8	2
43	а как	1	2
44	это было	1	2
45	самом деле	2	2
46	в некоторых	3	2
47	превращается в	1	2
48	мы не	2	2
49	является в	1	2
50	на эту	3	2
51	если бы	2	2
52	должна была	1	2
53	том что	8	2
54	меньшей степени	3	2
55	литературы и	1	2
56	но конечно	1	2
57	с его	5	2
58	но не	5	2
59	дело конечно	1	2
60	в его	18	2
61	что и	3	2
62	сих пор	8	2
63	но это	2	2
64	этом смысле	1	2
65	в том	13	2
66	это уже	1	2
67	и для	2	2
68	что он	2	2
69	в себе	4	2
70	в самом	9	2
71	между тем	3	2
72	и у	1	2
73	только в	9	2
74	не в	3	2
75	для всех	1	2
76	и является	1	2
77	вопроса о	1	2
78	очевидно не	1	2
79	все они	6	2
80	в системе	1	2
81	этом отношении	1	2
82	фактов и	2	2
83	его и	1	2
84	бы и	2	2
85	всех этих	3	2
86	представляется нам	1	2
87	их и	2	2
88	не могут	1	2
89	могут быть	1	2
90	же самое	1	2
91	как раз	2	2
92	тем что	1	2
93	что она	2	2
94	таким образом	17	2
95	т.е в	1	2
96	правило не	1	1
97	и это	1	1
98	связанных с	1	1
99	в этот	1	1
100	но по	4	1
101	человека и	2	1
102	то есть	24	1
103	в виду	1	1
104	значительной мере	1	1
105	и служит	1	1
106	данном случае	2	1
107	в период	1	1
108	претензии на	1	1
109	существует в	1	1
110	и прежде	1	1
111	или меньшей	3	1
112	из самых	1	1
113	в пределах	5	1
114	много в	1	1
115	и др	8	1
116	из первых	1	1
117	к которой	1	1
118	что для	3	1
119	никогда не	5	1
120	полагаем что	1	1
121	так и	13	1
122	и вы	1	1
123	одной стороны	2	1
124	той же	6	1
125	до конца	11	1
126	с тем	2	1
127	место и	1	1
128	со своими	1	1
129	и глубина	1	1
130	является наиболее	1	1
131	как целого	1	1
132	он становится	2	1
133	и даже	8	1
134	на слово	1	1
135	можно сказать	2	1
136	смысле и	1	1
137	или менее	2	1
138	все элементы	1	1
139	один пример	1	1
140	этой же	1	1
141	отрицание или	1	1
142	материал и	1	1
143	как на	1	1
144	о том	4	1
145	в ней	4	1
146	и потому	4	1
147	в котором	2	1
148	и что	1	1
149	он был	12	1
150	первый план	2	1
151	все его	3	1
152	как чистую	1	1
153	из которых	2	1
154	в значительной	2	1
155	существенно нового	1	1
156	и важный	1	1
157	строго говоря	1	1
158	все в	1	1
159	в той	6	1
160	в данном	2	1
161	этих слов	1	1
162	бы в	3	1
163	того что	1	1
164	для второго	1	1
165	друг другу	2	1
166	в которых	2	1
167	более высокую	1	1
168	речи в	1	1
169	их в	4	1
170	друг с	1	1
171	на его	6	1
172	язык в	4	1
173	за пределы	4	1
174	и вся	1	1
175	еще один	2	1
176	его как	2	1
177	задачи и	1	1
178	еще раз	1	1
179	независимо от	1	1
180	так он	1	1
181	анализ раскрыл	1	1
182	догматизм и	1	1
183	большей или	3	1
184	в своем	3	1
185	в большей	3	1
186	и все	6	1
187	того как	2	1
188	она должна	1	1
189	тот же	1	1
190	было у	2	1
191	более или	2	1
192	себя на	2	1
193	связаны и	1	1
194	по мнению	1	1
195	т.д в	1	1
196	в которой	4	1
197	о котором	1	1
198	бы ни	1	1
199	не было	5	1
200	он в	1	1
201	тогда когда	1	1
202	с одной	4	1
203	в качестве	4	1
204	тем более	1	1
205	в известном	2	1
206	вообще в	1	1
207	начала и	4	1
208	мировоззрения и	1	1
209	что по	1	1
210	уже не	3	1
211	далеко не	2	1
212	же в	1	1
213	и всей	3	1
214	в процессе	5	1
215	в виде	2	1
216	в нем	8	1
217	связанные с	1	1
218	или даже	1	1
219	с другом	1	1
220	но если	1	1
221	он не	5	1
222	недаром и	1	1
223	сказать что	3	1
224	только как	1	1
225	именно такой	1	1
226	они до	1	1
227	они в	1	1
228	очень часто	1	1
229	одно из	1	1
230	раскрыл бы	1	1
231	он называет	2	1
232	равно как	1	1
233	и так	1	1
234	он и	2	1
235	и понятий	4	1
236	этот процесс	1	1
237	мы полагаем	1	1
238	правда не	1	1
239	в свое	1	1
240	это верно	1	1
241	время не	1	1
242	но он	3	1
243	у него	7	1
244	мы можем	1	1
245	методологических позиций	1	1
246	ее в	1	1
247	и свое	1	1
248	и эта	2	1
249	это в	2	1
250	он ставит	1	1
251	к этому	2	1
252	что в	5	1
253	общего и	1	1
