N	2gram	Vinokur_Vv_1	Morfolog
1	может быть	24	52
2	и т	43	49
3	т д	37	47
4	таким образом	19	20
5	представляет собой	12	17
6	не может	13	17
7	в этих	3	16
8	т е	38	16
9	могут быть	4	15
10	этих случаях	2	14
11	с этим	2	14
12	и в	27	13
13	в этом	34	13
14	так как	13	12
15	и др	2	12
16	связи с	3	11
17	чаще всего	1	11
18	мы видим	1	11
19	заметить что	1	10
20	представляют собой	6	10
21	то же	8	9
22	мы имеем	3	9
23	так и	1	9
24	этом случае	6	9
25	не всегда	1	9
26	прежде всего	8	9
27	а не	3	9
28	в связи	2	9
29	и не	13	9
30	а затем	1	8
31	при помощи	2	8
32	что и	3	8
33	с другой	8	8
34	по существу	2	8
35	в результате	3	8
36	вопрос о	8	7
37	имеем в	1	7
38	и этим	1	7
39	или же	3	7
40	в качестве	7	7
41	г он	1	7
42	в тех	2	7
43	все же	8	7
44	но если	3	7
45	но не	7	6
46	это не	8	6
47	во время	1	6
48	подобно тому	1	6
49	не могут	5	6
50	а также	3	6
51	в форме	2	6
52	в том	31	6
53	а в	5	6
54	мы не	2	5
55	во всех	2	5
56	тому как	1	5
57	то что	17	5
58	в ходе	1	5
59	не менее	8	5
60	потому что	14	5
61	или в	1	5
62	один из	6	5
63	наряду с	2	5
64	как бы	5	5
65	и другие	1	5
66	также и	16	4
67	тех же	1	4
68	то это	3	4
69	что его	1	4
70	то мы	1	4
71	как в	1	4
72	хотя и	3	4
73	и как	9	4
74	ни одна	2	4
75	не только	21	4
76	на его	1	4
77	на этом	3	4
78	об этом	5	4
79	его в	6	4
80	было бы	5	4
81	вовсе не	6	4
82	как и	5	4
83	несмотря на	2	4
84	точки зрения	7	4
85	с точки	2	4
86	тем не	8	4
87	на котором	2	4
88	ничего не	2	4
89	тем что	6	4
90	как мы	9	4
91	подобных случаях	1	4
92	д но	5	4
93	раньше чем	3	4
94	по отношению	4	4
95	другой стороны	5	4
96	так же	3	4
97	а если	2	4
98	в точности	1	4
99	отношению к	4	4
100	что в	11	4
101	связана с	4	3
102	самом деле	6	3
103	на самом	1	3
104	в первом	5	3
105	и для	4	3
106	как таковые	1	3
107	между собой	1	3
108	независимо от	3	3
109	но в	10	3
110	в целом	5	3
111	он должен	1	3
112	но все	3	3
113	входит в	2	3
114	из них	3	3
115	том что	26	3
116	в то	5	3
117	в сущности	3	3
118	того чтобы	21	3
119	от того	3	3
120	большей частью	1	3
121	если бы	2	3
122	но и	5	3
123	во втором	2	3
124	значит что	1	3
125	к нему	2	3
126	в какой	4	3
127	и ее	4	3
128	в начале	3	3
129	их по	1	3
130	мы можем	2	3
131	в руки	6	3
132	быть названо	4	3
133	для этой	1	3
134	из которых	2	3
135	но это	1	3
136	кроме того	1	3
137	это уже	1	3
138	мы должны	1	3
139	только что	4	3
140	же в	1	3
141	первом случае	2	3
142	если же	2	3
143	можно назвать	1	3
144	смысле слова	7	2
145	как это	5	2
146	что эти	1	2
147	собственном смысле	2	2
148	есть нечто	1	2
149	совсем не	3	2
150	что действительно	1	2
151	как уже	2	2
152	и к	1	2
153	то в	1	2
154	та же	1	2
155	из его	2	2
156	или очень	1	2
157	и задачи	1	2
158	не значит	1	2
159	состоит в	2	2
160	д все	2	2
161	приходим к	3	2
162	он старается	1	2
163	можно было	7	2
164	и за	1	2
165	в другом	3	2
166	мы уже	1	2
167	это было	1	2
168	обоих случаях	1	2
169	то как	1	2
170	ни одной	1	2
171	этого не	2	2
172	с тем	6	2
173	и тогда	3	2
174	для него	1	2
175	и при	2	2
176	что такое	10	2
177	имеется в	1	2
178	нельзя было	1	2
179	буква и	1	2
180	настоящее время	1	2
181	и более	1	2
182	однако в	3	2
183	и наоборот	2	2
184	все эти	3	2
185	в таких	1	2
186	можно указать	1	2
187	с теми	2	2
188	в обоих	2	2
189	не имеет	4	2
190	одна из	2	2
191	же между	1	2
192	знать что	1	2
193	что ни	1	2
194	и его	5	2
195	так например	6	2
196	в каком	1	2
197	для того	21	2
198	оно не	1	2
199	утверждать что	1	2
200	здесь не	2	2
201	в в	3	2
202	в собственном	2	2
203	и что	4	2
204	не с	2	2
205	ясно что	9	2
206	другой не	1	2
207	особый вид	1	2
208	но здесь	1	2
209	о том	15	2
210	с одной	4	2
211	можно сказать	3	2
212	в различных	2	2
213	по их	2	2
214	другом значении	1	2
215	ни к	2	2
216	если например	1	2
217	не означает	1	2
218	того что	12	2
219	как например	5	2
220	быть и	2	2
221	хотя бы	5	2
222	этот вопрос	4	2
223	что он	4	2
224	только в	13	2
225	себя в	2	2
226	с двумя	1	2
227	тем временем	1	2
228	уже не	5	2
229	вопроса о	1	2
230	или не	1	2
231	в виде	4	2
232	от других	2	2
233	его и	1	2
234	как их	1	2
235	момент в	1	2
236	из двух	2	2
237	материала а	1	2
238	но есть	1	2
239	сказать что	5	2
240	что мы	2	2
241	имеет свои	1	2
242	в частности	3	2
243	как эти	1	2
244	д в	2	2
245	или по	1	2
246	одной стороны	4	2
247	есть и	4	2
248	или с	1	2
249	но для	1	2
250	т д.?	1	2
251	стороны ее	1	2
252	не существует	2	2
253	в настоящее	1	2
254	или нет	1	2
255	чтобы его	1	2
256	не от	1	2
257	различным образом	1	2
258	одной из	3	2
259	или при	1	2
260	в свое	2	2
261	к этому	3	2
262	точно так	2	2
263	вопрос мы	1	1
264	например в	2	1
265	и то	5	1
266	изучения в	1	1
267	применении к	6	1
268	дело обстоит	1	1
269	как такового	2	1
270	сразу и	1	1
271	который можно	1	1
272	проявляются в	1	1
273	чем продолжать	1	1
274	приходит к	1	1
275	действительно представляют	1	1
276	то для	1	1
277	есть не	3	1
278	очень далеко	1	1
279	и была	1	1
280	ответить на	1	1
281	приводят к	1	1
282	так чтобы	3	1
283	что это	3	1
284	что иное	4	1
285	не вполне	4	1
286	выше но	1	1
287	в виду	4	1
288	в числе	1	1
289	собой в	2	1
290	которые он	1	1
291	он был	1	1
292	качестве примера	1	1
293	к целому	1	1
294	одна за	1	1
295	это бывает	1	1
296	но как	2	1
297	не то	1	1
298	значение и	2	1
299	ответ на	3	1
300	тогда как	2	1
301	отношение к	3	1
302	отличие от	3	1
303	она есть	5	1
304	или иное	1	1
305	того они	1	1
306	которые не	1	1
307	тем больше	1	1
308	дает нам	1	1
309	говорит что	1	1
310	его к	2	1
311	и был	2	1
312	в этот	2	1
313	иными средствами	1	1
314	духа в	1	1
315	втором случае	1	1
316	непонятно почему	1	1
317	в которой	1	1
318	из этих	5	1
319	одном случае	1	1
320	что так	1	1
321	не в	8	1
322	в этой	3	1
323	идут в	1	1
324	остановиться на	1	1
325	и тот	1	1
326	но во	1	1
327	во многих	1	1
328	непосредственно как	1	1
329	но ведь	4	1
330	на то	1	1
331	этом сообщает	1	1
332	пример дает	1	1
333	вообще не	3	1
334	что каждая	2	1
335	что она	3	1
336	исторических разысканий	1	1
337	главным образом	1	1
338	время и	1	1
339	слова а	1	1
340	момента в	2	1
341	и вот	3	1
342	в россии	1	1
343	мы выделяем	1	1
344	для данной	1	1
345	его можно	2	1
346	лишь с	1	1
347	одно и	1	1
348	русском языке	1	1
349	наука не	1	1
350	по его	2	1
351	в каждом	4	1
352	то ни	1	1
353	общий вопрос	2	1
354	они должны	1	1
355	же касается	2	1
356	них не	1	1
357	с другими	1	1
358	материала к	1	1
359	то все	1	1
360	и тем	5	1
361	лучше но	1	1
362	получает лишь	1	1
363	о которых	2	1
364	отличены от	1	1
365	как видно	1	1
366	этим и	1	1
367	оно имеет	1	1
368	чем в	3	1
369	других и	1	1
370	этим в	1	1
371	в научной	1	1
372	нисколько не	3	1
373	формы но	1	1
374	и становится	1	1
375	не выдерживает	1	1
376	нужно только	1	1
377	имен и	1	1
378	том как	1	1
379	становится все	1	1
380	теми или	1	1
381	это делает	2	1
382	в их	11	1
383	но которые	1	1
384	указать что	1	1
385	не столько	2	1
386	исторической действительности	1	1
387	а есть	1	1
388	наука о	3	1
389	при этом	3	1
390	но он	1	1
391	все это	6	1
392	имеет свою	2	1
393	не должно	1	1
394	на разные	1	1
395	для нее	1	1
396	видит в	4	1
397	тому что	2	1
398	и очень	1	1
399	задачи и	1	1
400	лишь к	1	1
401	а от	1	1
402	стоит в	2	1
403	что с	3	1
404	она могла	1	1
405	самого начала	1	1
406	это дает	1	1
407	того как	3	1
408	не две	1	1
409	и сама	1	1
410	уже очень	1	1
411	дело не	3	1
412	лишь два	1	1
413	вытекает из	1	1
414	же время	5	1
415	этих двух	1	1
416	или как	3	1
417	она с	1	1
418	действительно в	1	1
419	к концу	1	1
420	на те	1	1
421	за исключением	1	1
422	как на	11	1
423	е не	2	1
424	понимает под	1	1
425	одним из	5	1
426	у нас	2	1
427	такие же	1	1
428	к таким	1	1
429	к отдельным	2	1
430	он называет	1	1
431	в момент	1	1
432	если он	1	1
433	встречается в	1	1
434	должны быть	1	1
435	всего в	1	1
436	что предметы	1	1
437	к тому	4	1
438	той или	1	1
439	области изучения	1	1
440	не есть	4	1
441	задачу так	1	1
442	что при	1	1
443	предметом его	1	1
444	в применении	6	1
445	то она	1	1
446	как не	1	1
447	и многие	1	1
448	без всякого	1	1
449	данном случае	5	1
450	от изучения	1	1
451	на той	1	1
452	с самого	1	1
453	вопрос что	2	1
454	на свой	1	1
455	чего-либо не	1	1
456	на основании	5	1
457	здесь нет	4	1
458	мог бы	2	1
459	еще в	1	1
460	во второй	3	1
461	по ее	1	1
462	и с	2	1
463	всегда связана	1	1
464	он служит	1	1
465	одном месте	1	1
466	ними и	1	1
467	иное как	5	1
468	в известных	2	1
469	на вопрос	6	1
470	то возникает	1	1
471	бы то	1	1
472	они принадлежат	1	1
473	собой всю	1	1
474	того или	1	1
475	как они	1	1
476	том или	1	1
477	нечто иное	1	1
478	в его	10	1
479	а потому	3	1
480	эти связи	1	1
481	во всей	1	1
482	язык есть	1	1
483	случаях очень	1	1
484	ее можно	1	1
485	если это	2	1
486	как вообще	1	1
487	другими в	1	1
488	после смерти	1	1
489	и многое	1	1
490	двух рядов	1	1
491	на которой	1	1
492	д и	1	1
493	в новой	1	1
494	с ними	1	1
495	за другой	1	1
496	говорить о	3	1
497	как нечто	8	1
498	от материала	1	1
499	очень много	1	1
500	самые разнообразные	1	1
501	действительно не	1	1
502	в предисловии	1	1
503	которой ее	1	1
504	есть в	1	1
505	это остается	1	1
506	также часто	1	1
507	и у	1	1
508	чем они	1	1
509	и которая	1	1
510	по очереди	1	1
511	что не	5	1
512	каким образом	1	1
513	не дает	1	1
514	дает ему	1	1
515	е на	1	1
516	за ним	1	1
517	д словом	1	1
518	быть определено	1	1
519	а и	1	1
520	не занимается	1	1
521	исторического изучения	2	1
522	самый способ	1	1
523	всяком случае	3	1
524	в одном	4	1
525	и со	1	1
526	ее не	1	1
527	у него	1	1
528	и никогда	1	1
529	она имеет	1	1
530	ведет от	1	1
531	требует также	1	1
532	само собой	2	1
