N	2gram	Tiupa_Lite_2	Psycholo
1	то что	7	32
2	и в	19	31
3	в том	10	30
4	и т	2	26
5	то есть	5	26
6	что в	4	23
7	может быть	17	22
8	таким образом	1	20
9	при этом	6	19
10	так как	3	18
11	не может	9	17
12	как и	10	16
13	том что	7	16
14	т п	2	16
15	и не	11	16
16	точки зрения	4	15
17	искусства и	1	15
18	не только	8	13
19	что и	2	13
20	а не	20	13
21	мы не	4	12
22	так же	1	12
23	в этом	9	12
24	в самом	1	11
25	не в	4	11
26	в области	4	11
27	могут быть	2	11
28	в сущности	3	10
29	на то	1	10
30	того что	5	10
31	потому что	2	10
32	самом деле	1	9
33	искусства в	1	9
34	искусство как	1	9
35	как в	1	9
36	произведение искусства	1	8
37	и что	2	8
38	никогда не	3	8
39	что мы	1	8
40	вместе с	5	8
41	том чтобы	3	7
42	того чтобы	1	7
43	и его	3	7
44	о том	2	7
45	есть в	1	7
46	тому как	2	7
47	что он	3	7
48	что это	1	6
49	очевидно что	2	6
50	отнюдь не	4	6
51	для того	2	6
52	было бы	2	6
53	в его	4	6
54	вовсе не	2	6
55	и даже	8	6
56	одной стороны	6	6
57	до конца	2	6
58	а в	3	6
59	в психологии	1	6
60	художественного творчества	2	6
61	то же	12	5
62	х годов	3	5
63	в ее	2	5
64	с одной	7	5
65	в целом	2	5
66	подобно тому	2	5
67	иначе говоря	1	5
68	оказывается что	1	5
69	в то	9	5
70	не является	2	5
71	для нас	2	5
72	с другой	8	5
73	в какой	2	5
74	так что	4	5
75	был бы	2	5
76	как бы	2	5
77	этой точки	1	5
78	все же	2	5
79	и для	3	5
80	и все	1	5
81	другой стороны	4	5
82	же как	2	4
83	мы имеем	1	4
84	в виду	2	4
85	искусства есть	2	4
86	столь же	5	4
87	у него	2	4
88	со всеми	1	4
89	отличие от	1	4
90	искусство и	1	4
91	в себе	6	4
92	по существу	3	4
93	различие между	1	4
94	от себя	1	4
95	что я	2	4
96	тому что	1	4
97	одна из	5	4
98	у нас	5	4
99	искусства от	1	4
100	к тому	1	4
101	со стороны	3	4
102	никак не	1	4
103	прежде всего	4	4
104	все время	1	4
105	один из	4	4
106	для всех	5	4
107	могло бы	2	4
108	как это	2	4
109	с этой	2	4
110	и о	1	4
111	в результате	2	4
112	в этих	1	4
113	в искусстве	4	4
114	в своих	2	4
115	к этому	1	4
116	речь идет	3	3
117	это и	1	3
118	на деле	1	3
119	тем же	3	3
120	должна быть	1	3
121	той же	2	3
122	из которых	2	3
123	себе а	1	3
124	но не	5	3
125	конечном счете	5	3
126	сущности говоря	1	3
127	стороны и	1	3
128	в художественном	2	3
129	в своем	1	3
130	что по	1	3
131	и к	2	3
132	себе не	2	3
133	но в	2	3
134	уже в	2	3
135	у каждого	1	3
136	в этой	3	3
137	состоит в	9	3
138	и вот	1	3
139	и по	1	3
140	в каждом	2	3
141	с тем	2	3
142	в слове	1	3
143	в своей	1	3
144	в отличие	1	3
145	искусства на	1	3
146	только не	1	3
147	во всем	1	3
148	что на	1	3
149	все то	1	3
150	не могут	1	3
151	но только	2	3
152	в собственном	1	3
153	и когда	1	3
154	так и	7	3
155	каждого из	1	3
156	всякое художественное	1	3
157	но мы	1	3
158	он не	5	3
159	в конечном	5	3
160	в частности	4	3
161	дело с	1	3
162	который в	1	3
163	в обществе	1	3
164	не можем	1	3
165	только на	1	3
166	и других	4	3
167	мышления и	1	3
168	а потому	2	3
169	слова в	1	3
170	в конце	2	3
171	и только	2	3
172	не было	2	3
173	могут служить	2	3
174	но это	3	3
175	конце концов	1	3
176	от всех	1	3
177	жизни и	4	3
178	все что	2	3
179	как на	3	3
180	в таком	1	3
181	ту же	2	2
182	зависимость от	2	2
183	что образ	1	2
184	того же	4	2
185	и то	3	2
186	и без	2	2
187	на самом	1	2
188	идет о	3	2
189	поэзии и	2	2
190	из всех	1	2
191	есть не	1	2
192	как мы	1	2
193	сведена к	1	2
194	на место	1	2
195	эстетики и	1	2
196	но даже	1	2
197	в чем	1	2
198	только то	1	2
199	на основе	1	2
200	но как	2	2
201	искусство в	1	2
202	как к	3	2
203	она как	1	2
204	в полном	1	2
205	когда он	1	2
206	и художественного	1	2
207	к числу	1	2
208	в себя	3	2
209	представляет собой	2	2
210	в известном	1	2
211	как он	2	2
212	в нем	3	2
213	или иных	1	2
214	и с	3	2
215	его в	1	2
216	искусство не	2	2
217	в них	2	2
218	он же	1	2
219	далеко не	1	2
220	не всегда	1	2
221	эпохи с	1	2
222	такой же	3	2
223	в такой	2	2
224	с точки	3	2
225	для уяснения	1	2
226	мысли и	2	2
227	одном из	2	2
228	тем не	2	2
229	их в	1	2
230	даже в	4	2
231	что есть	1	2
232	не менее	6	2
233	тем самым	3	2
234	из нас	2	2
235	на два	2	2
236	в основе	2	2
237	без остатка	3	2
238	казалось бы	1	2
239	ничего не	3	2
240	в русском	2	2
241	тех или	1	2
242	и теперь	1	2
243	в сознании	1	2
244	этом отношении	3	2
245	мысли так	1	2
246	же самое	1	2
247	приходит к	1	2
248	приводит к	1	2
249	с ним	2	2
250	отдельной личности	3	2
251	но и	10	2
252	этих двух	1	2
253	самому себе	1	2
254	как прежде	1	2
255	области искусства	2	2
256	наконец в	2	2
257	в него	2	2
258	что только	1	2
259	тот же	2	2
260	и потому	1	2
261	в качестве	5	2
262	уже не	2	2
263	в поэзии	3	2
264	в жизни	2	2
265	от других	1	2
266	из них	2	2
267	одно из	2	2
268	в одном	2	2
269	на долю	1	2
270	как раз	2	2
271	себя и	2	2
272	говорит о	1	2
273	то и	3	2
274	для эстетики	1	2
275	мы видели	1	2
276	него в	1	2
277	к жизни	2	2
278	целом ряде	1	2
279	что же	1	2
280	по ним	1	2
281	искусством и	1	2
282	и состоит	1	2
283	и от	1	2
284	его не	1	2
285	ее и	1	2
286	от него	1	2
287	бы в	1	2
288	к этой	2	2
289	и как	3	2
290	до тех	1	2
291	из этого	1	2
292	гораздо более	1	2
293	с новыми	1	1
294	в движение	1	1
295	совершенно справедливо	1	1
296	поэтической речи	1	1
297	которое мы	1	1
298	сказано что	1	1
299	в первом	1	1
300	принципиальное различие	2	1
301	по преимуществу	2	1
302	нам быть	1	1
303	едва ли	4	1
304	в первый	2	1
305	именно к	1	1
306	он как	1	1
307	я не	5	1
308	наша цель	1	1
309	привносит от	1	1
310	ему в	1	1
311	мы ее	1	1
312	поэзия как	2	1
313	решение вопроса	1	1
314	в ней	4	1
315	свою очередь	1	1
316	к воссозданию	1	1
317	в основание	1	1
318	еще не	2	1
319	и на	6	1
320	же мере	1	1
321	бы то	1	1
322	взгляде на	1	1
323	во всех	3	1
324	для искусства	1	1
325	то он	1	1
326	общая для	1	1
327	ответ на	1	1
328	есть по	2	1
329	тогда как	9	1
330	нет и	1	1
331	за пределы	1	1
332	относится к	1	1
333	действительности же	1	1
334	и нет	2	1
335	которое и	1	1
336	как уже	2	1
337	и наконец	2	1
338	не автора	1	1
339	ремесла и	1	1
340	он на	2	1
341	и свою	1	1
342	человеческое общество	1	1
343	и хотя	1	1
344	от самого	1	1
345	то в	2	1
346	за собой	1	1
347	не оставляет	1	1
348	этого художественного	1	1
349	человек то	1	1
350	во многих	1	1
351	и те	1	1
352	одно и	2	1
353	не следует	1	1
354	в статье	1	1
355	прошлое и	1	1
356	не отменяет	1	1
357	вокруг себя	1	1
358	и еще	2	1
359	он должен	1	1
360	же это	1	1
361	единственно нужное	1	1
362	вы в	1	1
363	что писал	1	1
364	именно такая	1	1
365	ни было	2	1
366	и сказал	1	1
367	что ни	1	1
368	основе своей	1	1
369	коллектива и	1	1
370	не бывает	2	1
371	человека в	4	1
372	а затем	2	1
373	пока мы	1	1
374	в мире	9	1
375	к творчеству	1	1
376	по выражению	1	1
377	это не	1	1
378	и мы	1	1
379	он есть	1	1
380	за ней	1	1
381	себя он	1	1
382	в стихах	8	1
383	она и	1	1
384	все равно	2	1
385	но лишь	3	1
386	которой он	1	1
387	в не	1	1
388	для себя	2	1
389	ведет к	1	1
390	своего ремесла	1	1
391	автора и	1	1
392	со всей	1	1
393	освобождает от	1	1
394	для него	4	1
395	такую же	2	1
396	при рассмотрении	1	1
397	однако в	6	1
398	что этот	1	1
399	и поэт	1	1
400	случае мы	1	1
401	вплоть до	3	1
402	ничего такого	1	1
403	к новым	1	1
404	бытия и	1	1
405	и искусство	1	1
406	литературных явлений	1	1
407	эстетических отношений	2	1
408	пока еще	1	1
409	эстетических ценностей	1	1
410	хх столетия	1	1
411	это совершенно	1	1
412	того как	1	1
413	только и	1	1
414	имеем дело	1	1
415	явление в	1	1
416	такая же	1	1
417	связи с	1	1
418	и позволяют	1	1
419	перед ним	2	1
420	сравнительно с	1	1
421	ли не	4	1
422	числе и	1	1
423	в стихотворении	13	1
424	себя только	1	1
425	все еще	2	1
426	можно и	1	1
427	на нем	1	1
428	не могу	2	1
429	как система	1	1
430	как по	1	1
431	мысль о	1	1
432	идет не	1	1
433	в пределах	1	1
434	то как	2	1
435	что может	1	1
436	на нее	1	1
437	вынужден был	1	1
438	того и	1	1
439	даже у	1	1
440	основана на	1	1
441	поэтому в	1	1
442	быть может	3	1
443	с этого	1	1
444	границу между	1	1
445	на самые	1	1
446	своих стихотворений	1	1
447	сводится к	1	1
448	например все	1	1
449	произведения как	1	1
450	вот почему	1	1
451	обращается к	3	1
452	одного из	1	1
453	перед автором	1	1
454	можно сказать	1	1
455	пор пока	1	1
456	а также	2	1
457	как форма	1	1
458	как у	1	1
459	в эстетической	1	1
460	переживается как	1	1
461	которая сама	1	1
462	во втором	1	1
463	что отделяет	1	1
464	предшествующим и	1	1
465	бы представить	1	1
466	при взгляде	2	1
467	во всей	1	1
468	я вижу	2	1
469	тех пор	1	1
470	в ту	1	1
471	но с	3	1
472	одной из	2	1
473	грань между	1	1
474	поэт говорит	2	1
475	простой и	1	1
476	ключом к	1	1
477	но то	1	1
478	процессов в	1	1
479	а напротив	1	1
480	тем чтобы	1	1
481	на нет	1	1
482	если в	2	1
483	не испытывает	1	1
484	речь в	2	1
485	не так	2	1
486	мы находим	1	1
487	русский язык	1	1
488	к цели	1	1
489	как при	1	1
490	как награда	1	1
491	ее на	1	1
492	в других	1	1
493	не противоречит	1	1
494	в особенности	1	1
495	жизни в	4	1
496	это составляет	1	1
497	искусством в	1	1
498	что человек	1	1
499	именно в	1	1
500	оказывается и	1	1
501	в свою	1	1
502	еще и	1	1
503	а с	1	1
504	художника на	1	1
505	и др	3	1
506	я должен	1	1
507	соответствии с	2	1
508	к более	1	1
509	и последующим	1	1
510	по тем	1	1
511	есть у	1	1
512	целым рядом	1	1
513	не таков	1	1
514	своего рода	13	1
515	поскольку речь	2	1
516	произведения искусства	2	1
517	для этой	1	1
518	искусства то	2	1
519	между собою	1	1
520	в творчестве	1	1
521	о себе	3	1
522	с первого	1	1
523	в цель	1	1
524	мы говорим	1	1
525	и столь	2	1
526	о границах	1	1
527	он говорит	1	1
528	а если	2	1
529	литературное произведение	1	1
530	в литературе	1	1
531	не за	1	1
532	другие в	1	1
533	в это	1	1
534	всем что	1	1
535	слова и	7	1
536	к объекту	2	1
537	слова так	1	1
538	имел в	1	1
539	не к	2	1
540	что позволяет	1	1
541	при таком	1	1
542	и само	1	1
543	он чувствовал	1	1
544	а к	2	1
545	как для	1	1
546	похожей на	1	1
547	находится в	1	1
548	хотя бы	2	1
549	же в	2	1
550	личности и	1	1
551	приходится признать	1	1
552	о своем	1	1
553	из тех	2	1
554	как явление	1	1
555	только как	1	1
556	в системе	1	1
557	в их	3	1
558	поэтического творчества	1	1
559	от личной	1	1
560	у людей	1	1
561	самого художественного	1	1
562	в действительности	1	1
563	в роли	2	1
564	тенденции к	1	1
565	том числе	2	1
566	и вновь	2	1
