N	2gram	Bakhtin_Pr_1	EvropaiC
1	таким образом	11	32
2	в том	11	31
3	и в	23	24
4	том что	9	20
5	все эти	8	19
6	не может	11	18
7	то что	18	17
8	может быть	21	15
9	все же	5	15
10	точки зрения	21	13
11	самом деле	5	12
12	в своем	8	12
13	до сих	2	12
14	в этом	25	12
15	сих пор	2	12
16	с этим	1	11
17	между тем	5	11
18	все это	7	11
19	во всех	5	10
20	по отношению	11	10
21	так и	10	10
22	как бы	28	10
23	отношению к	11	10
24	все что	3	10
25	при этом	3	9
26	как и	8	9
27	с другом	3	9
28	друг с	3	9
29	в результате	4	9
30	что в	8	9
31	а и	1	8
32	в самом	8	8
33	с точки	15	8
34	не в	6	8
35	если бы	10	8
36	так же	6	8
37	и все	3	8
38	на самом	4	7
39	из этих	2	7
40	не менее	1	7
41	по существу	4	7
42	того чтобы	4	7
43	по своей	1	7
44	к тому	1	7
45	для этого	1	7
46	о том	2	7
47	и что	1	7
48	что он	10	7
49	для того	2	7
50	но и	11	7
51	и не	34	7
52	из этого	1	7
53	должна быть	2	6
54	в каждый	1	6
55	еще не	5	6
56	и на	10	6
57	тогда как	1	6
58	что касается	1	6
59	в этой	4	6
60	в мире	7	6
61	в сознании	2	6
62	несмотря на	6	6
63	и при	1	6
64	с ним	6	6
65	что и	5	6
66	того что	2	6
67	только в	8	6
68	все они	1	6
69	так что	1	6
70	так как	7	6
71	с другой	2	6
72	вместе с	2	6
73	отличается от	2	6
74	у них	1	6
75	как на	2	6
76	из всех	1	5
77	как к	1	5
78	и к	4	5
79	но в	4	5
80	в которой	4	5
81	что это	1	5
82	в целом	4	5
83	в себе	5	5
84	не только	13	5
85	но все	4	5
86	не будет	1	5
87	что все	3	5
88	и с	4	5
89	лишь в	3	5
90	его в	4	5
91	между собою	1	5
92	так называемого	1	5
93	в то	10	5
94	как будто	3	5
95	по сравнению	1	5
96	в его	24	5
97	потому что	12	5
98	и их	2	5
99	у него	6	5
100	именно в	6	5
101	далеко не	1	5
102	ничем не	1	5
103	другой стороны	2	5
104	сравнению с	1	5
105	быть и	1	5
106	и для	3	5
107	и от	1	5
108	к этому	2	5
109	одним из	8	4
110	и то	1	4
111	то же	10	4
112	мы уже	2	4
113	отношение к	1	4
114	что как	1	4
115	хотя и	1	4
116	ни один	2	4
117	он не	4	4
118	всех этих	3	4
119	из них	2	4
120	должно быть	1	4
121	в их	3	4
122	признать что	1	4
123	из которых	2	4
124	многие из	1	4
125	тех кто	1	4
126	в дальнейшем	1	4
127	никогда не	5	4
128	на вопрос	2	4
129	уже существующих	1	4
130	и у	4	4
131	если мы	1	4
132	не есть	1	4
133	не так	1	4
134	а потому	2	4
135	в конце	5	4
136	в области	3	4
137	а с	1	4
138	социальной жизни	2	4
139	конце концов	4	4
140	не могут	6	4
141	в состоянии	1	4
142	мы должны	2	4
143	ибо в	1	4
144	хотя бы	2	4
145	совершенно не	1	4
146	же как	1	3
147	вопрос о	4	3
148	но даже	1	3
149	в данном	2	3
150	которые не	1	3
151	в истории	2	3
152	еще больше	1	3
153	и наконец	5	3
154	в нашем	1	3
155	в тех	1	3
156	к которой	1	3
157	в нем	20	3
158	и по	2	3
159	в совершенно	2	3
160	заключается в	2	3
161	это не	10	3
162	на почве	1	3
163	в жизни	6	3
164	чем в	2	3
165	в этих	2	3
166	что если	1	3
167	таким же	2	3
168	даже в	2	3
169	для нас	3	3
170	уже и	1	3
171	от того	2	3
172	у нас	1	3
173	должны быть	1	3
174	что оно	1	3
175	и это	5	3
176	то ни	3	3
177	данном случае	2	3
178	тот же	2	3
179	даже если	1	3
180	конечно не	1	3
181	в начале	1	3
182	при помощи	1	3
183	и других	5	3
184	может служить	1	3
185	отличие от	2	3
186	как у	2	3
187	прежде всего	7	3
188	же не	1	3
189	и потому	3	3
190	целом ряде	1	3
191	мы сказали	1	3
192	ее и	1	3
193	не то	1	3
194	бы в	3	3
195	тем более	1	3
196	только что	1	3
197	а в	7	3
198	что мы	1	3
199	он считает	1	2
200	в котором	2	2
201	и до	1	2
202	со своей	1	2
203	входящих в	1	2
204	общества и	1	2
205	теперь мы	1	2
206	почти все	1	2
207	в сущности	5	2
208	так чтобы	1	2
209	а для	1	2
210	с ее	2	2
211	же что	2	2
212	в ней	1	2
213	двух или	1	2
214	от себя	1	2
215	бы то	3	2
216	тем как	4	2
217	во всяком	4	2
218	друг к	1	2
219	к такому	1	2
220	но как	3	2
221	вступают в	1	2
222	что они	1	2
223	есть в	3	2
224	усматривает в	1	2
225	то в	1	2
226	но на	1	2
227	вследствие этого	1	2
228	этот процесс	1	2
229	что она	2	2
230	не следует	1	2
231	как разные	1	2
232	он все	2	2
233	он должен	1	2
234	том чтобы	1	2
235	или вовсе	1	2
236	из него	1	2
237	к другу	1	2
238	то есть	24	2
239	ценности и	1	2
240	между отдельными	2	2
241	в них	3	2
242	нет в	1	2
243	и уже	3	2
244	потому и	1	2
245	такой же	1	2
246	в один	2	2
247	на первый	1	2
248	в эту	1	2
249	следует что	1	2
250	можно ли	1	2
251	в которых	2	2
252	точку зрения	4	2
253	образом и	1	2
254	совершенно иной	1	2
255	и более	1	2
256	том и	1	2
257	тому что	2	2
258	она не	5	2
259	между людьми	1	2
260	тем самым	1	2
261	тогда когда	1	2
262	одна из	2	2
263	на себе	2	2
264	на него	2	2
265	в процессе	4	2
266	в основе	5	2
267	говорить о	2	2
268	только не	1	2
269	в самой	7	2
270	и весь	1	2
271	если же	2	2
272	должен быть	1	2
273	как мы	5	2
274	иной чем	1	2
275	как не	4	2
276	рассматривать как	1	2
277	только при	2	2
278	чтобы быть	1	2
279	в себя	3	2
280	или нескольких	1	2
281	и сам	2	2
282	что у	1	2
283	те же	1	2
284	из одного	4	2
285	при том	1	2
286	все его	1	2
287	именно потому	2	2
288	же время	7	2
289	все в	6	2
290	к нему	3	2
291	во втором	1	2
292	них в	1	2
293	для самого	2	2
294	было бы	6	2
295	образом как	1	2
