N	2gram	Propp_Isto_1	EvropaiC
1	таким образом	8	32
2	в том	9	31
3	и в	28	24
4	том что	7	20
5	все эти	4	19
6	не может	15	18
7	то что	9	17
8	может быть	25	15
9	народа в	2	15
10	все же	10	15
11	в своем	5	12
12	до сих	5	12
13	в этом	8	12
14	сих пор	5	12
15	с этим	4	11
16	между тем	2	11
17	все это	4	11
18	во всех	2	10
19	по отношению	3	10
20	так и	9	10
21	мы знаем	4	10
22	как бы	2	10
23	отношению к	3	10
24	на то	4	9
25	при этом	3	9
26	как и	4	9
27	с другом	3	9
28	друг с	4	9
29	в результате	1	9
30	что в	12	9
31	мы говорили	1	8
32	знаем что	1	8
33	не в	9	8
34	идет речь	1	8
35	ясно что	2	8
36	если бы	8	8
37	так же	7	8
38	и все	1	8
39	на самом	1	7
40	из этих	1	7
41	в силу	5	7
42	или менее	5	7
43	не менее	6	7
44	по существу	5	7
45	того чтобы	1	7
46	по своей	2	7
47	к тому	6	7
48	для этого	3	7
49	о том	9	7
50	и что	10	7
51	что он	10	7
52	для того	1	7
53	но и	10	7
54	и не	9	7
55	более или	5	7
56	из этого	2	7
57	должна быть	5	6
58	еще не	7	6
59	и на	4	6
60	в этой	6	6
61	несмотря на	1	6
62	с ним	2	6
63	что и	6	6
64	того что	4	6
65	только в	11	6
66	так что	4	6
67	так как	6	6
68	мы можем	1	6
69	с другой	6	6
70	вместе с	6	6
71	у них	1	6
72	из всех	2	5
73	столь же	2	5
74	и к	1	5
75	но в	8	5
76	в которой	1	5
77	ступени развития	1	5
78	что это	8	5
79	в целом	2	5
80	в себе	2	5
81	тому же	1	5
82	не только	12	5
83	и если	2	5
84	но все	4	5
85	и с	4	5
86	его в	6	5
87	между собою	1	5
88	в то	3	5
89	как будто	4	5
90	по сравнению	1	5
91	в пользу	2	5
92	в его	5	5
93	этих народов	2	5
94	потому что	4	5
95	и их	3	5
96	у него	1	5
97	именно в	3	5
98	ничем не	1	5
99	другой стороны	5	5
100	и для	4	5
101	и от	2	5
102	к этому	2	5
103	одним из	2	4
104	в такой	2	4
105	и то	1	4
106	то же	12	4
107	мы уже	1	4
108	та же	1	4
109	между собой	4	4
110	что как	1	4
111	хотя и	1	4
112	ни один	6	4
113	своем развитии	1	4
114	он не	2	4
115	всех этих	2	4
116	мало того	1	4
117	том случае	1	4
118	из них	3	4
119	должно быть	2	4
120	и конец	2	4
121	в их	3	4
122	оказывается что	1	4
123	выше мы	3	4
124	тем не	6	4
125	из которых	3	4
126	что эта	1	4
127	связи с	4	4
128	многие из	1	4
129	и сейчас	1	4
130	в дальнейшем	5	4
131	с течением	1	4
132	никогда не	14	4
133	на вопрос	2	4
134	и у	1	4
135	если мы	3	4
136	не есть	2	4
137	в виде	2	4
138	не так	2	4
139	в конце	1	4
140	в области	2	4
141	а с	2	4
142	течением времени	1	4
143	социальной жизни	4	4
144	которых мы	1	4
145	не могут	2	4
146	этом случае	1	4
147	то ясно	2	4
148	мы должны	13	4
149	хотя бы	4	4
150	состоит из	1	4
151	совершенно не	1	4
152	же как	2	3
153	слагается из	1	3
154	вопрос о	5	3
155	но по	1	3
156	не вполне	2	3
157	но даже	1	3
158	мы будем	5	3
159	в истории	1	3
160	целый ряд	1	3
161	в нашем	1	3
162	в тех	2	3
163	к которой	1	3
164	это представление	2	3
165	в нем	2	3
166	и по	3	3
167	в совершенно	1	3
168	это не	7	3
169	в жизни	1	3
170	с тем	4	3
171	чем в	1	3
172	в этих	7	3
173	что если	2	3
174	таким же	1	3
175	представление о	1	3
176	даже в	4	3
177	что их	2	3
178	образом в	1	3
179	для нас	13	3
180	во всем	3	3
181	у нас	1	3
182	должны быть	4	3
183	основаны на	1	3
184	что оно	1	3
185	и это	1	3
186	то ни	2	3
187	с одной	4	3
188	положение по	1	3
189	может не	1	3
190	тот же	2	3
191	даже если	1	3
192	очень много	3	3
193	конечно не	2	3
194	в начале	3	3
195	при помощи	2	3
196	каждый из	1	3
197	отличие от	2	3
198	прежде всего	10	3
199	а наоборот	1	3
200	же не	3	3
201	в связи	4	3
202	и потому	2	3
203	по одному	1	3
204	сейчас же	1	3
205	не то	4	3
206	бы в	2	3
207	а в	7	3
208	что мы	7	3
209	указывают на	1	3
210	можно назвать	2	3
211	ту же	1	2
212	тех же	1	2
213	в котором	3	2
214	что эти	1	2
215	со своей	1	2
216	по его	2	2
217	также и	3	2
218	так чтобы	2	2
