N	3gram	Vinokur_Vv_1	Problemy
1	то же время	5	10
2	в то же	5	10
3	на самом деле	1	9
4	с самого начала	1	8
5	по отношению к	4	6
6	себе самому и	1	5
7	но в то	3	4
8	во всяком случае	3	4
9	его отношение к	1	4
10	и прежде всего	1	4
11	той или иной	1	4
12	а между тем	1	3
13	в этом смысле	10	3
14	и в самом	3	3
15	бы то ни	1	3
16	одно и то	1	3
17	то ни было	1	3
18	в конце концов	2	3
19	и то же	1	3
20	с другой стороны	5	3
21	не может быть	8	3
22	смысле этого слова	2	2
23	с точки зрения	2	2
24	не только слово	1	2
25	сам по себе	1	2
26	в отличие от	3	2
27	можно было бы	3	2
28	и не в	1	2
29	и в этом	3	2
30	на тему о	1	2
31	но в общем	1	2
32	подобно тому как	1	2
33	но все же	3	2
34	как мы уже	1	2
35	в том что	12	2
36	как мы знаем	1	2
37	но уже и	1	1
38	в его собственной	1	1
39	сплошь да рядом	1	1
40	в сущности уже	1	1
41	все это и	1	1
42	но как мы	1	1
43	он мог бы	1	1
44	чтобы в нем	1	1
45	в чем же	3	1
46	потому что в	1	1
47	дело в том	2	1
48	и в целом	1	1
49	не только с	1	1
50	в самом деле	5	1
51	и в особенности	4	1
52	никак не может	1	1
53	в том же	1	1
54	в этом случае	6	1
55	что же касается	2	1
56	у меня в	1	1
57	до сих пор	5	1
58	вместе с тем	3	1
59	в строгом смысле	3	1
60	и которая в	1	1
61	а так как	2	1
62	и т.д и	1	1
63	всего то что	2	1
64	что в нем	2	1
65	заключает в себе	1	1
66	том или ином	1	1
67	и в каждом	1	1
68	по крайней мере	4	1
69	как если бы	1	1
70	что даже и	1	1
71	и то что	2	1
72	может быть и	2	1
73	к тому что	1	1
74	в значительной степени	1	1
75	в том или	1	1
76	сам от себя	2	1
77	и т.п от	1	1
78	то что у	1	1
79	в данном случае	4	1
80	тому о чем	1	1
81	что в центре	1	1
82	что может быть	3	1
83	как будто бы	2	1
84	так чтобы в	1	1
85	не иначе как	1	1
86	во всех отношениях	1	1
87	в большей или	1	1
88	или меньшей степени	1	1
89	в нем не	1	1
90	прежде всего в	1	1
91	в каждом своем	1	1
92	в нем есть	1	1
93	и в том	3	1
94	строгом смысле этого	1	1
95	в свое время	2	1
96	котором мы должны	1	1
97	это еще не	2	1
98	на вопрос который	1	1
99	имел в виду	1	1
100	большей или меньшей	2	1
101	в высшем смысле	1	1
102	в свою очередь	1	1
103	и того же	2	1
104	о том что	12	1
105	в реальной действительности	1	1
106	но в этом	1	1
107	можно сказать что	3	1
108	одного и того	2	1
109	вопрос о том	5	1
110	тем не менее	8	1
111	сама по себе	3	1
112	как мы видели	2	1
113	нет он умеет	1	1
114	для того чтобы	21	1
115	в них не	1	1
116	лицом к лицу	1	1
117	но не может	1	1
118	друг для друга	1	1
119	то же самое	2	1
120	в этом отношении	3	1
