N	2gram	Propp_Isto_4	VrazhdaK
1	не только	15	9
2	в этом	7	8
3	и в	26	8
4	и что	5	8
5	но и	12	7
6	и все	2	7
7	года в	1	7
8	то что	16	7
9	что в	14	7
10	все же	9	6
11	но в	5	6
12	в нем	2	6
13	как и	7	6
14	в котором	1	6
15	и с	5	6
16	о нем	1	6
17	в начале	1	6
18	и даже	4	6
19	то же	8	5
20	об этом	7	5
21	в то	1	5
22	у него	5	5
23	не было	1	5
24	и не	9	5
25	в ней	1	4
26	что он	10	4
27	в истории	2	4
28	целый ряд	1	4
29	при этом	3	4
30	это не	5	4
31	все это	2	4
32	в виду	1	4
33	с ним	1	4
34	о том	4	4
35	для нас	3	4
36	уже в	2	4
37	может быть	14	4
38	как бы	3	4
39	в своих	1	4
40	так же	18	4
41	одним из	1	3
42	он был	1	3
43	в чем	1	3
44	в своем	2	3
45	и как	5	3
46	в этот	4	3
47	на то	3	3
48	его в	9	3
49	он не	7	3
50	и уже	1	3
51	том что	3	3
52	но он	4	3
53	что есть	2	3
54	в русской	3	3
55	года он	1	3
56	и его	10	3
57	связи с	3	3
58	человека в	1	3
59	что у	3	3
60	и во	2	3
61	в его	5	3
62	в том	3	3
63	и у	5	3
64	чтобы он	2	3
65	тем что	5	3
66	в связи	2	3
67	наряду с	3	3
68	матери и	1	3
69	т е	18	3
70	к этому	5	3
71	в русских	2	2
72	же как	13	2
73	и то	6	2
74	и он	3	2
75	он сам	1	2
76	но как	1	2
77	в эти	1	2
78	тогда как	4	2
79	человека с	3	2
80	его на	4	2
81	в этой	2	2
82	в себе	2	2
83	в нашей	1	2
84	их в	7	2
85	таким образом	10	2
86	в одну	2	2
87	об этой	1	2
88	в них	1	2
89	а с	1	2
90	сказал он	1	2
91	мы знаем	8	2
92	не мог	3	2
93	во время	7	2
94	точки зрения	1	2
95	в своей	4	2
96	не менее	2	2
97	в меня	1	2
98	одна из	2	2
99	никогда не	2	2
100	в момент	1	2
101	к себе	3	2
102	его с	2	2
103	на это	2	2
104	и это	1	2
105	на основе	1	2
106	так в	4	2
107	еще не	6	2
108	а также	3	2
109	этот момент	2	2
110	тем более	1	2
111	пришел к	1	2
112	по мнению	1	2
113	уже не	5	2
114	при помощи	10	2
115	из них	2	2
116	его и	2	2
117	отношение к	2	2
118	к ним	2	2
119	как раз	1	2
120	как же	1	2
121	с которым	1	2
122	о чем	3	2
123	не может	6	2
124	вместе с	6	2
125	в него	1	2
126	довольно много	1	2
127	в это	1	2
128	но это	3	2
129	что я	2	2
130	же в	3	2
131	а в	8	2
132	это в	1	2
133	связь это	1	1
134	вряд ли	1	1
135	обращается в	1	1
136	что образ	2	1
137	к своей	3	1
138	это и	5	1
139	что иван	1	1
140	и есть	2	1
141	ему не	1	1
142	а от	1	1
143	не хочет	2	1
144	над которым	1	1
145	по его	2	1
146	полагает что	1	1
147	той же	1	1
148	пока только	2	1
149	именно к	1	1
150	или шесть	1	1
151	он как	1	1
152	начинается с	2	1
153	совпадает с	1	1
154	ему в	2	1
155	в числе	4	1
156	него он	1	1
157	меня в	1	1
158	собой в	2	1
159	а еще	1	1
160	на них	1	1
161	содержания в	1	1
162	за него	1	1
163	слова часто	1	1
164	как правило	1	1
165	совершенно прав	1	1
166	но не	5	1
167	о смерти	1	1
168	не все	1	1
169	если в	1	1
170	тут же	2	1
171	не хотел	1	1
172	говорилось выше	1	1
173	что они	6	1
174	ли эта	1	1
175	и я	1	1
176	как говорит	1	1
177	из которого	1	1
178	независимо от	1	1
179	как в	7	1
180	с этим	2	1
181	дает нам	4	1
182	как к	1	1
183	что как	1	1
184	и наконец	1	1
185	нему с	1	1
186	итак чтобы	1	1
187	что это	2	1
188	в целом	2	1
189	за это	2	1
190	что же	1	1
191	и и	3	1
192	еще один	2	1
193	встреча с	1	1
194	как он	6	1
195	лет тому	1	1
196	он всегда	3	1
197	не могла	1	1
198	в свет	1	1
199	в плен	6	1
200	от которого	2	1
201	одному из	1	1
202	которой не	1	1
