N	3gram	Vinokur_Ku_1	Literetu
1	то же время	2	9
2	в то же	2	9
3	не может быть	3	7
4	с одной стороны	1	6
5	в том что	15	5
6	состоит в том	3	4
7	едва ли не	1	4
8	с другой стороны	6	4
9	с точки зрения	9	3
10	в этом отношении	5	3
11	в том чтобы	8	3
12	по отношению к	8	3
13	но с другой	1	3
14	речь идет о	2	3
15	о том что	5	2
16	в него не	1	2
17	не говоря уже	1	2
18	в этом случае	2	2
19	и т п	18	2
20	по крайней мере	5	2
21	одно и то	1	2
22	и то же	1	2
23	в свое время	2	2
24	поскольку речь идет	1	2
25	тем не менее	4	2
26	в сочетании с	1	1
27	не могло не	1	1
28	каждый из нас	1	1
29	то и вовсе	1	1
30	в соответствии с	3	1
31	что слово это	1	1
32	что же касается	4	1
33	вместе с тем	3	1
34	в отличие от	1	1
35	в себе и	1	1
36	состоит не в	1	1
37	в стихах все	1	1
38	вместе с ним	1	1
39	в сущности говоря	1	1
40	можно было бы	3	1
41	все той же	1	1
42	а то и	1	1
43	и даже в	1	1
44	и вовсе не	2	1
45	с этой точки	1	1
46	и в то	1	1
47	в году но	1	1
48	ничего общего с	1	1
49	в данный момент	1	1
50	во всех этих	1	1
51	культуры в целом	1	1
52	в соединении с	1	1
53	не в том	4	1
54	исходит из того	1	1
55	все то что	1	1
56	с тем чтобы	1	1
57	этой точки зрения	2	1
58	а в том	2	1
59	когда речь идет	1	1
60	в свою очередь	3	1
61	что в ней	1	1
62	на самом деле	2	1
63	то же в	2	1
64	разумеется и в	1	1
65	той или иной	1	1
66	после того как	1	1
67	а с другой	3	1
68	к тому что	2	1
69	тех или иных	1	1
70	для того чтобы	15	1
71	для этого необходимо	1	1
