N	3gram	Tiupa_Anal_1	Narrotol
1	в том что	9	8
2	с одной стороны	3	7
3	о том что	3	6
4	по отношению к	5	6
5	в том числе	3	6
6	в отличие от	6	5
7	не может быть	16	5
8	времени и пространстве	4	5
9	том числе и	1	4
10	в основе своей	2	4
11	и не в	4	4
12	в данном случае	2	4
13	все же не	1	4
14	к тому же	4	4
15	с другой стороны	2	4
16	той или иной	6	4
17	во времени и	3	4
18	состоит в том	3	3
19	на себя внимание	1	3
20	бы то ни	3	3
21	в этом отношении	2	3
22	обращает на себя	1	3
23	то ни было	3	3
24	и тем самым	1	3
25	то же время	6	3
26	в свою очередь	1	3
27	в то же	8	3
28	отнюдь не предполагает	2	2
29	его событийной полноте	1	2
30	что иное как	5	2
31	присутствия в мире	1	2
32	в той или	3	2
33	мы имеем дело	4	2
34	а не в	3	2
35	более или менее	1	2
36	в том или	2	2
37	подобно тому как	3	2
38	как коммуникативное событие	1	2
39	так и не	1	2
40	с точки зрения	4	2
41	в таком случае	3	2
42	поведение героя в	1	2
43	сами по себе	2	2
44	вокруг я героя	1	2
45	то или иное	1	2
46	не что иное	4	2
47	в первом случае	2	2
48	не только в	1	2
49	и представляет собой	3	2
50	на первый взгляд	1	2
51	представляет собой не	1	2
52	в известном смысле	1	2
53	значении этого слова	6	2
54	как и на	1	2
55	в связи с	1	2
56	в этом ряду	2	2
57	этой точки зрения	1	2
58	того или иного	3	2
59	в его событийной	1	2
60	в конечном счете	4	2
61	со стороны адресата	1	2
62	не сводится к	2	2
63	кто говорит и	1	2
64	том или ином	3	2
65	стадию пробных искушений	1	1
66	повреждения или до	1	1
67	испытаний наконец четвертая	1	1
68	мифологическим системам определяя	1	1
69	поразительно и быть	1	1
70	хотя в современной	1	1
71	к месту своих	1	1
72	репродуцируемых не о	1	1
73	человека к норме	1	1
74	мужчину охотника воина	1	1
75	средствами линейного повествования	1	1
76	инициации предстает рассказ	1	1
77	повествования размыкающего и	1	1
78	себя в другом	3	1
79	основные параметры соотносимое	1	1
80	не в состоянии	1	1
81	по своей природе	1	1
82	партнерства установление новых	1	1
83	и того же	2	1
84	фазу испытания смертью	2	1
85	ю.м лотмана происхождение	1	1
86	перемене власти о	1	1
87	жизненное качество представленная	1	1
88	в смертельно опасном	1	1
89	данная археосюжетная фаза	1	1
90	иной форме например	1	1
91	ухода расторжение прежних	1	1
92	умирающей к зиме	1	1
93	что предполагает их	1	1
94	центр мира и	1	1
95	именовать фазой обособления	1	1
96	в качестве своего	2	1
97	или хотя бы	1	1
98	о царских детях	1	1
99	но и самого	1	1
100	ослабленных связей на	1	1
101	инициации инверсией третьей	1	1
102	внезакономерных явлениях а	1	1
103	событии о перемене	1	1
104	также уходом в	1	1
105	смертью она может	1	1
106	речь идет об	1	1
107	нами два события	1	1
108	зерном сюжетного повествования	1	1
109	порой гипертрофируется и	1	1
110	достигшего половой зрелости	1	1
111	что ни на	1	1
112	знаний и навыков	1	1
113	говорит и как	1	1
114	и в тэрнера	1	1
115	в данный момент	1	1
116	прежних жизненных связей	1	1
117	столь архаическая фабула	1	1
118	было проведено четкое	1	1
119	следует обозначить как	1	1
120	или существенное ослабление	1	1
121	героя в последующих	1	1
122	случайно напоминает такой	1	1
123	существенно повышающим уровень	1	1
124	следует понимать как	1	1
125	в поединке с	1	1
