N	2gram	Tiupa_Lite_1	Vladivir
1	вл соловьева	2	188
2	вл соловьев	1	127
3	и в	8	40
4	то что	10	28
5	не только	24	25
6	и не	12	25
7	у него	3	24
8	то есть	6	24
9	том что	14	18
10	в том	16	18
11	но и	17	18
12	еще и	3	18
13	также и	3	17
14	что в	3	17
15	в этом	12	16
16	в его	7	14
17	не может	5	14
18	в виде	1	13
19	точки зрения	6	13
20	вовсе не	1	13
21	только в	8	13
22	в конце	4	12
23	сказать что	1	12
24	едва ли	1	11
25	никогда не	4	11
26	потому что	3	11
27	таким образом	3	11
28	о том	2	11
29	в году	13	10
30	не просто	1	10
31	тем не	2	10
32	и его	4	10
33	то это	2	10
34	не есть	2	10
35	прежде всего	11	10
36	как раз	4	10
37	и то	2	9
38	уже не	7	9
39	в себе	7	9
40	и с	1	9
41	в своей	4	9
42	не менее	7	9
43	что же	1	9
44	под названием	1	9
45	как мы	1	8
46	в своем	11	8
47	в этой	4	8
48	он не	1	8
49	не был	1	8
50	и что	1	8
51	а также	5	8
52	раз и	2	8
53	для него	2	8
54	может быть	13	8
55	а не	16	8
56	а только	2	7
57	и как	1	7
58	и если	1	7
59	с тем	1	7
60	как и	6	7
61	несмотря на	3	7
62	в то	5	7
63	что и	1	7
64	того что	6	7
65	так как	1	7
66	вместе с	1	7
67	к тому	2	7
68	а в	3	7
69	в своих	4	7
70	и на	1	6
71	то в	1	6
72	не мог	3	6
73	с точки	2	6
74	иной раз	1	6
75	и от	1	6
76	так и	4	6
77	и здесь	1	6
78	и даже	3	6
79	если не	1	6
80	xix века	6	6
81	да и	3	6
82	хотя бы	2	6
83	тут же	1	5
84	отнюдь не	2	5
85	все эти	2	5
86	тому же	2	5
87	можно было	2	5
88	должно быть	1	5
89	в отношении	1	5
90	дело в	3	5
91	тем что	2	5
92	для нас	1	5
93	ничего общего	1	5
94	для себя	5	5
95	еще в	4	5
96	с другой	3	5
97	что он	5	5
98	только на	2	5
99	в одном	1	5
100	не было	3	5
101	в данном	5	5
102	между прочим	1	5
103	в самом	3	4
104	то же	5	4
105	и о	1	4
106	вопрос о	1	4
107	но даже	1	4
