N	2gram	Bakhtin_Fr_4	Vvedenie
1	и в	29	32
2	в том	7	31
3	в этом	11	30
4	том что	3	26
5	может быть	2	26
6	не только	10	22
7	для того	3	21
8	того чтобы	3	20
9	таким образом	20	19
10	также и	4	18
11	то что	4	16
12	потому что	1	15
13	так как	7	15
14	не может	2	14
15	в самом	1	13
16	в нем	5	13
17	о том	2	13
18	со стороны	2	13
19	в их	2	12
20	в общем	1	12
21	в его	8	12
22	того что	3	12
23	только в	2	12
24	и не	16	12
25	как на	2	12
26	как мы	10	11
27	в ее	3	11
28	в данном	1	11
29	что такое	1	11
30	что в	1	10
31	то же	10	9
32	и как	3	9
33	но в	12	9
34	в той	2	9
35	этого рода	2	9
36	это не	5	8
37	с другой	4	8
38	именно в	2	8
39	самом деле	1	7
40	но не	2	7
41	все же	3	7
42	точки зрения	4	7
43	уже и	2	7
44	можно было	1	7
45	дело с	1	7
46	как нечто	1	7
47	прежде всего	8	7
48	смысле этого	1	7
49	о котором	1	7
50	смысле слова	1	6
51	и это	2	6
52	как он	2	6
53	его в	9	6
54	как и	12	6
55	вовсе не	9	6
56	в то	10	6
57	в качестве	3	6
58	же время	8	6
59	тем что	4	6
60	о природе	2	6
61	один из	4	6
62	и его	8	6
63	и даже	3	6
64	до сих	1	6
65	но и	9	6
66	сих пор	1	6
67	все это	4	6
68	xviii в	1	6
69	а как	2	5
70	в целом	1	5
71	с их	1	5
72	так например	1	5
73	об этом	1	5
74	данном случае	1	5
75	в них	7	5
76	сказать что	5	5
77	уже в	2	5
78	на этот	1	5
79	по своему	4	5
80	она есть	1	5
81	как бы	8	5
82	другой стороны	3	5
83	есть и	4	5
84	связана с	4	4
85	и то	2	4
86	в чисто	1	4
87	той же	3	4
88	независимо от	1	4
89	от истории	1	4
90	уже не	2	4
91	в себе	3	4
92	этот процесс	6	4
93	в своей	5	4
94	в котором	2	4
95	в разных	3	4
96	времени и	2	4
97	и что	1	4
98	как она	1	4
99	еще не	4	4
100	что он	4	4
101	и ее	1	4
102	с одной	2	4
103	в виде	1	4
104	как раз	2	4
105	этом отношении	1	4
106	даже и	2	4
107	в особенности	2	4
108	одной стороны	2	4
109	по мере	1	4
110	еще и	7	4
111	о чем	2	4
112	с этой	1	4
113	и для	2	4
114	только что	1	4
115	и есть	4	3
116	в сущности	6	3
117	говорить о	1	3
118	не вполне	1	3
119	в виду	2	3
120	и на	11	3
121	он сам	1	3
122	в различных	2	3
123	в чем	3	3
124	своего рода	6	3
125	нет надобности	1	3
126	стороны и	1	3
127	хотя и	2	3
128	и к	2	3
129	за собой	1	3
130	сливается с	1	3
131	бы и	1	3
132	что это	5	3
133	все эти	9	3
134	в этой	13	3
135	что она	1	3
136	при этом	3	3
137	если бы	1	3
138	не как	1	3
139	на этом	2	3
140	на нее	1	3
141	на этой	2	3
142	мы видели	7	3
143	здесь все	1	3
144	со всей	1	3
145	в этих	2	3
146	и вот	3	3
147	дело в	2	3
148	дело не	1	3
149	связи с	2	3
150	как будто	2	3
151	но все	1	3
152	в ней	3	3
153	на том	1	3
154	во второй	2	3
155	и вообще	1	3
156	чтобы понять	1	3
157	можно сказать	1	3
158	а также	2	3
159	в конечном	1	3
160	к нему	3	3
161	одной из	2	3
162	до нас	2	3
163	при помощи	1	3
164	и других	3	3
165	из них	6	3
166	в известной	3	3
167	в одном	1	3
168	в конце	9	3
169	что и	1	3
170	отношение к	1	3
171	он мог	1	3
172	в очень	1	3
173	до конца	5	3
174	говорит о	1	3
175	так же	7	3
176	в строгом	1	3
177	да и	2	3
178	в своем	3	3
179	но с	1	3
180	к тому	2	3
181	в результате	4	3
182	культуры в	1	3
183	к этому	2	3
184	в частности	3	3
185	вряд ли	1	2
186	же как	1	2
187	наших дней	2	2
188	и до	5	2
189	из его	1	2
190	должна быть	1	2
191	что время	1	2
192	что мы	1	2
193	мы уже	10	2
194	мы не	1	2
195	жизни как	1	2
196	в основу	2	2
197	и со	2	2
198	которое в	1	2
199	так называемые	2	2
200	того же	5	2
201	в каждой	1	2
202	и был	1	2
203	литературы и	1	2
204	и всего	1	2
205	его к	2	2
206	в этот	1	2
207	всего к	1	2
208	что каждая	2	2
209	заявляет что	1	2
210	о которой	1	2
211	в силу	1	2
212	подобно тому	3	2
213	но дело	1	2
214	не бывает	1	2
215	и с	9	2
216	них не	1	2
217	входит в	1	2
218	на протяжении	1	2
219	в соответствии	1	2
220	уже знаем	1	2
221	из числа	1	2
222	соответствии с	2	2
223	ни с	2	2
224	после этого	2	2
225	она была	1	2
226	и тогда	1	2
227	не мог	2	2
228	момента в	1	2
229	и при	2	2
230	с точки	2	2
231	не столько	2	2
232	мысли и	1	2
233	не считал	1	2
234	том же	2	2
235	в отношении	1	2
236	на котором	2	2
237	никогда не	2	2
238	казалось бы	1	2
239	ничего не	1	2
240	эта традиция	1	2
241	от того	1	2
242	у нас	1	2
243	с полной	2	2
244	рядом с	5	2
245	если же	2	2
246	средних веков	3	2
247	в дальнейшем	3	2
248	значение в	1	2
249	и сам	3	2
250	так и	11	2
251	собой в	1	2
252	известной мере	3	2
253	не исчерпывается	1	2
254	же самое	1	2
255	это понимание	1	2
256	и здесь	3	2
257	и должно	1	2
258	ее от	1	2
259	в форме	1	2
260	вообще и	1	2
261	все время	3	2
262	быть и	1	2
263	здесь не	3	2
264	и так	3	2
265	по этому	1	2
266	именно на	1	2
267	до наших	2	2
268	каждый из	1	2
269	только на	1	2
270	чем они	1	2
271	к разным	1	2
272	мы можем	3	2
273	само собой	1	2
274	в ряде	2	2
275	и др	4	2
276	них и	1	2
277	этому времени	1	2
278	было сказано	1	2
279	философской мысли	1	2
280	ближе к	1	2
281	в связи	1	2
282	с помощью	4	2
283	с этим	1	2
284	этого слова	1	2
285	тому как	3	2
286	был в	1	2
287	еще раз	2	2
288	сложнее чем	1	2
289	но это	4	2
290	которые были	1	2
291	в более	1	2
292	между ними	2	2
293	у них	3	2
294	конце концов	4	2
295	будто бы	1	2
296	он и	5	2
297	другого рода	1	2
298	жизни и	4	2
299	и другие	2	2
300	это в	2	2
301	на данный	1	1
302	по адресу	2	1
303	мы установили	1	1
304	на самом	4	1
305	это и	5	1
306	традиции как	2	1
307	что эти	1	1
308	сюда входит	1	1
309	видеть в	1	1
310	отношения к	1	1
311	и за	3	1
312	теперь мы	1	1
313	на такие	1	1
314	к одной	1	1
315	приводят к	1	1
316	его современников	2	1
317	в полной	1	1
318	к государственной	1	1
319	он был	2	1
320	на них	2	1
321	г таким	1	1
322	истории а	1	1
323	только после	1	1
324	традиции это	1	1
325	живым и	1	1
326	но как	3	1
327	как в	2	1
328	в новом	2	1
329	отличие от	1	1
330	нет и	1	1
331	что они	2	1
332	связи и	2	1
333	этой системе	3	1
334	государства и	1	1
335	дает нам	2	1
336	как к	3	1
337	кроме того	2	1
338	ними и	1	1
339	что по	1	1
340	с двумя	1	1
341	после победы	1	1
342	для которой	1	1
343	более или	3	1
344	то в	3	1
345	тем временем	1	1
346	из самых	1	1
347	не приходится	1	1
348	чтобы превратить	1	1
349	в которой	4	1
350	он в	1	1
351	что так	1	1
352	разные по	1	1
353	поэтому при	1	1
354	раз в	2	1
355	свое самостоятельное	1	1
356	и тот	2	1
357	только один	1	1
358	говорят о	1	1
359	оттенков и	1	1
360	тому же	1	1
361	на то	1	1
362	различными его	1	1
363	но важно	1	1
364	на его	2	1
365	смотреть как	1	1
366	время и	2	1
367	в какой-то	1	1
368	не значит	1	1
369	в подлиннике	2	1
370	качестве источника	1	1
371	новое и	2	1
372	даже прямо	1	1
373	одно и	1	1
374	это конечно	2	1
375	как они	1	1
376	а затем	3	1
