N	4gram	Voloshinov_2	Problemy
1	в то же время	8	12
2	бы то ни было	4	4
3	в отношении к другому	1	3
4	и для себя самого	1	3
5	но в то же	5	3
6	мы уже говорили что	1	2
7	в той или иной	3	2
8	той или иной форме	1	1
9	но тем не менее	1	1
10	какой бы то ни	2	1
11	может быть и речи	2	1
12	несмотря на то что	1	1
13	уже с самого начала	1	1
14	одного и того же	4	1
15	себя на самом деле	1	1
16	на самом же деле	3	1
17	для него как бы	1	1
18	в отношении к нему	1	1
19	не может быть и	2	1
20	как если бы он	3	1
21	и того же слова	3	1
22	той или иной степени	2	1
23	одно и то же	3	1
24	мы можем сказать что	1	1
25	все более и более	2	1
26	бы они ни были	1	1
