N	2gram	Medvedev_F_1	KulturaY
1	т е	34	38
2	и т	12	33
3	в том	6	30
4	и в	24	24
5	потому что	1	23
6	том что	1	21
7	т п	4	18
8	что в	4	17
9	того чтобы	1	17
10	было бы	6	15
11	и пр	17	15
12	в этом	15	14
13	т д	8	14
14	точки зрения	16	14
15	может быть	14	13
16	все же	3	12
17	таким образом	13	12
18	и не	20	12
19	в его	23	12
20	не в	8	11
21	только в	2	11
22	хотя бы	5	10
23	в самом	5	10
24	не только	7	10
25	в силу	1	10
26	у нас	5	10
27	вовсе не	10	10
28	самом деле	6	9
29	с точки	13	9
30	так как	1	9
31	если бы	4	9
32	того что	5	9
33	отношению к	4	9
34	прежде всего	22	9
35	то что	8	9
36	а только	2	8
37	по отношению	4	8
38	уже не	2	8
39	то же	10	8
40	том чтобы	2	8
41	языка и	1	8
42	в языке	1	8
43	как раз	2	8
44	а не	10	8
45	не может	16	7
46	что язык	1	7
47	это не	2	7
48	в них	3	7
49	не менее	11	7
50	связи с	3	7
51	в области	3	7
52	так и	18	7
53	бы в	3	7
54	с другой	5	7
55	с помощью	3	7
56	как бы	6	7
57	вместе с	2	7
58	зависимости от	3	6
59	в ней	10	6
60	однако не	2	6
61	в которой	4	6
62	все эти	6	6
63	при этом	5	6
64	что он	3	6
65	но и	7	6
66	именно в	8	6
67	что же	1	6
68	все это	9	6
69	другой стороны	1	6
70	что такое	2	6
71	например в	1	5
72	в зависимости	2	5
73	еще не	6	5
74	xix века	1	5
75	но не	3	5
76	и вовсе	1	5
77	и с	8	5
78	истории языка	1	5
79	но уже	1	5
80	с тем	2	5
81	так сказать	3	5
82	и его	10	5
83	к тому	3	5
84	с ним	2	5
85	и что	2	5
86	между тем	2	5
87	всяком случае	4	5
88	что не	1	5
89	в той	1	5
90	в результате	2	5
91	целый ряд	3	5
92	этом отношении	1	5
93	а в	6	5
94	во всяком	4	5
95	это и	3	4
96	е как	2	4
97	и на	8	4
98	с его	4	4
99	что они	1	4
100	как в	8	4
101	в целом	6	4
102	из этих	1	4
103	учение о	4	4
104	роль в	1	4
105	на то	1	4
106	в нем	14	4
107	того или	2	4
108	в данном	1	4
109	и тогда	1	4
110	тем не	1	4
111	тем самым	3	4
112	в науке	2	4
113	на язык	3	4
114	в русском	1	4
115	и является	2	4
116	в пределах	6	4
117	не на	2	4
118	в самой	2	4
119	что и	2	4
120	должен быть	5	4
121	так что	1	4
122	не есть	2	4
123	из них	1	4
124	со стороны	5	4
125	до сих	6	4
126	там где	1	4
127	в частности	4	4
128	и потому	9	4
129	с этим	2	4
130	по существу	2	4
131	сих пор	6	4
132	один из	3	4
133	указать на	2	4
134	же в	3	4
135	в этих	1	4
136	так же	4	4
137	науки о	2	3
138	в первом	1	3
139	в котором	1	3
140	той же	1	3
141	на себя	1	3
142	в противовес	2	3
143	в общем	3	3
144	в истории	4	3
145	в связи	4	3
146	в своем	11	3
147	хотя и	1	3
148	когда он	3	3
149	более или	6	3
150	в этой	6	3
151	с их	1	3
152	в себе	3	3
153	и если	2	3
154	на его	2	3
155	должна быть	7	3
156	состоит в	1	3
157	и может	4	3
158	а это	1	3
159	несмотря на	1	3
160	должно быть	11	3
161	нисколько не	2	3
162	или менее	6	3
163	в г	1	3
164	в их	11	3
165	и эти	1	3
166	тому что	1	3
167	только и	4	3
168	из одного	1	3
169	в духе	1	3
170	что оно	1	3
171	оно не	4	3
172	свою очередь	6	3
173	здесь не	3	3
174	сводится к	3	3
175	свой язык	1	3
176	не с	2	3
177	ясно что	3	3
178	для этого	4	3
179	и здесь	6	3
180	социального общения	6	3
181	можно сказать	1	3
182	языке как	1	3
183	этом смысле	1	3
184	мы увидим	4	3
185	язык это	1	3
186	себе в	1	3
187	в одном	2	3
188	связано с	1	3
189	уже и	1	3
190	даже и	2	3
191	не было	3	3
192	в особенности	3	3
193	и даже	3	3
194	или иной	1	3
195	к которому	2	3
196	в свою	8	3
197	а с	1	3
198	есть лишь	2	3
199	под влиянием	2	3
200	как это	6	3
201	смысле этого	3	3
202	этого слова	3	3
203	в лингвистике	1	3
204	в системе	2	3
205	была бы	2	3
206	или иного	3	3
207	как на	4	3
208	они не	3	3
209	можно говорить	1	2
210	прав когда	2	2
211	также и	1	2
212	явлений в	1	2
213	и есть	1	2
214	очень много	1	2
215	по преимуществу	1	2
216	все те	1	2
217	и значение	1	2
218	бы уже	1	2
219	что если	1	2
220	бы и	1	2
221	на самом	7	2
222	что этого	1	2
223	значение и	3	2
224	если в	1	2
225	тогда как	1	2
226	идет о	2	2
227	от истории	1	2
228	что касается	1	2
229	и как	3	2
230	увидим что	1	2
231	но в	5	2
232	от этого	2	2
233	так или	1	2
234	но ведь	2	2
235	роли в	3	2
236	он не	3	2
237	как с	2	2
238	и социальной	1	2
239	что нужно	1	2
240	так например	3	2
241	но все	2	2
242	в каждом	3	2
243	так называемым	2	2
244	как они	1	2
245	лишь в	8	2
246	заключается в	1	2
247	и тем	1	2
248	ни в	2	2
249	для них	1	2
250	социального целого	1	2
251	этого не	1	2
252	в слове	1	2
253	как и	11	2
254	как таковой	6	2
255	в своей	11	2
256	не столько	1	2
257	вопрос о	2	2
258	иначе как	2	2
259	что было	2	2
260	и более	2	2
261	по себе	5	2
262	до конца	7	2
263	иной раз	1	2
264	в то	9	2
265	как о	4	2
266	не имеет	1	2
267	ничего не	2	2
268	чтобы в	1	2
269	никогда не	4	2
270	же время	8	2
271	не является	1	2
272	не могут	1	2
273	и должно	2	2
274	во все	1	2
275	слова но	1	2
276	том и	1	2
277	если мы	2	2
278	и сами	1	2
279	в структуре	1	2
280	исторической жизни	1	2
281	не мог	1	2
282	мы наблюдаем	1	2
283	было в	1	2
284	подойти к	1	2
285	смысле и	1	2
286	языка поэтому	1	2
287	быть искусством	1	2
288	должны быть	5	2
289	а именно	1	2
290	в современной	1	2
291	и конкретном	1	2
292	в стороне	1	2
293	внутренняя форма	1	2
294	литературе и	2	2
295	в сторону	1	2
296	конечно не	4	2
297	в большинстве	3	2
298	ни одного	2	2
299	которые несут	1	2
300	был бы	1	2
301	целом и	4	2
302	общения и	2	2
303	большое значение	1	2
304	или иначе	2	2
305	смысл в	1	2
306	в ряде	1	2
307	социальной жизни	11	2
308	а на	1	2
309	так называемой	1	2
310	в это	1	2
311	к своему	1	2
312	говоря об	1	2
313	в контексте	1	2
314	с этой	4	2
315	с историей	1	2
316	поэтому что	1	2
317	между прочим	1	2
318	в смысле	1	2
319	смысл и	1	2
320	в более	1	2
321	и для	1	2
322	живет и	1	2
323	или в	1	2
324	для нас	1	2
325	и все	6	2
326	лишь как	5	2
327	тем более	1	2
328	пришлось бы	1	2
329	е в	1	2
330	значения в	1	2
331	между ними	3	2
332	не говоря	1	2
333	история литературы	9	2
334	в последнем	1	2
335	языка то	1	2
336	ее в	1	2
337	этой точки	1	2
338	смысле слова	1	1
339	и развитие	2	1
340	же как	2	1
341	совершенно справедливо	2	1
342	как наука	1	1
343	проблемы в	1	1
344	связи между	1	1
345	тех же	2	1
346	других областей	1	1
347	или к	1	1
348	из самых	1	1
349	данного явления	1	1
350	явления и	1	1
351	ту же	1	1
352	в строгом	2	1
353	из его	1	1
354	противном случае	1	1
355	значит еще	1	1
356	едва ли	1	1
357	действительности и	3	1
358	и этот	1	1
359	в году	2	1
360	в германии	2	1
361	его не	2	1
362	формулирует эту	1	1
363	на материале	1	1
364	вскрыть и	3	1
365	у последнего	1	1
366	не приходится	2	1
367	методом и	1	1
368	среду в	3	1
369	е после	1	1
370	в основных	1	1
371	во внутреннем	1	1
372	говорить о	1	1
373	структуре самого	1	1
374	социальной действительности	9	1
375	вместо того	1	1
376	но даже	1	1
377	мы и	1	1
378	и со	2	1
379	является социальным	1	1
380	метод который	1	1
381	это время	1	1
382	языке в	1	1
383	всем этим	2	1
384	не найдем	2	1
385	не был	1	1
386	время в	3	1
387	жизни данного	1	1
388	в различных	2	1
389	тем как	1	1
390	е она	1	1
391	глаза на	1	1
392	совершенно прав	1	1
393	всякого искусства	2	1
394	менее всего	2	1
395	искусстве но	1	1
396	отношение к	3	1
397	а через	1	1
398	отличие от	1	1
399	друг от	2	1
400	она есть	2	1
401	его собственном	1	1
402	не оказалось	2	1
403	две основные	1	1
404	пониманию и	1	1
405	или вообще	1	1
406	общего с	1	1
407	как к	3	1
408	части в	1	1
409	в противном	1	1
410	перед нами	1	1
411	к тем	1	1
412	и понимания	1	1
413	в действительности	2	1
414	ее целом	3	1
415	ни один	1	1
416	мы получаем	1	1
417	проблем в	1	1
418	в чем	1	1
419	в нашем	2	1
420	думать что	3	1
421	отчасти и	4	1
422	в общий	1	1
423	духе русского	1	1
424	и те	2	1
425	как он	1	1
426	наблюдаем в	1	1
427	а вовсе	2	1
428	широком смысле	1	1
429	идей и	1	1
430	не следует	1	1
431	чтобы установить	1	1
432	даже с	1	1
433	и общее	1	1
434	всех этих	3	1
435	не значит	1	1
436	он должен	3	1
437	к одному	1	1
438	понятий и	1	1
439	и вот	2	1
440	вообще не	1	1
441	так часто	1	1
442	нельзя забывать	1	1
443	теории и	1	1
444	приходим к	1	1
445	существу это	1	1
446	и по	1	1
447	на этом	1	1
448	лишь с	1	1
449	прежде чем	2	1
450	или иных	1	1
451	без исключения	1	1
452	конца и	1	1
453	от нее	2	1
454	тому чтобы	1	1
455	то ни	3	1
456	то чтобы	1	1
457	связанных с	1	1
458	поэтике в	1	1
459	историю литературы	2	1
460	среды и	3	1
461	первый и	1	1
462	на все	3	1
463	и русский	1	1
464	на этой	1	1
465	стилей и	1	1
466	в данной	1	1
467	роковую роль	1	1
468	деле в	1	1
469	может стать	1	1
470	делается в	1	1
471	структуры ее	1	1
472	на почве	13	1
473	лишь на	1	1
474	и основные	1	1
475	между отдельными	1	1
476	в жизни	3	1
477	как проблема	4	1
478	нет в	1	1
479	бытие и	1	1
480	она и	1	1
481	далеко не	1	1
482	он действительно	1	1
483	и уже	1	1
484	мы видели	2	1
485	законов развития	1	1
486	литературы история	2	1
487	строгом смысле	2	1
488	мы с	1	1
489	со всей	3	1
490	раз и	2	1
491	истории русской	1	1
492	предварительным условием	1	1
493	как некоторое	1	1
494	своего особого	1	1
495	во второй	1	1
496	которую мы	1	1
497	у художника	1	1
498	как реальный	1	1
499	в такой	1	1
500	и без	1	1
501	почти ни	1	1
502	в отличие	1	1
503	своего рода	1	1
504	господствующим направлением	1	1
505	но это	3	1
506	но он	1	1
507	друг другу	1	1
508	явление мы	1	1
509	сам этот	1	1
510	также что	1	1
511	воспитания и	1	1
512	каждую данную	1	1
513	литературы как	3	1
514	и развивается	1	1
515	в идеологическом	6	1
516	поэтики и	1	1
517	не исчерпывают	1	1
518	мысли в	2	1
519	по-своему но	1	1
520	противопоставление языка	1	1
521	и притом	1	1
522	в центр	1	1
523	в процессе	9	1
524	понятна и	1	1
525	более отчетливо	1	1
526	имен в	1	1
527	та или	1	1
528	не могло	5	1
529	только не	2	1
530	правда в	1	1
531	одна из	2	1
532	и существенное	1	1
533	учения о	2	1
534	данной социальной	1	1
535	или иная	1	1
536	сырого материала	1	1
537	обоих его	1	1
538	именно она	1	1
539	действительно в	1	1
540	этих последних	1	1
541	как она	3	1
542	тех или	1	1
543	науке о	1	1
544	интересов но	1	1
545	из истории	1	1
546	и форм	2	1
547	может и	2	1
548	эту сторону	1	1
549	что на	1	1
550	фактов и	2	1
551	однако это	1	1
552	может показаться	1	1
553	но только	1	1
554	все то	1	1
555	натурализма не	1	1
556	относиться к	1	1
557	есть только	1	1
558	могут быть	1	1
559	в недрах	1	1
560	они и	1	1
561	свое значение	1	1
562	ничего общего	1	1
563	в настоящее	10	1
564	его действительном	1	1
565	в применении	2	1
566	значение это	1	1
567	на наших	2	1
568	касается до	1	1
569	и самое	1	1
570	как мы	5	1
571	основываясь на	1	1
572	более не	1	1
573	значения и	2	1
574	от друга	2	1
575	говоря уже	1	1
576	в ее	8	1
577	на основе	6	1
578	необходимо еще	1	1
579	типов и	1	1
580	социальное явление	2	1
581	и от	7	1
582	ради общих	1	1
583	если они	1	1
584	привести в	1	1
585	что у	1	1
586	только через	1	1
587	по аналогии	3	1
588	в борьбе	1	1
589	мог бы	1	1
590	во многом	1	1
591	в научном	1	1
592	в чужом	2	1
593	она была	2	1
594	по сравнению	1	1
595	которого они	1	1
596	с этого	1	1
597	не будучи	1	1
598	в словах	1	1
599	что отдельные	1	1
600	эволюции а	1	1
601	в каждой	1	1
602	даже не	1	1
603	социального языка	1	1
604	движения и	1	1
605	в роде	3	1
606	есть объект	1	1
607	е самой	1	1
608	язык и	1	1
609	настоящее время	10	1
610	чем их	1	1
611	одного из	1	1
612	правда как	1	1
613	а также	1	1
614	аналогии с	3	1
615	согласно учению	1	1
616	и во	1	1
617	не умеет	1	1
618	самый процесс	1	1
619	часто и	2	1
620	и своей	1	1
621	во всех	5	1
622	изучаемого явления	1	1
623	в науку	1	1
624	и всякая	2	1
625	должно было	1	1
626	и хорошо	1	1
627	как его	1	1
628	самом процессе	1	1
629	говорит он	3	1
630	в форме	1	1
631	соединении с	2	1
632	еще более	1	1
633	все время	2	1
634	связь между	1	1
635	нет он	2	1
636	для самого	1	1
637	в него	2	1
638	в лице	2	1
639	в литературе	5	1
640	в каждую	1	1
641	к решению	1	1
642	и история	3	1
643	в двух	1	1
644	совсем не	1	1
645	положение в	1	1
646	а лишь	2	1
647	конкретную жизнь	1	1
648	убедиться в	2	1
649	между общим	1	1
650	или же	3	1
651	не мешает	1	1
652	вопрос об	2	1
653	таком понимании	2	1
654	тот или	2	1
655	с одной	4	1
656	с которыми	1	1
657	истории научного	1	1
658	литературы в	8	1
659	возник и	1	1
660	себя в	1	1
661	только на	5	1
662	борьбы с	1	1
663	обстоит дело	1	1
664	части этой	1	1
665	чем с	1	1
666	в сознании	1	1
667	не дает	2	1
668	большинстве случаев	2	1
669	или даже	1	1
670	и других	3	1
671	его и	2	1
672	и понимание	1	1
