N	2gram	Ircho_Kome_1	FransuaR
1	и в	22	40
2	то есть	1	18
3	и его	8	17
4	прежде всего	5	16
5	в этом	3	15
6	мы уже	1	13
7	не только	10	13
8	в его	5	13
9	и не	8	13
10	вовсе не	2	12
11	что в	6	12
12	как и	9	11
13	но и	11	11
14	в прологе	4	10
15	таким образом	8	10
16	как мы	4	10
17	в сущности	2	9
18	он не	3	9
19	в них	3	9
20	может быть	9	9
21	и все	3	9
22	той же	1	8
23	и на	3	8
24	отношение к	3	8
25	и с	3	8
26	во время	5	8
27	в том	11	8
28	у него	3	8
29	но в	4	8
30	то же	6	7
31	в своем	1	7
32	культуры и	1	7
33	до нас	5	7
34	в одном	8	7
35	и др	1	7
36	в духе	1	7
37	во всех	1	6
38	в самом	2	6
39	в этих	1	6
40	в то	10	6
41	же время	4	6
42	связь с	1	6
43	и других	7	6
44	до конца	2	6
45	в той	1	6
46	к этому	4	6
47	здесь и	2	5
48	в году	3	5
49	в нем	4	5
50	и для	1	5
51	в особенности	1	5
52	те же	1	5
53	начала и	1	5
54	в литературе	1	5
55	то что	2	5
56	как раз	3	5
57	в своих	2	5
58	также и	1	4
59	жизни и	1	4
60	из всех	2	4
61	в ней	1	4
62	в истории	5	4
63	в мире	1	4
64	было бы	2	4
65	ни в	6	4
66	том что	12	4
67	в эту	1	4
68	в их	4	4
69	даже в	3	4
70	того чтобы	1	4
71	в области	2	4
72	у нас	3	4
73	мы встречаем	5	4
74	о том	8	4
75	и о	3	4
76	так в	4	4
77	роль в	1	4
78	особенно в	1	4
79	и здесь	2	4
80	а также	4	4
81	и во	2	4
82	один из	5	4
83	только на	1	4
84	из них	10	4
85	так как	4	4
86	и даже	5	4
87	до сих	2	4
88	здесь в	3	4
89	и потому	1	4
90	в данном	1	4
91	сих пор	2	4
92	в основном	1	4
93	все это	5	4
94	видно что	1	4
95	еще более	1	4
96	на самом	1	3
97	поэтому он	1	3
98	он был	2	3
99	по отношению	3	3
100	отличие от	2	3
101	в этой	7	3
102	и как	3	3
103	и к	1	3
104	в себе	2	3
105	эпохи возрождения	1	3
106	связанные с	2	3
107	при этом	5	3
108	большей или	1	3
