N	3gram	Medvedev_V_1	Problema
1	и т д	14	10
2	то же самое	1	9
3	для того чтобы	3	8
4	в данном случае	1	8
5	ничего общего с	1	7
6	в этом смысле	1	6
7	в таком случае	1	6
8	о том что	3	5
9	в том что	5	5
10	только то что	2	4
11	в конце концов	2	4
12	в связи с	3	4
13	той или иной	1	4
14	в то же	5	4
15	сама по себе	1	4
16	иметь в виду	2	3
17	более или менее	6	3
18	до сих пор	1	3
19	сами по себе	1	3
20	может быть и	1	3
21	во всяком случае	1	3
22	то что в	1	3
23	не только не	2	3
24	можно сказать что	4	3
25	с другой стороны	8	3
26	по этому поводу	7	3
27	о том как	3	2
28	хотя и не	1	2
29	не говоря уже	1	2
30	как это мы	1	2
31	в самом деле	1	2
32	так или иначе	1	2
33	по крайней мере	2	2
34	именно в этом	1	2
35	это вовсе не	1	2
36	даже и не	1	2
37	так же как	1	2
38	а не только	1	2
39	в этой области	3	2
40	имеет ничего общего	1	2
41	во всех этих	1	2
42	никогда не может	1	2
43	не может быть	8	2
44	не имеет ничего	1	2
45	того или иного	1	2
46	можно было бы	2	2
47	подобно тому как	2	2
48	и в искусстве	1	2
49	может быть даже	1	2
50	если бы он	1	1
51	оно и может	1	1
52	и может быть	1	1
53	а между тем	1	1
54	если он не	1	1
55	где же в	1	1
56	одному тому что	2	1
57	бы он был	1	1
58	вместе с тем	3	1
59	по одному тому	2	1
60	в чем же	2	1
61	крайней мере сам	1	1
62	мы имеем дело	1	1
63	но даже и	1	1
64	также и в	2	1
65	в том же	1	1
66	и во всех	1	1
67	тот или иной	1	1
68	говоря уже о	1	1
69	и в то	3	1
70	того что мы	1	1
71	что все эти	1	1
72	в этом отношении	13	1
73	и т п	9	1
74	но что она	1	1
75	мышления в этом	1	1
76	этому поводу с	1	1
77	то или иное	1	1
78	из них не	2	1
79	одно и то	1	1
80	вот что пишет	1	1
81	познания объективной действительности	1	1
82	то время как	1	1
83	же в таком	1	1
84	что ни один	1	1
85	же как и	1	1
86	можно ли считать	1	1
87	один из них	1	1
88	но в то	1	1
89	не только в	2	1
90	как же в	1	1
91	и не быть	1	1
92	и то же	1	1
93	в сознании а	1	1
94	между собою и	1	1
95	как будто бы	1	1
96	том как он	1	1
97	уже по одному	2	1
98	не значит что	1	1
99	не могут быть	1	1
100	этом отношении ему	1	1
101	что а белый	1	1
102	но ведь это	1	1
103	в художественном образе	1	1
104	не чем иным	1	1
105	не было бы	4	1
106	таким образом в	2	1
107	чем иным как	1	1
108	не чувственное представление	1	1
109	в этом же	1	1
110	в то время	1	1
111	в том чтобы	2	1
112	даже и в	1	1
113	что его можно	1	1
114	может охватить и	1	1
115	в вечном муже	1	1
116	ни одна из	1	1
117	идеи и образа	1	1
118	и в результате	1	1
119	что в процессе	1	1
120	в каждом отдельном	2	1
121	в братьях карамазовых	1	1
122	к тому что	3	1
123	это то что	1	1
124	в результате этого	1	1
125	мы встречаемся с	1	1
126	что в них	1	1
127	ни один из	2	1
128	все это не	1	1
129	к тому же	1	1
130	только тогда когда	1	1
131	и в другом	2	1
