N	2gram	Voloshinov_1	Istorich
1	что он	2	24
2	не только	8	18
3	может быть	26	17
4	и в	19	15
5	никогда не	2	15
6	так как	2	14
7	но и	8	14
8	так же	7	13
9	что в	4	12
10	то что	8	12
11	а в	4	12
12	в этом	16	11
13	мы знаем	5	11
14	и не	26	11
15	то же	7	10
16	его в	3	10
17	еще не	4	9
18	все же	8	9
19	в другом	2	9
20	с тем	1	9
21	и здесь	6	9
22	потому что	1	9
23	должны были	1	8
24	он не	3	8
25	связи с	11	8
26	мы увидим	1	8
27	очень много	1	8
28	мы можем	2	8
29	мы видим	1	8
30	в нем	10	7
31	таким образом	17	7
32	том что	3	7
33	не в	5	7
34	ничего не	6	7
35	и пр	12	7
36	сих пор	8	7
37	связана с	2	6
38	но в	7	6
39	что это	1	6
40	и что	1	6
41	в его	6	6
42	что и	2	6
43	мы уже	2	6
44	так что	1	6
45	до сих	8	6
46	как бы	15	6
47	в том	6	6
48	только в	9	6
49	же как	2	5
50	и есть	3	5
51	как в	4	5
52	с этим	4	5
53	и наконец	1	5
54	но все	3	5
55	было бы	4	5
56	здесь можно	1	5
57	можно найти	1	5
58	в котором	3	5
59	в русской	2	5
60	на него	1	5
61	можно было	2	5
62	так и	11	5
63	связан с	1	5
64	она не	2	5
65	к нему	1	5
66	в одном	1	5
67	прежде всего	13	5
68	а не	7	5
69	в связи	7	5
70	не может	24	5
71	этом случае	3	5
72	к тому	2	5
73	эти случаи	1	4
74	со всех	2	4
75	всех сторон	2	4
76	в ней	4	4
77	и на	4	4
78	только после	1	4
79	в одной	2	4
80	в себе	2	4
81	не видят	1	4
82	все эти	7	4
83	в этой	1	4
84	и они	1	4
85	при этом	8	4
86	после этого	1	4
87	и с	2	4
88	вопрос о	4	4
89	не будем	4	4
90	того как	1	4
91	о нем	1	4
92	другими словами	2	4
93	с одной	1	4
94	пока не	2	4
95	тем что	2	4
96	и др	2	4
97	как она	2	4
98	не должен	1	4
99	мы должны	3	4
100	одной из	3	4
101	к этой	2	4
102	и другие	1	4
103	мы не	6	3
104	из этих	2	3
105	на стадии	2	3
106	как он	2	3
107	всех этих	1	3
108	подобно тому	1	3
109	здесь мы	4	3
110	в работе	2	3
111	уже знаем	1	3
112	и его	19	3
113	и это	3	3
114	в каких	1	3
115	мог бы	2	3
116	по мере	2	3
117	о том	2	3
118	должно было	1	3
119	того что	3	3
120	в качестве	2	3
121	же и	2	3
122	по отношению	3	3
123	в других	1	3
124	одной стороны	1	3
125	что мы	1	3
126	как это	1	3
127	тому как	1	3
128	все это	3	3
129	между прочим	1	3
130	но если	2	3
131	отношению к	2	3
132	например в	1	2
133	самом деле	10	2
134	на самом	3	2
135	делают его	2	2
136	и для	11	2
137	в сущности	3	2
138	принадлежит к	1	2
139	ни один	1	2
140	хотя бы	5	2
141	они были	1	2
142	для наших	1	2
143	и то	1	2
144	во всех	7	2
145	то мы	2	2
146	но не	1	2
147	не все	2	2
148	не просто	2	2
149	его на	1	2
150	в которой	3	2
151	не могла	1	2
152	главным образом	1	2
153	так сказать	6	2
154	и социальной	1	2
155	пор мы	1	2
156	и если	1	2
157	из него	2	2
158	и по	1	2
159	момент когда	1	2
160	человека в	2	2
161	могла бы	2	2
162	и может	1	2
163	из них	3	2
164	той же	2	2
165	его не	1	2
166	на этой	2	2
167	с другими	3	2
168	это не	1	2
169	есть и	1	2
170	не соответствует	1	2
171	ни в	2	2
172	он является	3	2
173	она и	1	2
174	как и	12	2
175	мы видели	1	2
176	нисколько не	1	2
177	во время	1	2
178	и ее	3	2
179	бы привести	1	2
180	не столько	4	2
181	и более	2	2
182	их в	1	2
183	без участия	1	2
184	тем самым	1	2
185	самого начала	4	2
186	одна из	2	2
187	здесь на	1	2
188	в русском	1	2
189	другой стороны	6	2
190	вместо того	1	2
191	нам важно	1	2
192	здесь нет	1	2
193	кроме того	6	2
194	только с	1	2
195	же мы	1	2
196	в нее	1	2
197	могут быть	2	2
198	того чтобы	5	2
199	с ее	2	2
200	в виду	2	2
201	здесь не	1	2
202	так оно	1	2
203	уже с	1	2
204	с самого	4	2
205	приводит к	1	2
206	дано в	2	2
207	на нее	1	2
208	же эти	1	2
209	подойти к	2	2
210	часто в	1	2
211	имеется в	1	2
212	в разных	1	2
213	мы могли	1	2
214	с другой	5	2
215	в изложении	1	2
216	также в	1	2
217	к ней	1	2
218	оно и	1	2
219	с ними	1	2
220	пришел к	1	2
221	и так	1	2
222	уже в	1	2
223	является не	6	2
224	при помощи	1	2
225	и их	2	2
226	слова в	1	2
227	и только	2	2
228	не было	3	2
229	в особенности	1	2
230	именно в	5	2
231	здесь в	3	2
232	следовательно не	2	2
233	себя и	1	2
234	превращается в	1	2
235	зависит от	2	2
236	самый факт	1	2
237	нет ничего	3	2
238	нет еще	2	2
239	смысле этого	3	2
240	в мир	1	2
241	в тот	2	2
242	по существу	1	2
243	зрения так	2	2
244	в основном	6	2
245	совершается в	5	2
246	или в	2	2
247	чтобы понять	1	2
248	в системе	1	2
249	не знает	2	2
250	сказать что	4	2
251	не что	1	2
252	это так	2	2
253	ее в	1	2
254	говорили о	2	1
255	находятся на	1	1
256	в объяснении	2	1
257	они еще	3	1
258	отметим что	1	1
259	он может	3	1
260	это и	3	1
261	ко всем	1	1
262	почти не	1	1
263	он находится	1	1
264	смешанный или	1	1
265	она все	1	1
266	не имеют	3	1
267	оно было	1	1
268	высшей степени	3	1
269	и этот	2	1
270	хлеб и	1	1
271	а как	3	1
272	теперь мы	3	1
273	превратилась в	1	1
274	бы что	1	1
275	имеет свою	3	1
276	так чтобы	1	1
277	говорить о	1	1
278	и образуют	1	1
279	зависимости от	2	1
280	из действительности	1	1
281	и он	2	1
282	форм в	1	1
283	в отличие	5	1
284	связи со	1	1
285	он сам	1	1
286	но этого	1	1
287	с его	1	1
288	от его	1	1
289	на основе	1	1
290	но как	1	1
291	а только	1	1
292	только при	3	1
293	получить от	1	1
294	ответ на	1	1
295	отличие от	5	1
296	из важнейших	2	1
