N	3gram	Potebnia_M_4	Hudozhes
1	по отношению к	8	10
2	то же время	3	6
3	в то же	3	6
4	с другой стороны	1	5
5	в том что	7	5
6	и того же	1	3
7	с точки зрения	3	3
8	одного и того	1	3
9	тем не менее	4	3
10	можно сказать что	4	3
11	мы имеем дело	2	2
12	в том и	2	2
13	в таком случае	2	2
14	во всех подобных	1	2
15	до известной степени	2	2
16	том и состоит	1	2
17	всех подобных случаях	1	2
18	с одной стороны	1	2
19	так или иначе	2	2
20	в свою очередь	1	2
21	для того чтобы	4	2
22	на наших глазах	1	2
23	том числе и	1	2
24	в том числе	1	2
25	к тому что	1	2
26	таким образом что	2	1
27	на нее как	1	1
28	не в состоянии	2	1
29	что иное как	2	1
30	бы ни был	1	1
31	в себе никаких	1	1
32	может быть назван	3	1
33	иметь в виду	1	1
34	в виду что	1	1
35	одним и тем	1	1
36	это было бы	1	1
37	не об отсутствии	1	1
38	подобно тому как	2	1
39	в настоящее время	1	1
40	в этом случае	5	1
41	смысле можно говорить	1	1
42	а тем более	1	1
43	себе в этом	1	1
44	и состоит чтобы	1	1
45	не было и	2	1
46	не менее не	1	1
47	для меня в	1	1
48	форма в которой	1	1
49	том случае если	1	1
50	можно говорить о	1	1
51	имеем дело не	1	1
52	следует иметь в	1	1
53	заключает в себе	8	1
54	точно так же	1	1
55	тому что его	1	1
56	могли бы быть	1	1
57	и др в	1	1
58	он ни был	1	1
59	по крайней мере	5	1
60	в том случае	3	1
61	может быть и	1	1
62	тогда как в	1	1
63	в том чем	1	1
64	прибавить ни убавить	1	1
65	даже в том	1	1
66	при этом отношение	1	1
67	отношению к нему	1	1
68	в этом состоит	1	1
69	и по отношению	2	1
70	не могут быть	2	1
71	и как бы	2	1
72	имеем дело с	1	1
73	в сравнении с	1	1
74	на второй план	1	1
75	в связи с	1	1
76	не только к	1	1
77	может быть названо	1	1
78	то есть от	2	1
79	и в том	2	1
80	слова в слове	1	1
81	все то что	1	1
82	ни прибавить ни	1	1
83	в свое время	1	1
84	в то время	1	1
85	а в том	2	1
86	есть не что	1	1
87	случае мы имеем	1	1
88	не была бы	1	1
89	о том что	5	1
90	тем и другим	3	1
91	то есть в	2	1
92	и в самом	1	1
93	и тем более	1	1
94	и в слове	1	1
95	имеет в своем	1	1
96	речь идет о	1	1
97	бы они ни	1	1
98	друг от друга	1	1
99	в этих случаях	2	1
100	только о том	1	1
101	не что иное	2	1
102	и тем же	1	1
103	по поводу этой	1	1
104	дело не в	1	1
105	быть не может	1	1
106	в себе в	1	1
107	не может быть	5	1
108	как и в	1	1
109	при всей своей	1	1
