N	2gram	Vygotskiy__3	Vladivir
1	и в	25	40
2	то что	15	28
3	не только	6	25
4	и не	10	25
5	у него	1	24
6	том что	20	18
7	в том	23	18
8	но и	4	18
9	также и	1	17
10	что в	17	17
11	в этом	14	16
12	в его	15	14
13	так что	2	14
14	не может	6	14
15	в виде	3	13
16	точки зрения	6	13
17	вовсе не	1	13
18	только в	10	13
19	в конце	1	12
20	а именно	1	12
21	сказать что	4	12
22	едва ли	2	11
23	никогда не	4	11
24	потому что	6	11
25	таким образом	17	11
26	о том	5	11
27	не просто	1	10
28	ни в	9	10
29	тем не	5	10
30	и его	2	10
31	не есть	3	10
32	прежде всего	4	10
33	как раз	1	10
34	и потому	2	10
35	и то	2	9
36	уже не	2	9
37	что это	5	9
38	в себе	2	9
39	и с	1	9
40	в своей	2	9
41	не менее	6	9
42	что же	1	9
43	как мы	8	8
44	в своем	4	8
45	в этой	5	8
46	он не	4	8
47	и что	10	8
48	а также	2	8
49	раз и	1	8
50	для него	5	8
51	может быть	13	8
52	а не	1	8
53	так же	17	8
54	а только	1	7
55	хотя и	2	7
56	и как	5	7
57	что все	1	7
58	с тем	16	7
59	как и	15	7
60	несмотря на	1	7
61	в то	4	7
62	что и	10	7
63	того что	10	7
64	так как	12	7
65	вместе с	14	7
66	к тому	4	7
67	а в	4	7
68	в своих	2	7
69	смысле слова	2	6
70	и на	6	6
71	кроме того	1	6
72	то в	3	6
73	не будет	2	6
74	не мог	4	6
75	с точки	1	6
76	по себе	7	6
77	в смысле	4	6
78	во всем	3	6
79	и это	4	6
80	и от	2	6
81	так и	5	6
82	об этом	2	6
83	и здесь	2	6
84	значит что	4	6
85	и даже	1	6
86	да и	1	6
87	это значит	4	6
88	но это	5	6
89	хотя бы	1	6
90	отношения к	1	5
91	мы уже	5	5
92	в ней	1	5
93	совсем не	1	5
94	отнюдь не	4	5
95	более или	1	5
96	все эти	7	5
97	тому же	1	5
98	можно было	6	5
99	можно считать	3	5
100	должно быть	2	5
101	или менее	3	5
102	но если	1	5
103	в отношении	6	5
104	тем что	8	5
105	для нас	2	5
106	только и	1	5
107	эти три	1	5
108	у нас	1	5
109	ничего общего	3	5
110	для себя	1	5
111	учении о	1	5
112	еще в	2	5
113	с другой	6	5
114	конце концов	1	5
115	что он	6	5
116	в одном	2	5
