N	2gram	Medvedev_U_1	StatiiOP
1	и в	14	44
2	в том	2	36
3	что в	1	30
4	том что	2	29
5	в этом	7	21
6	не только	10	18
7	то что	7	18
8	было бы	3	17
9	о том	1	17
10	а не	10	16
11	и не	8	16
12	может быть	6	15
13	в области	3	14
14	в данном	1	14
15	не в	2	12
16	самом деле	2	11
17	в этой	4	11
18	у нас	3	11
19	но в	3	10
20	что он	2	10
21	только в	2	10
22	но и	4	10
23	как и	3	9
24	в то	3	9
25	но также	1	9
26	так и	1	9
27	если бы	2	9
28	того что	1	9
29	в его	2	9
30	с другой	4	9
31	все же	3	8
32	это не	3	8
33	пушкина но	1	8
34	у пушкина	1	8
35	не может	7	8
36	в самом	2	7
37	таким образом	2	7
38	другой стороны	3	7
39	этом отношении	2	7
40	до сих	2	7
41	прежде всего	8	7
42	сих пор	2	7
43	сказать что	1	7
44	в своей	3	6
45	данном случае	1	6
46	что и	2	6
47	для него	3	6
48	в той	1	6
49	что же	1	6
50	но это	2	6
51	хотя бы	5	6
52	вряд ли	3	5
53	и то	3	5
54	то же	5	5
55	той же	1	5
56	в нем	1	5
57	в котором	1	5
58	в которых	1	5
59	этой области	3	5
60	никогда не	1	5
61	могут быть	2	5
62	тем что	2	5
63	и даже	1	5
64	что мы	2	5
65	все это	5	5
66	в которой	1	4
67	бы и	2	4
68	на то	1	4
69	что она	2	4
70	в россии	4	4
71	но если	1	4
72	для изучения	1	4
73	же время	3	4
74	и что	1	4
75	в качестве	1	4
76	как раз	2	4
77	не было	1	4
78	даже не	1	4
79	на эту	2	4
80	должна была	2	4
81	в частности	3	4
82	тем более	1	4
83	это в	1	4
84	же как	1	3
85	должна быть	2	3
86	в ней	1	3
87	он был	1	3
88	но не	2	3
89	не все	2	3
90	к сожалению	3	3
91	меньшей мере	1	3
92	не значит	1	3
93	связанные с	1	3
94	и с	2	3
95	о которой	1	3
96	в г	1	3
97	в конце	2	3
98	по меньшей	1	3
99	очень часто	1	3
100	для себя	1	3
101	об этом	1	3
102	между тем	2	3
103	и только	5	3
104	и так	1	3
105	по мнению	1	3
106	с одной	1	3
107	вопроса о	2	3
108	в виде	1	3
109	что для	1	3
110	материал для	2	3
111	и для	2	3
112	не существует	1	3
113	в таком	1	3
114	научной обработке	1	2
115	по его	1	2
116	а как	2	2
117	мы имеем	1	2
118	мы не	2	2
119	литературы и	2	2
120	быть в	1	2
121	конечно это	1	2
122	в сторону	2	2
123	за пределы	1	2
124	более чем	2	2
125	в своем	1	2
126	смысле этого	2	2
127	так или	1	2
128	в себе	2	2
129	но он	1	2
130	но именно	1	2
131	он не	1	2
132	всех этих	2	2
133	что все	2	2
134	первую очередь	1	2
135	для научного	1	2
136	в первую	1	2
137	их в	1	2
138	произведения в	1	2
139	принципов и	1	2
140	она не	1	2
141	что с	1	2
142	ничего не	2	2
143	больше чем	1	2
144	и сальери	1	2
145	для в	1	2
146	что при	1	2
147	и это	1	2
148	для этого	3	2
149	то есть	1	2
150	материала и	2	2
151	в пользу	1	2
152	и все	1	2
153	все в	1	2
154	крайней мере	2	2
155	история литературы	1	2
156	с которыми	1	2
157	конечно не	4	2
158	и у	2	2
159	одно из	1	2
160	не для	1	2
161	очевидно не	2	2
162	у него	1	2
163	даже и	2	2
164	бы это	1	2
165	или иначе	1	2
166	превращается в	2	2
167	одной стороны	1	2
168	по крайней	2	2
169	если не	2	2
170	стороны в	1	2
171	и потому	1	2
172	по существу	2	2
173	в свое	1	2
174	этом случае	1	2
175	научное изучение	1	2
176	точно и	1	2
177	но для	1	2
178	при таком	2	2
179	о котором	1	2
180	истории литературы	3	2
181	гораздо больше	1	2
182	что этот	1	2
183	литературы а	1	1
184	а между	2	1
185	художественного произведения	2	1
186	художественных произведений	2	1
187	почти не	1	1
188	объясняется и	1	1
189	поэзии и	1	1
190	их и	2	1
191	но даже	2	1
192	один пример	1	1
193	во мне	1	1
194	бы то	3	1
195	с его	2	1
196	отказ от	1	1
197	только при	1	1
198	очевидно что	3	1
199	в наиболее	1	1
200	нет и	1	1
201	мы снова	1	1
202	что по	1	1
203	не приходится	2	1
204	он в	1	1
205	в известном	1	1
206	бы только	1	1
207	быть оправданы	1	1
208	не как	3	1
209	что нельзя	1	1
210	что никакого	1	1
