N	3gram	Potebnia_M_4	Myshleni
1	с точки зрения	3	21
2	для того чтобы	4	18
3	в этом случае	5	14
4	в том что	7	13
5	не только не	3	9
6	с самого начала	1	7
7	к тому что	1	6
8	по отношению к	8	5
9	то же самое	4	5
10	в данном случае	2	5
11	с одной стороны	1	5
12	мысли и слова	1	4
13	мы могли бы	2	4
14	вместе с тем	3	4
15	не может быть	5	4
16	заключается в том	1	4
17	о том что	5	4
18	на то что	4	4
19	только потому что	2	3
20	в том и	2	3
21	до сих пор	4	3
22	в этом отношении	1	3
23	имеет в виду	1	3
24	то и другое	2	3
25	и то что	4	3
26	мы не можем	3	3
27	смысле этого слова	1	3
28	тем не менее	4	3
29	той и другой	1	3
30	можно сказать что	4	3
31	но и не	1	3
32	как и в	1	3
33	нет и не	1	2
34	и в речи	1	2
35	одной и той	1	2
36	и той же	1	2
37	одним и тем	1	2
38	на самом деле	3	2
39	в той же	1	2
40	того и другого	1	2
41	в большинстве случаев	2	2
42	том и другом	1	2
43	поэзии и прозы	1	2
44	точно так же	1	2
45	но мы должны	1	2
46	нечто такое что	1	2
47	и тем же	1	2
48	в то время	1	2
49	и вместе с	1	2
50	же самое что	1	2
51	в свою очередь	1	2
52	друг от друга	1	2
53	именно в силу	1	2
54	таким образом в	1	2
55	если бы все	1	2
56	в себе в	1	2
57	слова так же	1	1
58	потому что как	2	1
59	таким образом если	1	1
60	что иное как	2	1
61	и есть то	1	1
62	а следовательно и	1	1
63	представим себе что	1	1
64	но это есть	1	1
65	тех пор пока	2	1
66	в силу этого	1	1
67	сказать что в	1	1
68	повторяют друг друга	1	1
69	очевидно что в	2	1
70	указывает только на	1	1
71	только на основании	1	1
72	не только о	1	1
73	подобно тому как	2	1
74	в слове и	1	1
75	в том числе	1	1
76	так что в	1	1
77	в том же	2	1
78	так и во	1	1
79	в силу того	1	1
80	в живой речи	1	1
81	потому что не	1	1
82	от нерасчлененного целого	1	1
83	находится в непосредственной	1	1
84	то что делает	1	1
85	только в том	2	1
86	уже в силу	1	1
87	и не может	1	1
88	как она проявляется	1	1
89	сам по себе	4	1
90	в фонетическом отношении	1	1
91	того что мы	1	1
92	есть не что	1	1
93	по отношению ко	1	1
94	слова с психологической	1	1
95	в этом мы	1	1
96	на других но	1	1
97	слова и мысли	1	1
98	таким образом все	1	1
99	в слове в	1	1
100	том числе и	1	1
101	заключает в себе	8	1
102	такие же результаты	1	1
103	кроме того что	1	1
104	до тех пор	6	1
105	что если бы	2	1
106	что все это	1	1
107	значений таким образом	1	1
108	к познанию природы	1	1
109	есть то что	2	1
110	по мере приближения	1	1
111	переходя от одного	1	1
112	таким образом развитие	1	1
113	может быть не	1	1
114	в процессе образования	1	1
115	если бы мы	1	1
116	то что она	2	1
117	в этом состоит	1	1
118	но при этом	1	1
119	выражение как в	1	1
120	в непосредственной связи	1	1
121	и в этом	4	1
122	то тем самым	1	1
123	никогда не может	1	1
124	потому что в	3	1
125	с другой стороны	1	1
126	если это так	1	1
127	таким же образом	1	1
128	не только к	1	1
129	и прозы которые	1	1
130	не могут быть	2	1
131	только после того	1	1
132	само по себе	5	1
133	во всяком случае	3	1
134	один из моментов	1	1
135	и образование новых	1	1
136	только о том	1	1
137	с внутренней стороны	1	1
138	бы перестать быть	1	1
139	с психологической стороны	1	1
140	иначе как в	1	1
141	что то же	1	1
142	в ряду других	3	1
143	и таким образом	3	1
144	силу того что	1	1
145	к другу и	1	1
146	друг к другу	1	1
147	и то и	1	1
148	таким образом мы	2	1
149	слов все это	1	1
150	непосредственной связи с	1	1
151	из этой природы	1	1
152	могут быть названы	1	1
153	в этом заключается	1	1
154	внимание на то	3	1
155	того что он	1	1
156	и ту же	1	1
157	после того как	2	1
158	слова таким образом	1	1
159	не что иное	2	1
160	в то же	3	1
161	что мы можем	1	1
162	этого слова с	1	1
163	мы имеем дело	2	1
164	одну и ту	1	1
165	тех и других	1	1
166	в слове есть	1	1
167	мы тем самым	1	1
168	того факта что	1	1
169	что и в	2	1
170	только тогда когда	4	1
171	то что по	1	1
172	не есть слово	1	1
