N	4gram	Voloshinov_1	Problema
1	взятая сама по себе	1	4
2	не имеют ничего общего	1	4
3	одного и того же	5	2
4	до сих пор мы	1	2
5	и с точки зрения	1	1
6	в связи с переходом	1	1
7	на самом же деле	2	1
8	с точки зрения самого	1	1
9	не выходит за пределы	1	1
10	сводится к тому что	1	1
11	но конечно далеко не	1	1
12	не сводимую ни к	1	1
13	мы на самом деле	1	1
14	но в то же	2	1
15	не чем иным как	1	1
16	сводимую ни к каким	1	1
17	так же как и	2	1
18	имеют ничего общего с	1	1
19	вещи и как мы	1	1
20	в связи с этим	3	1
21	одним и тем же	1	1
