N	3gram	Losev_Dial_4	slovoVRo
1	не может быть	6	15
2	в отличие от	1	12
3	в этом случае	1	6
4	той или иной	1	5
5	в зависимости от	1	4
6	то же время	6	4
7	но все же	1	4
8	в то же	6	4
9	в отношении к	1	4
10	в том что	9	4
11	с точки зрения	9	3
12	сама по себе	5	3
13	в собственном смысле	2	3
14	но в то	2	3
15	можно прямо сказать	1	3
16	в чем не	1	2
17	прямо сказать что	1	2
18	но прежде всего	1	2
19	и в сущности	1	2
20	в свою очередь	2	2
21	не только о	1	2
22	хотя бы и	2	2
23	не только в	1	2
24	включает в себя	1	2
25	уходит своими корнями	1	2
26	своими корнями в	1	2
27	ни в чем	1	2
28	в связи с	1	2
29	для того чтобы	5	2
30	и т д	15	2
31	для всех этих	1	1
32	и не в	1	1
33	в чем же	2	1
34	иметь в виду	2	1
35	к своему пределу	1	1
36	и даже не	1	1
37	же время и	2	1
38	моменты которые в	1	1
39	не может не	1	1
40	и не только	1	1
41	на первый план	1	1
42	и в то	2	1
43	зависимости от этих	1	1
44	и ни в	1	1
45	именно так как	1	1
46	и не может	1	1
47	перед нами не	1	1
48	на то что	3	1
49	рано или поздно	1	1
50	самого по себе	1	1
51	в лучшем случае	1	1
52	может быть только	1	1
53	по себе а	1	1
54	свой смысл и	1	1
55	может и не	1	1
56	а не только	1	1
57	что уже не	1	1
58	и этого мало	1	1
59	отношении к нему	1	1
60	в той же	1	1
61	можно сказать так	1	1
62	в нашем случае	1	1
63	в нем не	1	1
64	это возможно только	1	1
65	лежащий в основе	1	1
66	а не в	1	1
67	с другой стороны	1	1
68	тем не менее	2	1
69	о том что	1	1
70	с той или	1	1
71	в основе ее	1	1
72	вместе с ним	1	1
73	в нем нет	1	1
74	и воля и	1	1
75	то что так	1	1
76	вовсе не в	2	1
77	выйти за пределы	3	1
78	в своем историческом	1	1
79	может быть также	1	1
80	мы можем сказать	1	1
81	не только не	1	1
82	в пределах одной	1	1
83	речь идет о	1	1
84	нужно сказать что	1	1
85	не уходит своими	1	1
86	для этого необходимо	1	1
87	это как бы	1	1
88	мы не знаем	1	1
89	тех или иных	1	1
90	как бы только	1	1
91	до некоторой степени	1	1
92	этих моментов и	1	1
93	все это не	1	1
94	как только в	1	1
95	мы еще не	1	1
96	своей и чужой	1	1
