N	2gram	Bakhtin_Fr_5	VrazhdaK
1	в году	3	18
2	не только	14	9
3	в этом	14	8
4	и в	45	8
5	и что	2	8
6	но и	10	7
7	и все	7	7
8	то что	2	7
9	что в	12	7
10	все же	2	6
11	но в	14	6
12	в нем	10	6
13	как и	10	6
14	в котором	1	6
15	и с	10	6
16	о нем	1	6
17	в начале	2	6
18	и даже	4	6
19	в романе	11	6
20	то же	11	5
21	об этом	4	5
22	в то	11	5
23	же время	9	5
24	между тем	2	5
25	у него	4	5
26	не было	3	5
27	и не	15	5
28	в ней	8	4
29	что он	6	4
30	в истории	2	4
31	целый ряд	1	4
32	при этом	2	4
33	это не	3	4
34	несмотря на	2	4
35	все это	7	4
36	с ним	5	4
37	о том	4	4
38	и детей	1	4
39	может быть	2	4
40	как бы	12	4
41	так же	8	4
42	одним из	5	3
43	который был	1	3
44	он был	7	3
45	в чем	2	3
46	с его	7	3
47	в своем	11	3
48	и как	5	3
49	в этот	2	3
50	раз в	2	3
51	на то	1	3
52	его в	5	3
53	он не	6	3
54	далеко не	1	3
55	том что	7	3
56	но он	3	3
57	и его	13	3
58	связи с	6	3
59	человека в	1	3
60	и о	4	3
61	что у	1	3
62	и во	4	3
63	в его	13	3
64	в том	10	3
65	и у	5	3
66	в конце	7	3
67	тем что	1	3
68	в связи	5	3
69	о себе	1	3
70	к этому	2	3
71	же как	4	2
72	двух великих	1	2
73	и он	3	2
74	столь же	1	2
75	но как	1	2
76	в эти	2	2
77	он пишет	1	2
78	человека с	5	2
79	в той	1	2
80	его на	1	2
81	в этой	6	2
82	в себе	1	2
83	время и	1	2
84	о которой	1	2
85	их в	1	2
86	таким образом	8	2
87	в одну	1	2
88	в мире	1	2
89	об этой	3	2
90	в них	6	2
91	рядом с	2	2
92	мы знаем	1	2
93	не мог	4	2
94	в эту	2	2
95	во время	12	2
96	точки зрения	4	2
97	в своей	3	2
98	и ее	1	2
99	с точки	2	2
100	не менее	3	2
101	права на	2	2
102	том же	2	2
103	одна из	1	2
104	никогда не	1	2
105	время он	1	2
106	и это	4	2
107	году в	1	2
108	так в	2	2
109	еще не	1	2
110	году и	1	2
111	а также	4	2
112	этот момент	3	2
113	тем более	1	2
114	и образы	5	2
115	из них	1	2
116	его и	1	2
117	для него	3	2
118	к ним	1	2
119	как раз	5	2
120	и т.п	16	2
121	и стал	1	2
122	о чем	3	2
123	начиная с	2	2
124	в честь	1	2
125	не может	5	2
126	вместе с	3	2
127	в это	1	2
128	но это	5	2
129	что я	1	2
130	а в	4	2
131	в период	2	2
132	в свою	1	2
133	это в	2	2
134	вряд ли	1	1
135	можно говорить	2	1
136	ко всем	1	1
137	также и	7	1
138	и борьбы	2	1
139	того же	3	1
140	это и	5	1
141	и есть	2	1
142	не хочет	2	1
143	в их	4	1
144	по его	1	1
145	полагает что	1	1
146	вы не	1	1
147	той же	4	1
148	плане его	1	1
149	что уже	1	1
150	он как	1	1
151	говорить о	2	1
152	в полной	1	1
153	в разные	1	1
154	ему в	1	1
155	в числе	1	1
156	лести и	1	1
157	это время	2	1
158	ту эпоху	1	1
159	служит для	1	1
160	крестьян и	1	1
161	по своему	4	1
162	не мешало	1	1
163	и всего	1	1
164	но не	4	1
165	же на	1	1
166	в сторону	2	1
167	не все	1	1
168	если в	2	1
169	и т.д	2	1
170	тут же	2	1
171	что они	1	1
172	на стол	1	1
173	момент здесь	1	1
174	независимо от	2	1
175	как в	3	1
176	с этим	4	1
177	для всех	3	1
178	некоторое время	1	1
179	сходство между	1	1
180	и наконец	2	1
181	эту проблему	1	1
182	и отчасти	2	1
183	роль играет	3	1
184	тут нет	1	1
185	то в	1	1
186	в самом	4	1
187	что это	2	1
188	в целом	2	1
189	за это	1	1
190	еще один	2	1
191	встреча с	2	1
192	тому же	4	1
193	как он	3	1
194	безумия или	1	1
195	да и	1	1
196	которой не	1	1
197	в первой	4	1
198	всех этих	6	1
199	же это	1	1
200	чем у	1	1
201	из него	1	1
202	никому не	1	1
203	и этот	1	1
204	это конечно	1	1
205	не будет	1	1
206	конечно в	2	1
207	мировой литературе	2	1
208	самим собой	1	1
209	этой традиции	3	1
210	это было	4	1
211	дома и	1	1
212	на пиру	3	1
213	смеха и	2	1
214	было бы	2	1
215	в жизни	1	1
216	из первых	1	1
217	а за	1	1
218	автору и	1	1
219	он и	3	1
220	с большою	1	1
221	такой же	4	1
222	одного и	1	1
223	и их	5	1
224	человеком и	2	1
225	своего рода	4	1
226	в поэме	1	1
227	не будем	2	1
228	конце жизни	2	1
229	тем не	1	1
230	есть еще	1	1
231	не могли	1	1
232	что этот	1	1
233	раз и	1	1
234	на три	1	1
235	вплоть до	2	1
236	но они	3	1
237	что эта	2	1
238	человечества и	1	1
239	не имеет	3	1
240	правда в	1	1
241	первая часть	2	1
242	даже во	1	1
243	в процессе	1	1
244	было не	1	1
245	также что	1	1
246	следовательно и	1	1
247	ничего не	4	1
248	того как	1	1
249	на мертвые	1	1
250	это то	1	1
251	он хочет	2	1
252	это слово	1	1
253	потому что	7	1
254	в эпизоде	9	1
255	этом отношении	5	1
256	один раз	2	1
257	в мировой	1	1
258	в духе	2	1
259	в речах	1	1
260	надежды на	1	1
261	во все	2	1
262	сама жизнь	1	1
263	ничего общего	1	1
264	правда не	1	1
265	не совсем	1	1
266	с ее	5	1
267	и образ	3	1
268	свою очередь	1	1
269	не могло	3	1
270	из сильнейших	1	1
271	но мы	2	1
272	идет не	1	1
273	то время	3	1
274	роль в	2	1
275	и сам	1	1
276	так и	6	1
277	было в	1	1
278	еще в	2	1
279	во второй	2	1
280	том как	2	1
281	жизнь и	2	1
282	и вообще	2	1
283	во всяком	1	1
284	в будущее	2	1
285	до сих	3	1
286	нас в	2	1
287	к нему	2	1
288	во всех	13	1
289	от них	1	1
290	я думаю	1	1
291	во всей	1	1
292	я вижу	1	1
293	в форме	1	1
294	и можно	1	1
295	вслед за	1	1
296	в свете	2	1
297	большой успех	1	1
298	и самые	1	1
299	к которому	1	1
300	один из	2	1
301	но с	1	1
302	ли он	2	1
303	она правда	1	1
304	в качестве	2	1
305	же он	1	1
306	себя в	1	1
307	в душе	1	1
308	что для	1	1
309	говорит о	1	1
310	в известной	2	1
311	мы находим	4	1
312	в одном	3	1
313	друг друга	1	1
314	не просто	1	1
315	от того	3	1
316	в особенности	2	1
317	обо мне	1	1
318	нужно было	1	1
319	и речи	1	1
320	и из	1	1
321	именно в	3	1
322	характерно для	3	1
323	труд и	2	1
324	души и	1	1
325	возвращается в	1	1
326	прежде всего	10	1
327	выше и	1	1
328	на этот	3	1
329	de la	2	1
330	до конца	1	1
331	в ту	2	1
332	мешало их	1	1
333	во франции	2	1
334	себя на	1	1
335	с помощью	3	1
336	в частности	1	1
337	людей было	1	1
338	время с	1	1
339	он ее	1	1
340	этот мотив	1	1
341	каковы же	1	1
342	что за	1	1
343	не дают	1	1
344	и никому	1	1
345	по которой	1	1
346	того что	3	1
347	хотя он	1	1
348	был в	1	1
349	в свое	1	1
350	еще раз	1	1
351	в условиях	2	1
352	сих пор	3	1
353	под влиянием	1	1
354	и выражение	1	1
355	более того	1	1
356	и от	4	1
357	но на	3	1
358	котором он	1	1
359	и другими	1	1
360	хотя и	5	1
361	ее и	1	1
362	бы в	4	1
363	еще более	1	1
364	но зато	1	1
365	и последовательность	1	1
366	но вот	1	1
367	и начинается	1	1
368	быть и	1	1
369	свободой и	1	1
370	ощущению своей	1	1
371	из этого	1	1
372	только о	1	1
373	конечно никаких	1	1
374	жизни и	8	1
375	как на	4	1
376	в таком	1	1
377	они не	1	1
