N	2gram	Bakhtin_KF_1	Problema
1	и не	26	28
2	то есть	1	27
3	не только	5	24
4	только в	16	23
5	в виде	2	22
6	вовсе не	7	21
7	и в	24	20
8	в том	6	20
9	ни в	12	17
10	не просто	1	16
11	все эти	10	16
12	смысле слова	1	15
13	то что	7	15
14	потому что	2	15
15	точки зрения	12	14
16	той или	3	14
17	было бы	8	14
18	но и	9	14
19	также и	1	13
20	не в	12	13
21	или иной	2	13
22	в нашем	1	12
23	в себе	21	12
24	том что	4	12
25	не есть	20	12
26	с точки	9	11
27	по себе	2	11
28	прежде всего	2	11
29	едва ли	2	10
30	отнюдь не	6	10
31	тем не	2	10
32	и его	17	10
33	не менее	3	10
34	так и	2	10
35	в качестве	2	10
36	это значит	1	10
37	не является	1	10
38	в этом	14	9
39	может быть	45	9
40	и даже	1	9
41	все это	10	9
42	но в	5	8
43	содержит в	1	8
44	если бы	8	8
45	значит что	1	8
46	что он	2	8
47	в результате	1	8
48	и все	7	8
49	во всяком	1	8
50	то же	5	7
51	мы не	3	7
52	в ней	3	7
53	еще не	4	7
54	и с	1	7
55	ясно что	3	7
56	это не	10	7
57	здесь не	3	7
58	хотя бы	4	7
59	и тем	3	7
60	именно в	5	7
61	а не	17	7
62	и потому	2	7
63	мы имеем	5	6
64	а только	1	6
65	только при	1	6
66	при этом	4	6
67	всех этих	3	6
68	об этом	1	6
69	как и	5	6
70	в данном	2	6
71	в каком	4	6
72	же самое	1	6
73	в виду	3	6
74	по своему	3	6
75	но это	6	6
76	и от	1	6
77	для нас	4	6
78	на самом	3	5
79	действительности и	1	5
80	но не	12	5
81	как в	2	5
82	хотя и	1	5
83	в нем	28	5
84	в этих	1	5
85	и очень	1	5
86	когда мы	1	5
87	и о	1	5
88	в ее	16	5
89	каждый раз	1	5
90	о том	3	5
91	можно сказать	1	5
92	и можно	1	5
93	жизни и	8	5
94	уже не	7	5
95	если мы	1	5
96	так как	1	5
97	здесь в	1	5
98	человеческой жизни	1	5
99	не может	27	5
100	вместе с	1	5
101	в смысле	6	5
102	не существует	1	5
103	или в	1	5
104	и ни	3	5
105	ничего общего	2	5
106	это и	2	4
107	и есть	9	4
108	и наконец	1	4
109	в этой	2	4
110	что она	1	4
111	времени и	4	4
112	с тем	2	4
113	несмотря на	1	4
114	данте и	1	4
115	в своей	10	4
116	всяком случае	1	4
117	в одном	4	4
118	в отношении	1	4
119	тем самым	4	4
120	отличается от	1	4
121	не имеет	5	4
122	только не	1	4
123	ни о	1	4
124	здесь как	1	4
125	жизнь и	2	4
126	с ним	5	4
127	в математике	1	4
128	и во	1	4
129	во всех	11	4
130	и только	6	4
131	одной из	1	4
132	и ее	2	4
133	что не	3	4
134	уже давно	1	4
135	с этим	1	4
136	как бы	9	4
137	как раз	1	4
138	и для	9	4
139	же в	1	4
140	а в	4	4
141	в то	3	4
142	в какой	1	4
143	самом деле	3	3
144	в зависимости	1	3
145	и этот	3	3
146	он как	1	3
147	и на	3	3
148	но как	5	3
149	в истории	1	3
150	же и	1	3
151	в своем	16	3
152	и к	1	3
153	бы и	3	3
154	имеем в	2	3
155	но все	5	3
156	в другом	3	3
157	того или	3	3
158	этом смысле	3	3
159	здесь нет	2	3
160	в жизни	2	3
161	все равно	1	3
162	как это	1	3
163	в предыдущем	1	3
164	если и	1	3
165	как о	1	3
166	дело не	2	3
167	и сама	1	3
168	можно ли	1	3
169	уже и	1	3
170	в области	2	3
171	зависимости от	1	3
172	к тому	1	3
173	себе в	1	3
174	другими словами	1	3
175	с собой	1	3
176	и весь	2	3
177	не выходит	1	3
178	все в	1	3
179	к нему	12	3
180	общее и	3	3
181	в его	40	3
182	что и	7	3
183	то для	1	3
184	конечно не	7	3
185	в сознании	2	3
186	а это	2	3
187	только к	1	3
188	здесь мы	4	3
189	для него	8	3
190	себе и	3	3
191	мы можем	1	3
192	тем что	3	3
193	для того	3	3
194	не было	8	3
195	были бы	2	3
196	которые как	1	3
197	если не	2	3
198	нет ничего	1	3
199	ни на	1	3
200	к его	1	3
201	независимо от	3	3
202	из которых	2	3
203	или иного	3	3
204	это есть	2	3
205	что мы	1	3
206	только для	1	3
207	между прочим	1	3
208	это уже	2	3
209	сознания и	3	3
210	или другой	1	3
211	и как	2	3
212	мы должны	1	3
213	все они	1	3
214	совершенно не	6	3
215	что в	4	3
216	о каких	1	2
217	чтобы не	2	2
218	мы здесь	2	2
219	и то	2	2
220	бы для	1	2
221	за собой	1	2
222	в которой	1	2
223	функции в	1	2
224	так чтобы	1	2
225	говорить о	2	2
226	ему в	2	2
227	и он	1	2
228	нет в	4	2
229	столь же	1	2
230	в чем	4	2
231	ни только	1	2
232	нет и	3	2
233	относится к	1	2
234	является только	1	2
235	что именно	1	2
236	все же	5	2
237	не являются	1	2
238	ясно и	3	2
239	что это	3	2
240	ни одна	2	2
241	в известном	1	2
242	другом случае	1	2
243	если он	1	2
244	на его	1	2
245	он не	6	2
246	с основной	1	2
247	перестает быть	1	2
248	не к	1	2
249	в корне	2	2
250	с ее	2	2
251	в понятии	1	2
252	новое и	1	2
253	не будет	2	2
254	и может	3	2
255	на все	1	2
256	его в	5	2
257	весь мир	2	2
258	кажется что	2	2
259	смысле не	2	2
260	этого не	1	2
261	теоретические категории	1	2
262	в котором	24	2
263	она в	1	2
264	но эта	5	2
265	не будем	1	2
266	и всякого	1	2
267	при условии	2	2
268	есть именно	2	2
269	значимость в	1	2
270	бы быть	5	2
271	того же	1	2
272	друг друга	1	2
273	дело в	2	2
274	здесь на	1	2
275	но только	1	2
276	того чтобы	2	2
277	и по	1	2
278	к ней	1	2
279	во всем	7	2
280	до того	1	2
281	у меня	1	2
282	есть только	1	2
283	во все	1	2
284	и всех	1	2
285	другой и	1	2
286	созерцания и	1	2
287	для себя	5	2
288	и это	12	2
289	мы его	1	2
290	это будет	1	2
291	одном случае	1	2
292	и совершенно	3	2
293	и когда	2	2
294	и каждый	1	2
295	не предмет	1	2
296	можно только	1	2
297	для этого	2	2
298	остановимся на	1	2
299	только так	1	2
300	в значительной	1	2
301	не раз	1	2
302	это было	2	2
303	ли кто-нибудь	1	2
304	с его	1	2
305	уже чисто	1	2
306	мы ни	1	2
307	в литературе	1	2
308	ни к	2	2
309	тот же	1	2
310	с ними	3	2
311	дело с	2	2
312	тем она	1	2
313	со всеми	2	2
314	себя в	8	2
315	бесконечное множество	1	2
316	только на	1	2
317	в конкретной	2	2
318	а то	1	2
319	то только	1	2
320	никто не	1	2
321	в самом	1	2
322	а именно	1	2
323	она является	1	2
324	была бы	1	2
325	в это	2	2
326	если оно	1	2
327	понятие о	1	2
328	находятся в	1	2
329	том смысле	1	2
330	как предмет	2	2
331	это можно	2	2
332	мы только	1	2
333	другое дело	2	2
334	из себя	8	2
335	еще более	2	2
336	только что	1	2
337	ни было	4	2
338	жизни в	5	2
339	с ней	1	2
340	меня в	3	2
341	но этот	1	2
342	только он	1	1
343	можно говорить	1	1
344	говоря о	1	1
345	нельзя жить	1	1
346	в эстетике	1	1
347	тем же	1	1
348	от своей	5	1
349	и до	1	1
350	что эти	1	1
351	данного момента	2	1
352	как представитель	1	1
353	ведь и	1	1
354	нем и	3	1
355	и должен	2	1
356	здесь нам	1	1
357	если я	2	1
358	на первом	2	1
359	как единство	1	1
360	что между	1	1
361	и тут	1	1
362	вопрос о	2	1
363	единство и	1	1
364	науки и	1	1
365	именно к	1	1
366	не была	1	1
367	так называемые	1	1
368	жизни это	1	1
369	не был	1	1
370	бы то	2	1
371	является еще	1	1
372	тем как	3	1
373	а следовательно	3	1
374	сказать и	1	1
375	совсем не	2	1
376	мы будем	1	1
377	жить и	2	1
378	и всякий	1	1
379	мышления есть	1	1
380	так по	1	1
381	вообще как	1	1
382	отношение к	5	1
383	есть просто	1	1
384	в оценке	1	1
385	отличаются от	1	1
386	только путем	1	1
387	единая и	3	1
388	искусства который	1	1
389	его на	2	1
390	выйти из	1	1
391	как к	2	1
392	от научных	1	1
393	виду и	1	1
394	даже трудно	1	1
395	в единый	1	1
396	когда он	1	1
397	я должен	7	1
398	жизни может	1	1
399	в действительности	1	1
400	в этот	1	1
401	или иную	1	1
402	можно в	1	1
403	для которого	3	1
404	себе как	2	1
405	ни один	1	1
406	в целом	10	1
407	бы не	3	1
408	и пространства	1	1
409	действительности а	1	1
410	думать что	2	1
411	содержания нет	1	1
412	и будущее	2	1
413	бы только	1	1
414	того именно	2	1
415	но ведь	5	1
416	что теория	1	1
417	на то	1	1
418	в единстве	7	1
419	такие которые	1	1
420	с чем	1	1
421	к выводу	1	1
422	все другие	1	1
423	и общее	2	1
424	жизни которой	1	1
425	не значит	6	1
426	нее и	1	1
427	эта последняя	1	1
428	в принципе	2	1
429	прочим и	1	1
430	отношений между	1	1
431	мир как	6	1
432	сказать это	1	1
433	его от	1	1
434	и говорить	1	1
435	что может	1	1
436	лишь с	2	1
437	такие философские	1	1
438	все с	1	1
439	недостаток всех	1	1
440	конца и	1	1
441	поскольку она	2	1
442	то ни	2	1
443	познания поскольку	1	1
444	имеют в	1	1
445	не сможет	1	1
446	причем все	1	1
447	содержания но	2	1
448	себя не	3	1
449	жизни вообще	1	1
450	действительности в	2	1
451	дело здесь	2	1
452	он есть	1	1
453	было с	1	1
454	всю свою	1	1
455	и элементарная	1	1
456	эти моменты	2	1
457	и точности	1	1
458	смерть и	1	1
459	их взаимное	1	1
460	из нее	1	1
461	но уже	1	1
462	рядом с	3	1
463	эту особенность	1	1
464	их для	2	1
465	и уже	1	1
466	жизни но	3	1
467	чем в	1	1
468	синтеза и	1	1
469	должно быть	6	1
470	как таковой	1	1
471	нисколько не	4	1
472	смысл и	6	1
473	но где	1	1
474	и поскольку	1	1
475	не заинтересованное	1	1
476	как все	1	1
477	мыслится и	1	1
478	в их	8	1
479	я люблю	1	1
480	себе а	2	1
481	содержание научного	1	1
482	не как	4	1
483	от его	5	1
484	там увы	1	1
485	признать что	1	1
486	и каждая	1	1
487	поэтому в	1	1
488	этих моментов	2	1
489	эта картина	1	1
490	это дело	1	1
491	в своих	3	1
492	войти в	2	1
493	том же	1	1
494	что этот	3	1
495	этот мир	2	1
496	сам этот	2	1
497	что эта	2	1
498	тому что	2	1
499	раз и	2	1
500	во главе	2	1
501	к такой	1	1
502	человек и	1	1
503	дело когда	2	1
504	что ему	1	1
505	есть принцип	1	1
506	жизни рождение	1	1
507	его жизнью	1	1
508	к этим	1	1
509	это нисколько	1	1
510	тем беднее	1	1
511	есть тем	1	1
512	из их	1	1
513	чем не	4	1
514	следовательно и	1	1
515	никогда не	5	1
516	вся его	1	1
517	ничего не	3	1
518	жизни не	1	1
519	до их	1	1
520	или как	2	1
521	тоже только	1	1
522	по своей	1	1
523	ему и	1	1
524	это слово	1	1
525	некоторым образом	1	1
526	теоретически и	1	1
527	единое и	5	1
528	то этот	1	1
529	только с	3	1
530	нового времени	1	1
531	и делает	2	1
532	можно взять	1	1
533	в основе	5	1
534	мы признаем	1	1
535	говоря вообще	1	1
536	конечно здесь	1	1
537	могут быть	3	1
538	в категориях	4	1
539	вошли в	1	1
540	всего в	1	1
541	бы он	2	1
542	что уже	1	1
543	в каждом	3	1
544	но к	1	1
545	утверждать что	1	1
546	однако по	1	1
547	чтобы охватить	1	1
548	можно и	2	1
549	дальше отходит	1	1
550	что все	1	1
551	свою очередь	1	1
552	всего этого	1	1
553	на основе	7	1
554	единый и	3	1
555	чтобы быть	2	1
556	категории являются	1	1
557	уже с	1	1
558	отвлечься от	1	1
559	на том	1	1
560	котором мы	3	1
561	умирает в	1	1
562	особенно в	1	1
563	произведения не	1	1
564	к совершенно	1	1
565	который я	1	1
566	не нужно	2	1
567	это только	2	1
568	к пределу	1	1
569	в содержании	1	1
570	но здесь	3	1
571	действительность и	1	1
572	познания и	4	1
573	и здесь	7	1
574	объективного и	1	1
575	возможна только	1	1
576	настоящее время	1	1
577	не содержит	1	1
578	мог бы	1	1
579	основе своей	2	1
580	единства и	2	1
581	может не	2	1
582	места и	4	1
583	тем или	1	1
584	другого а	1	1
585	и требует	1	1
586	не отличаются	1	1
587	когда оно	1	1
588	положения и	3	1
589	ним и	3	1
590	конечно может	1	1
591	принципа для	3	1
592	все во	2	1
593	себя но	1	1
594	и содержания	1	1
595	вообще и	1	1
596	содержание можно	1	1
597	уже во	1	1
598	каких бы	1	1
599	и она	2	1
600	значит иметь	1	1
601	в каких	1	1
602	того что	3	1
603	предмета и	1	1
604	быть и	3	1
605	известном смысле	1	1
606	познания но	2	1
