N	2gram	Trubetskoy_1	RusskieA
1	и в	23	36
2	а а	1	25
3	не только	7	22
4	том что	19	19
5	что в	8	19
6	в том	30	17
7	но и	9	16
8	так как	7	15
9	и другие	1	13
10	в этом	12	12
11	в других	1	11
12	и на	6	10
13	в этот	1	10
14	это не	3	10
15	как и	9	10
16	как мы	2	10
17	вместе с	6	10
18	потому что	9	10
19	а в	3	9
20	состоит в	1	8
21	и по	3	8
22	с тем	2	8
23	у нас	3	8
24	о том	7	8
25	один из	1	8
26	из них	5	8
27	может быть	16	8
28	что они	2	7
29	так и	10	7
30	между тем	12	7
31	что и	7	7
32	и других	2	7
33	мы не	1	6
34	в виде	4	6
35	таким образом	31	6
36	при этом	9	6
37	не имеет	1	6
38	уже не	1	6
39	в них	2	6
40	и не	8	6
41	все это	11	6
42	для нас	3	6
43	будто бы	1	6
44	то что	18	6
45	а и	8	5
46	как в	1	5
47	все же	13	5
48	во многих	1	5
49	в которых	2	5
50	того как	1	5
51	как будто	5	5
52	некоторые другие	1	5
53	с ними	2	5
54	и у	4	5
55	одно из	3	5
56	в течение	4	5
57	как бы	10	5
58	этом случае	4	5
59	с в	3	4
60	не совсем	1	4
61	еще не	5	4
62	во всех	10	4
63	в эти	3	4
64	что по	3	4
65	после этого	1	4
66	входит в	1	4
67	их на	1	4
68	из этих	8	4
69	в их	4	4
70	что этот	1	4
71	тому что	2	4
72	одна из	2	4
73	связи с	4	4
74	что на	1	4
75	к тому	8	4
76	так в	1	4
77	и что	8	4
78	и их	5	4
79	тем что	1	4
80	а с	4	4
81	в тех	3	4
82	того что	6	4
83	по существу	6	4
84	в связи	3	4
85	не может	17	4
86	только в	6	4
87	к этому	5	4
88	на каждом	2	3
89	представление о	3	3
90	если в	1	3
91	которые не	3	3
92	в своем	10	3
93	что это	5	3
94	и те	2	3
95	на этом	2	3
96	то же	4	3
97	но все	5	3
98	чаще всего	1	3
99	далеко не	5	3
100	несмотря на	6	3
101	в этих	3	3
102	точки зрения	13	3
103	к тем	2	3
104	таким же	3	3
105	с точки	8	3
106	тем не	4	3
107	их в	2	3
108	не менее	7	3
109	в разных	3	3
110	ничего не	1	3
111	к таким	2	3
112	и другой	1	3
113	вывод что	1	3
114	приводит к	1	3
115	к жизни	1	3
116	начиная с	1	3
117	то есть	2	3
118	настоящее время	2	3
119	от них	1	3
120	связаны с	1	3
121	по этому	2	3
122	в качестве	1	3
123	только на	1	3
124	к ним	2	3
125	много и	1	3
126	из приведенных	1	3
127	в области	4	3
128	и из	2	3
129	по происхождению	2	3
130	так же	8	3
131	этого слова	2	3
132	и некоторые	2	3
133	в настоящее	2	3
134	в целях	1	3
135	и к	5	3
136	в свою	2	3
137	как известно	3	2
138	например в	1	2
139	которого в	2	2
140	между двумя	5	2
141	на тех	1	2
142	на себя	1	2
143	как не	2	2
144	в ней	3	2
145	иное как	1	2
146	это имеет	1	2
147	друг к	2	2
148	на самом	7	2
149	но не	2	2
150	тогда как	6	2
151	отнюдь не	2	2
152	независимо от	2	2
153	что именно	1	2
154	с этим	11	2
155	мы можем	6	2
156	хотя и	4	2
157	и как	1	2
158	его к	1	2
159	но в	4	2
160	та же	3	2
161	в целом	5	2
162	все эти	19	2
