N	2gram	Voloshinov_1	Formalny
1	и не	14	30
2	вовсе не	2	28
3	и в	38	27
4	может быть	13	25
5	не может	12	24
6	так и	6	21
7	и его	7	19
8	в этом	10	18
9	таким образом	7	18
10	а не	6	17
11	самом деле	4	16
12	точки зрения	10	16
13	то же	14	15
14	в нем	4	15
15	в процессе	6	15
16	и пр	4	15
17	между ними	3	15
18	на самом	3	14
19	как и	10	14
20	с точки	5	14
21	не в	6	12
22	если бы	4	12
23	социальной оценки	1	12
24	в самом	4	11
25	в жизни	2	11
26	и от	7	11
27	художественное произведение	1	11
28	не могут	1	10
29	место в	2	10
30	но и	13	10
31	в действительности	1	9
32	не только	27	9
33	лишь в	4	9
34	социального общения	14	9
35	так как	7	9
36	так же	4	9
37	отнюдь не	10	8
38	с помощью	6	8
39	как бы	28	8
40	при этом	9	8
41	ни в	1	8
42	как мы	9	8
43	только в	6	8
44	как раз	1	8
45	то что	8	8
46	и все	4	8
47	что в	1	8
48	художественного произведения	1	7
49	тем же	3	7
50	с тем	8	7
51	не менее	1	7
52	же время	7	7
53	потому что	5	7
54	его в	4	7
55	между тем	3	7
56	в его	6	7
57	в том	2	7
58	для них	2	7
59	если мы	4	7
60	там где	1	7
61	все это	4	7
62	совершенно не	3	7
63	в то	9	7
64	еще не	3	6
65	и понимания	1	6
66	но в	5	6
67	все эти	2	6
68	в своей	2	6
69	данной социальной	1	6
70	и теперь	1	6
71	все время	5	6
72	было бы	7	6
73	в литературе	1	6
74	что он	2	6
75	с другой	1	6
76	идеологического кругозора	1	6
77	вместе с	5	6
78	все же	7	6
79	и для	3	6
80	бы в	5	6
81	хотя бы	18	6
82	в своих	2	6
83	в зависимости	5	5
84	зависимости от	5	5
85	но не	2	5
86	в истории	1	5
87	в одной	1	5
88	независимо от	5	5
89	что именно	3	5
90	в художественном	1	5
91	так сказать	4	5
92	высказывание как	2	5
93	войти в	2	5
94	того чтобы	7	5
95	если же	1	5
96	в ней	8	5
97	в дальнейшем	2	5
98	никогда не	7	5
99	в идеологическом	1	5
100	связи с	3	5
101	большинстве случаев	1	5
102	и их	5	5
103	друг друга	2	5
104	тем что	2	5
105	именно так	1	5
106	и потому	2	5
107	тому как	1	5
108	что же	8	5
109	высказывания и	3	5
110	идеологической среды	1	5
111	не является	5	5
112	в результате	1	5
113	другой стороны	1	5
114	можно говорить	1	4
115	не есть	1	4
116	произведения но	1	4
117	в конкретном	1	4
118	мы не	9	4
119	быть понято	2	4
120	как в	2	4
121	и как	9	4
122	в целом	4	4
123	и те	1	4
124	но ведь	6	4
125	в ее	3	4
126	в слове	3	4
127	том что	3	4
128	жизнь не	1	4
129	установка на	1	4
130	по себе	1	4
131	она не	1	4
132	тогда когда	1	4
133	мы можем	7	4
134	и является	5	4
135	к тому	4	4
136	роль в	3	4
137	следовательно и	1	4
138	о том	4	4
139	как ее	1	4
140	связь между	2	4
141	слов и	7	4
142	же и	1	4
143	конечно не	3	4
144	уже в	5	4
145	в большинстве	1	4
146	только на	3	4
147	ориентации в	1	4
148	социальной жизни	2	4
149	для того	9	4
150	со стороны	1	4
151	прежде всего	21	4
152	в связи	2	4
153	мы видели	5	4
154	как это	5	4
155	отвлечемся от	1	4
156	да и	4	4
157	в высказывание	1	4
158	слова и	5	4
159	между собой	2	4
160	в романе	1	4
161	от всех	1	4
162	жизни и	3	4
163	одним из	1	3
164	же как	1	3
165	того же	1	3
166	помощью языка	1	3
167	мы уже	10	3
168	той же	5	3
169	в виду	3	3
170	и на	6	3
171	в которых	2	3
172	столь же	1	3
173	во всех	6	3
174	то мы	3	3
175	то он	3	3
176	нет и	3	3
177	бы и	2	3
178	что это	4	3
179	формы в	1	3
180	в себе	9	3
181	вследствие этого	2	3
182	этот процесс	2	3
183	и выбор	4	3
184	и с	5	3
185	те же	4	3
186	материала и	1	3
187	искусства в	1	3
188	это не	3	3
189	и тем	6	3
190	в плоскость	1	3
191	как таковой	3	3
192	раз и	1	3
193	в этих	2	3
194	высказывания как	3	3
195	творчества и	1	3
196	как от	1	3
197	тому что	5	3
198	в основе	2	3
199	для нас	3	3
200	ничто не	1	3
201	этом отношении	2	3
202	же самое	5	3
203	совершается в	1	3
204	только то	1	3
205	в произведении	1	3
206	ясно что	2	3
207	еще в	1	3
208	никак не	1	3
209	и что	1	3
210	можно сказать	4	3
211	их в	3	3
212	и следовательно	5	3
213	в него	1	3
214	дело с	1	3
215	в какой	2	3
216	одни и	1	3
217	уже не	4	3
218	его и	3	3
219	нуждается в	2	3
220	в конце	6	3
221	произведения и	1	3
222	слово как	7	3
223	не о	1	3
224	пришли к	1	3
225	всякое высказывание	3	3
226	литературное произведение	2	3
227	души и	1	3
228	у нас	4	3
229	от идеологического	1	3
230	целого высказывания	1	3
231	может стать	2	3
232	в той	5	3
233	того что	4	3
234	в конструкции	3	3
235	может и	1	3
236	сказать что	3	3
237	равно как	2	3
238	и эта	3	3
239	смысле слова	1	2
240	отношения к	3	2
241	чтобы не	1	2
242	человека и	1	2
243	он может	1	2
244	это и	1	2
245	его со	1	2
246	в котором	3	2
247	значение он	1	2
248	обойтись без	1	2
249	бы например	1	2
250	язык как	1	2
251	в сущности	1	2
252	так чтобы	1	2
253	говорить о	1	2
254	социальной группы	3	2
255	так называемые	4	2
256	и сами	1	2
257	оценок и	1	2
258	роман и	1	2
259	с его	7	2
260	конечно это	1	2
261	жизни с	1	2
262	видели что	3	2
263	в сторону	1	2
264	в общем	1	2
265	очевидно что	2	2
266	ведь мы	1	2
267	или иное	4	2
268	за пределы	1	2
269	связи и	1	2
270	в кругозор	2	2
271	в своем	1	2
272	не являются	1	2
273	увидим что	2	2
274	материалом и	2	2
275	от этого	1	2
276	то в	1	2
277	целого произведения	2	2
278	бы не	2	2
279	из этих	1	2
280	в этой	6	2
281	только один	1	2
282	как он	1	2
283	вообще не	1	2
284	главным образом	3	2
285	перестает быть	1	2
286	всех этих	1	2
287	высказывания его	2	2
288	не значит	1	2
289	не как	1	2
290	внутренней речи	18	2
291	одной и	2	2
292	на этом	1	2
293	лишь с	1	2
294	в основу	1	2
295	человека в	2	2
296	этим самым	1	2
297	на протяжении	1	2
298	уже знаем	1	2
299	ведь если	2	2
300	даже что	1	2
301	он является	1	2
302	и вне	1	2
303	и тогда	2	2
304	что собственно	1	2
305	таким же	1	2
306	художественного творчества	5	2
307	бы к	1	2
308	в основном	1	2
309	к одной	1	2
310	вложена в	1	2
311	но эта	2	2
312	друг другу	2	2
313	однако в	2	2
314	что этот	1	2
315	необходимо чтобы	3	2
316	жанр и	2	2
317	в отношении	2	2
318	виду что	1	2
319	дело не	1	2
320	одна из	1	2
321	в нас	2	2
322	только не	1	2
323	слова как	2	2
324	находятся в	1	2
325	и лишь	1	2
326	заложенные в	1	2
327	тем не	1	2
328	не останется	2	2
329	же слова	1	2
330	общения и	4	2
331	в каком	2	2
332	из одного	1	2
333	конструкции и	1	2
334	и это	7	2
335	как не	2	2
336	но при	3	2
337	здесь не	2	2
338	внутренняя речь	5	2
339	то или	4	2
340	был бы	1	2
341	вошел в	2	2
342	это только	1	2
343	является в	1	2
344	поэтому в	1	2
345	жанра в	1	2
346	для этого	1	2
347	ничего не	8	2
348	на все	1	2
349	знака и	1	2
350	в самой	1	2
351	или на	1	2
352	и содержание	2	2
353	последнем счете	1	2
354	и во	1	2
355	мы ни	3	2
356	что и	3	2
357	от этих	1	2
358	может иметь	1	2
359	мы увидим	5	2
360	и действительно	1	2
361	должен быть	2	2
362	произведения совершается	1	2
363	же он	1	2
364	не можем	1	2
365	языка как	1	2
366	является не	1	2
367	в данной	3	2
368	из них	3	2
369	и социально	1	2
370	ту или	3	2
371	совсем другое	1	2
