N	2gram	Vygotskiy__3	Stilisti
1	и в	38	42
2	не только	12	27
3	как бы	14	27
4	хотя бы	2	17
5	то же	10	15
6	но и	5	15
7	и не	10	14
8	не может	7	12
9	может быть	19	12
10	мы уже	7	11
11	как и	8	11
12	точки зрения	16	11
13	отнюдь не	2	10
14	в этом	13	10
15	и как	8	10
16	как мы	7	10
17	мы должны	1	10
18	что мы	1	10
19	мы не	5	9
20	при этом	4	9
21	в то	3	9
22	для того	8	9
23	то что	35	9
24	в ней	15	8
25	все же	8	8
26	в себе	4	8
27	таким образом	12	8
28	тем самым	1	8
29	и это	8	8
30	с тем	8	8
31	эти слова	2	8
32	что же	2	8
33	в зависимости	1	7
34	зависимости от	1	7
35	и на	6	7
36	в которой	5	7
37	было бы	12	7
38	и тем	3	7
39	так как	6	7
40	никогда не	4	7
41	потому что	14	7
42	того чтобы	9	7
43	ничего не	2	7
44	с его	1	7
45	слов и	2	7
46	только в	4	7
47	и его	6	7
48	мы можем	7	7
49	а не	7	7
50	во всех	4	6
51	мы будем	1	6
52	в этой	13	6
53	на его	1	6
54	в нем	4	6
55	не в	12	6
56	или как	1	6
57	когда мы	2	6
58	так и	1	6
59	язык и	1	6
60	в форме	1	6
61	и так	1	6
62	в конце	2	6
63	в свою	4	6
64	той же	2	5
65	в той	5	5
66	независимо от	1	5
67	и наконец	2	5
68	одно и	3	5
69	и с	1	5
70	того или	1	5
71	мы видели	6	5
72	с точки	9	5
73	и той	2	5
74	тому что	6	5
75	а в	7	5
76	не является	1	5
77	же самое	10	5
78	те же	1	5
79	в его	5	5
80	и следовательно	2	5
81	и их	1	5
82	мы никогда	1	5
83	вместе с	5	5
84	как это	6	5
85	своей жизни	2	5
86	или иного	1	5
87	и то	8	4
88	самом деле	21	4
89	что именно	2	4
90	и к	3	4
91	но в	3	4
92	в самом	25	4
93	что это	10	4
94	так сказать	5	4
95	уже не	2	4
96	можно было	1	4
97	его в	3	4
98	самого начала	6	4
99	на него	1	4
100	у нас	2	4
101	но все	1	4
102	всего в	1	4
103	к тому	6	4
104	на это	3	4
105	свою очередь	2	4
106	с самого	6	4
107	если бы	14	4
108	в словах	1	4
109	о том	6	4
110	можно сказать	1	4
111	которой мы	1	4
112	все время	30	4
113	того что	4	4
114	один из	6	4
115	мы видим	12	4
116	мы увидим	12	4
117	в качестве	2	4
118	если мы	6	4
119	само собой	1	4
120	были бы	3	4
121	не просто	2	4
122	а с	2	4
123	в слове	1	4
124	то есть	15	4
125	к своему	2	4
126	все это	3	4
127	не знаем	2	4
128	бы в	3	4
129	выбор слов	1	4
130	так же	2	4
131	отношения к	2	3
132	на самом	2	3
133	еще не	1	3
134	видели что	2	3
135	нет и	1	3
136	перед нами	8	3
137	хотя и	1	3
138	та же	3	3
139	если он	4	3
140	что всякое	2	3
141	уже видели	1	3
142	не к	3	3
143	и вот	2	3
144	их в	2	3
145	заключает в	1	3
146	здесь мы	4	3
147	не будет	1	3
148	это не	1	3
149	чаще всего	1	3
150	не мог	4	3
151	том что	14	3
152	что такое	1	3
153	бы мы	1	3
154	общий смысл	1	3
155	что оно	2	3
156	в виду	4	3
157	но при	1	3
158	в ее	7	3
159	роль в	1	3
160	что у	7	3
161	мы в	2	3
162	и здесь	6	3
163	не имеем	1	3
164	то мы	1	3
165	когда личность	1	3
166	жизни и	1	3
167	конечно не	4	3
168	только на	1	3
169	из них	6	3
170	не так	3	3
171	представить себе	1	3
172	в котором	6	3
173	в одном	8	3
174	но что	2	3
175	что и	4	3
176	и даже	4	3
177	и эта	1	3
178	так называемой	3	3
179	и уже	2	3
180	если не	1	3
181	ни на	1	3
182	в тех	4	3
183	этого слова	2	3
184	как только	3	3
185	в целом	4	3
186	в начале	1	3
187	и для	4	3
188	для нас	8	3
189	и все	10	3
190	главным образом	3	3
191	между ними	1	3
192	сказать что	4	3
193	с кем	1	2
194	нас не	1	2
195	что эти	4	2
196	и больше	2	2
197	и этот	3	2
198	к нашей	1	2
199	и конечно	3	2
200	мы имеем	1	2
201	нам в	2	2
202	как не	1	2
203	и он	1	2
204	быть понято	1	2
205	же слово	1	2
206	между собой	2	2
207	природы и	1	2
208	все больше	2	2
209	но не	1	2
210	должны были	2	2
211	очевидно что	2	2
212	можем не	2	2
213	отношение к	1	2
214	как в	4	2
215	от нашего	1	2
216	тех случаях	1	2
217	целый ряд	2	2
218	между двумя	1	2
219	к чему	6	2
220	ни один	1	2
221	представляет собой	2	2
222	все эти	4	2
223	бы не	3	2
224	и те	1	2
225	тому же	1	2
226	друг другу	2	2
227	уяснить себе	2	2
228	происходит как	1	2
229	по своему	4	2
230	же самая	2	2
231	одной и	2	2
232	ясно что	6	2
233	есть не	1	2
234	с этим	8	2
235	немедленно же	1	2
236	в жизни	1	2
237	но мы	2	2
238	мы обычно	1	2
239	нашего исследования	1	2
240	которые с	2	2
241	он сказал	1	2
242	в этих	2	2
243	и при	1	2
244	в своей	5	2
245	что вся	1	2
246	мы говорили	3	2
247	место в	3	2
248	в которых	6	2
249	но эта	1	2
250	совершенно иначе	2	2
251	однако в	1	2
252	который мы	3	2
253	мы решительно	1	2
254	и форму	1	2
255	ее с	1	2
256	в основе	3	2
257	в нас	4	2
258	каждый из	1	2
259	смысл его	1	2
260	это слово	1	2
261	эти три	1	2
262	этом отношении	1	2
263	точном смысле	1	2
264	за ними	1	2
265	конечно только	1	2
266	все то	7	2
267	не есть	1	2
268	из всего	2	2
269	у себя	1	2
270	здесь не	3	2
271	и когда	5	2
272	из двух	3	2
273	не с	1	2
274	подойти к	1	2
275	вошел в	2	2
276	и вообще	1	2
277	с ним	2	2
278	к рассмотрению	1	2
279	впоследствии и	1	2
280	не создал	1	2
281	этих слов	1	2
282	видим что	8	2
283	в том	25	2
284	тот же	3	2
285	что он	11	2
286	в какой	5	2
287	решительно ничего	1	2
288	это же	2	2
289	для всех	2	2
290	не будут	1	2
291	для него	2	2
292	для них	1	2
293	заметить что	2	2
294	тем что	3	2
295	перейти к	1	2
296	а на	1	2
297	к которому	1	2
298	еще и	2	2
299	больше и	3	2
300	не было	1	2
301	зависит от	1	2
302	до конца	2	2
303	на возможность	2	2
304	не будь	1	2
305	должна была	1	2
306	равно как	1	2
307	и потому	1	2
308	в разговоре	1	2
309	из которых	4	2
310	разве не	2	2
311	смысле этого	2	2
312	в первой	2	2
313	должно быть	1	2
314	останавливаться на	1	2
315	сих пор	5	2
316	но это	3	2
317	мы найдем	2	2
318	тем и	1	2
319	в точном	1	2
320	разбивается на	1	2
321	или в	5	2
322	у них	2	2
323	и ни	1	2
324	на интонации	1	2
325	или несколько	1	2
326	несмотря на	5	2
327	этот вопрос	1	2
328	с ней	1	2
329	в частности	1	2
330	либо в	2	2
331	к этому	3	2
332	что то	1	2
333	в своих	4	2
334	гораздо более	1	2
335	значения этого	1	1
336	одним из	1	1
337	для построения	1	1
338	этом она	1	1
339	же как	1	1
340	в движение	1	1
341	относится и	1	1
342	чтобы не	1	1
343	художественного произведения	1	1
344	увидим ниже	2	1
345	и определенного	1	1
346	не остается	1	1
347	которое вызывает	2	1
348	что смысл	2	1
349	не иначе	2	1
350	которую они	2	1
351	нас на	2	1
