N	4gram	Vygotskiy__3	KulturaY
1	состоит в том что	3	3
2	одного и того же	4	2
3	иначе как с помощью	1	2
4	в силу того что	2	2
5	заключается в том что	6	2
6	является то обстоятельство что	3	1
7	не может быть решена	1	1
8	не что иное как	1	1
9	а вместе с тем	1	1
10	и вместе с тем	2	1
11	силу того что они	1	1
12	с этой точки зрения	2	1
13	не только потому что	1	1
14	в том что она	1	1
15	в собственном смысле слова	2	1
16	на том основании что	1	1
17	и не потому что	1	1
18	во всех этих случаях	1	1
19	смысле этого слова и	1	1
