N	2gram	Berdyaev_N_1	FransuaR
1	и в	16	41
2	и т.п	2	19
3	мы уже	1	18
4	во всех	3	17
5	в нем	5	16
6	и с	2	16
7	и его	1	13
8	но и	3	13
9	в этом	7	12
10	все эти	2	11
11	все это	5	11
12	в самом	1	10
13	не только	5	10
14	так как	1	10
15	прежде всего	4	10
16	то что	4	10
17	и на	2	9
18	во время	1	9
19	о том	4	9
20	и все	4	9
21	в сущности	1	8
22	но в	2	8
23	в этой	1	8
24	никогда не	6	8
25	и до	1	7
26	в них	4	7
27	как и	7	7
28	том что	2	7
29	в его	1	7
30	у него	2	7
31	связаны с	2	7
32	что в	9	7
33	в эпоху	9	6
34	в то	2	6
35	в образе	1	6
36	вместе с	2	6
37	сказать что	3	6
38	что он	1	6
39	что образ	1	5
40	с его	6	5
41	в ее	3	5
42	в своем	1	5
43	в себе	2	5
44	еще в	1	5
45	но он	1	5
46	во всем	1	5
47	тем что	1	5
48	так и	2	5
49	и что	2	5
50	а также	1	5
51	из них	1	5
52	большинстве случаев	1	5
53	во франции	1	5
54	так же	2	5
55	в той	1	5
56	того же	1	4
57	в средние	3	4
58	в ней	5	4
59	средних веков	1	4
60	как в	3	4
61	не в	6	4
62	в основе	3	4
63	того чтобы	2	4
64	нового времени	12	4
65	у нас	1	4
66	роль в	2	4
67	с ним	1	4
68	все время	2	4
69	с одной	2	4
70	уже в	1	4
71	в большинстве	1	4
72	земли и	1	4
73	в котором	1	4
74	и даже	2	4
75	с другой	3	4
76	одной стороны	2	4
77	и от	2	4
78	а в	2	4
79	не может	16	4
80	средние века	7	4
81	все что	1	4
82	людей в	1	3
83	в чем	1	3
84	с этим	2	3
85	людей и	1	3
86	с другими	1	3
87	было бы	1	3
88	весь мир	1	3
89	и их	1	3
90	также что	1	3
91	потому что	4	3
92	в духе	3	3
93	есть только	1	3
94	до сих	1	3
95	к нему	1	3
96	только в	1	3
97	конечно не	3	3
98	есть в	2	3
99	выходит за	1	3
100	что не	1	3
101	связано с	1	3
102	но оно	1	3
103	не были	1	3
104	и особенно	1	3
105	с миром	1	3
106	и не	11	3
107	сих пор	1	3
108	но это	6	3
109	истории но	1	3
110	и для	4	3
111	жизни и	8	3
112	они не	1	3
113	связана с	2	2
114	это и	2	2
115	ведь и	2	2
116	должна быть	3	2
117	было и	1	2
118	мы не	2	2
119	говорить о	1	2
120	но не	2	2
121	то он	1	2
122	в новом	2	2
123	за пределы	3	2
124	в истории	3	2
125	в центре	2	2
126	хотя и	2	2
127	духа в	2	2
128	он в	1	2
129	он не	8	2
130	что все	2	2
131	значение в	1	2
132	лишь в	6	2
133	это было	3	2
134	одного и	1	2
135	из этих	1	2
136	но если	1	2
137	и сейчас	1	2
138	в своей	3	2
139	в другие	1	2
140	их в	1	2
141	для этого	2	2
142	и очень	1	2
143	это уже	1	2
144	мировой катастрофы	1	2
145	превращается в	1	2
146	к себе	1	2
147	не могут	1	2
148	в области	1	2
149	в эти	1	2
150	должен быть	5	2
151	характер и	1	2
152	и когда	1	2
153	времени и	2	2
154	возможно что	1	2
155	для нового	2	2
156	в значительной	1	2
157	и во	1	2
158	сильнее и	2	2
159	себя в	2	2
160	переходит в	1	2
161	и нового	1	2
162	в конце	1	2
163	может быть	7	2
164	были еще	1	2
165	человека и	3	2
166	а на	1	2
167	был в	1	2
168	не на	1	2
169	а не	17	2
170	от мира	1	2
171	одну из	1	2
172	и потому	4	2
173	как это	2	2
174	не был	1	2
175	что мы	1	2
176	франции и	1	2
177	мира и	2	2
178	в эту	1	2
179	в этих	1	2
180	в том	8	2
181	все они	2	2
182	и у	1	2
183	другой стороны	2	2
184	от всех	1	2
185	есть и	1	2
186	того времени	1	2
187	от этой	1	1
188	и через	1	1
189	он может	1	1
190	был и	1	1
191	в зависимости	1	1
192	стихии и	1	1
193	общества и	2	1
194	не во	4	1
195	эпохи в	1	1
196	и другая	1	1
197	жизни как	2	1
198	то это	1	1
199	зависимости от	1	1
200	из ее	2	1
201	в xix	1	1
202	еще не	3	1
203	на них	1	1
204	мысли и	2	1
205	на их	1	1
206	что его	1	1
207	и мира	1	1
208	весь характер	1	1
209	себя все	1	1
210	значение и	1	1
211	менее всего	1	1
212	себе и	1	1
213	нет и	2	1
214	и нет	1	1
215	что нет	1	1
216	и к	5	1
217	в этот	1	1
218	о самом	1	1
219	в которой	1	1
220	значение становится	1	1
221	возврата в	1	1
222	космос в	1	1
223	думать что	2	1
224	не могла	2	1
225	жизнью и	1	1
226	это связано	2	1
227	перестает быть	4	1
228	другого мира	1	1
229	вот отчего	1	1
230	с собой	1	1
231	но все	1	1
232	это конечно	1	1
233	значительной степени	1	1
234	жить в	1	1
235	на нее	1	1
236	эпоху ренессанса	1	1
237	для всех	1	1
238	на протяжении	2	1
239	к природе	1	1
240	он есть	1	1
241	и просит	1	1
242	в жизни	5	1
243	смены эпох	1	1
244	с тем	3	1
245	он и	1	1
246	рода и	1	1
247	и было	2	1
248	и того	1	1
249	тут нет	1	1
250	но до	1	1
251	во времена	1	1
252	место в	2	1
253	не столько	1	1
254	своего рода	1	1
255	мир и	2	1
256	времени не	1	1
257	по всем	1	1
258	не могли	2	1
259	от состояния	1	1
260	по себе	1	1
261	не менее	4	1
262	в смысле	2	1
263	и отдельных	1	1
264	та или	1	1
265	не имеет	4	1
266	понять что	1	1
267	в формы	1	1
268	так много	1	1
269	одна из	2	1
270	и весь	2	1
271	или иная	1	1
272	могли не	1	1
273	есть такой	1	1
274	моря и	1	1
275	господствующей и	1	1
276	как будто	2	1
277	ему не	1	1
278	замкнутой и	1	1
279	в космосе	1	1
280	в основу	1	1
281	могут быть	2	1
282	во все	1	1
283	и вполне	1	1
284	к свободному	1	1
285	на это	1	1
286	и это	2	1
287	оно может	1	1
288	более не	2	1
289	при свете	1	1
290	же так	1	1
291	формы и	2	1
292	в средневековой	1	1
293	небом и	1	1
294	то время	1	1
295	можно было	2	1
296	стремление к	2	1
297	нас и	1	1
298	со всех	4	1
299	другие времена	1	1
300	то они	1	1
301	можно сказать	1	1
302	значение они	1	1
303	времени в	2	1
304	это была	1	1
305	нет у	1	1
306	нем не	1	1
307	это не	4	1
308	века и	2	1
309	всех сторон	4	1
310	в которую	1	1
311	из всех	1	1
312	человека в	1	1
313	в природе	2	1
314	их не	1	1
315	было так	1	1
316	положительное значение	1	1
317	уже не	2	1
318	свидетельствует о	1	1
319	мир в	1	1
320	ни в	6	1
321	никакого ответа	1	1
322	к ним	3	1
323	человек как	1	1
324	жизни народа	1	1
325	они будут	1	1
326	ее на	1	1
327	и духовные	1	1
328	для того	1	1
329	в последние	1	1
330	на уровне	2	1
331	средневековья в	1	1
332	и из	1	1
333	силы но	1	1
334	к которому	1	1
335	движения в	1	1
336	себя и	1	1
337	над всей	1	1
338	не было	4	1
339	не знает	6	1
340	с большей	1	1
341	ничем не	1	1
342	воспринимаются как	1	1
343	когда она	1	1
344	если взять	1	1
345	мы говорим	2	1
346	конечно есть	1	1
347	между небом	1	1
348	эпох и	1	1
349	xix века	5	1
350	наряду с	3	1
351	не удалось	1	1
352	не больше	1	1
353	это есть	7	1
354	по существу	2	1
355	общества в	1	1
356	свободы в	2	1
357	только для	1	1
358	неба и	1	1
359	в мировой	2	1
360	всего они	1	1
361	не существует	3	1
362	средневековья и	2	1
363	эту эпоху	1	1
364	формах и	1	1
365	этой системы	1	1
366	а к	1	1
367	самом себе	1	1
368	и роста	1	1
369	мира с	1	1
370	перемещается из	1	1
371	от непосредственных	1	1
372	природе и	2	1
373	всех странах	1	1
374	жизни а	1	1
375	него и	1	1
376	отдельное и	1	1
377	и отдает	1	1
378	к этой	1	1
379	как на	1	1
