N	3gram	Propp_Isto_6	Psycholo
1	на то что	1	12
2	в том что	5	11
3	для того чтобы	1	8
4	до сих пор	4	5
5	совершенно ясно что	1	5
6	с одной стороны	7	5
7	с другой стороны	8	5
8	и т д	8	4
9	и то и	1	3
10	и то что	1	3
11	мы уже говорили	1	3
12	о том что	4	3
13	речь идет о	1	3
14	то и другое	1	3
15	о том как	3	2
16	должны были бы	1	2
17	увидим что это	1	2
18	мы видим в	1	2
19	если бы она	1	2
20	в прямом смысле	1	2
21	только то что	2	2
22	вместе с тем	3	2
23	одно и то	1	2
24	то время как	3	2
25	в данном случае	3	2
26	смысле этого слова	1	2
27	все больше и	2	2
28	и то же	1	2
29	во всяком случае	2	2
30	что у него	1	2
31	мы видели что	3	2
32	в то время	3	2
33	и вместе с	1	2
34	больше и больше	2	2
35	в том смысле	1	2
36	по аналогии с	1	2
37	как мы видели	2	2
38	том что она	1	1
39	но все же	2	1
40	таким образом если	1	1
41	потому что он	2	1
42	то это еще	1	1
43	уже выше в	1	1
44	того что в	1	1
45	своего апогея в	1	1
46	более или менее	1	1
47	но это только	1	1
48	нам кажется что	1	1
49	сейчас увидим что	1	1
50	в зависимости от	1	1
51	между этими двумя	1	1
52	ссылается на то	1	1
53	с тем что	1	1
54	кроме того что	1	1
55	можно было бы	2	1
56	уже совершенно ясна	1	1
57	с этой точки	1	1
58	бы она не	1	1
59	мы сейчас увидим	1	1
60	здесь мы имеем	4	1
61	в противоречие с	1	1
62	не потому что	1	1
63	бы в том	1	1
64	том как в	1	1
65	который может быть	1	1
66	так как они	1	1
67	как один из	1	1
68	он ссылается на	1	1
69	в этом месте	1	1
70	а с другой	1	1
71	мы уже видели	3	1
72	мы перейдем к	1	1
73	что все эти	1	1
74	и эти два	1	1
75	достигает своего апогея	1	1
76	этой точки зрения	1	1
77	в тех случаях	3	1
78	сих пор не	1	1
79	так например в	1	1
80	таким образом мы	1	1
81	том смысле что	1	1
82	что в ней	1	1
83	ее не будет	1	1
84	и что из	1	1
85	к тому чтобы	1	1
86	можно сказать что	1	1
87	как бы в	1	1
88	таким образом и	2	1
89	не только то	1	1
90	не может быть	3	1
91	и как будто	1	1
92	подобно тому как	1	1
