N	2gram	Tiupa_Disk_1	Formalny
1	и не	11	30
2	и в	16	27
3	может быть	17	25
4	не может	9	24
5	так и	8	21
6	и его	2	19
7	таким образом	3	18
8	в этом	15	18
9	а не	22	17
10	точки зрения	3	16
11	самом деле	1	16
12	в нем	9	15
13	то же	7	15
14	в процессе	5	15
15	как и	16	14
16	на самом	1	14
17	с точки	1	14
18	не в	7	12
19	если бы	1	12
20	в жизни	1	11
21	в самом	3	11
22	и от	1	11
23	но и	14	10
24	не могут	1	10
25	в действительности	3	9
26	как его	2	9
27	лишь в	4	9
28	не только	28	9
29	при этом	13	8
30	и все	2	8
31	как раз	1	8
32	с помощью	1	8
33	что в	4	8
34	то что	5	8
35	как мы	2	8
36	в пределах	2	8
37	только в	7	8
38	отнюдь не	8	8
39	как бы	5	8
40	же время	4	7
41	для них	1	7
42	не менее	2	7
43	с тем	1	7
44	потому что	4	7
45	тем же	1	7
46	в том	23	7
47	между тем	4	7
48	в его	7	7
49	в то	3	7
50	все же	3	6
51	еще не	14	6
52	в литературе	2	6
53	и ее	2	6
54	и теперь	1	6
55	в своей	5	6
56	более того	2	6
57	во всяком	2	6
58	что он	4	6
59	вместе с	1	6
60	хотя бы	3	6
61	всяком случае	1	6
62	истории литературы	1	6
63	в своих	3	6
64	но в	8	6
65	с другой	10	6
66	было бы	1	6
67	в данном	5	6
68	войти в	1	5
69	в литературу	2	5
70	высказывание не	1	5
71	что они	1	5
72	связи с	4	5
73	и их	1	5
74	большинстве случаев	1	5
75	независимо от	1	5
76	сводится к	5	5
77	но не	11	5
78	что же	2	5
79	в плоскости	1	5
80	и понимание	2	5
81	никогда не	2	5
82	высказывания и	2	5
83	в каждом	2	5
84	в одной	3	5
85	и потому	3	5
86	в истории	4	5
87	тем что	3	5
88	тому как	3	5
89	друг друга	1	5
90	другой стороны	3	5
91	так сказать	2	5
92	в результате	1	5
93	если же	1	5
94	между которыми	1	5
95	не является	4	5
96	каждый жанр	1	5
97	в связи	1	4
98	прежде всего	11	4
99	и является	1	4
100	конкретное высказывание	1	4
101	на ее	2	4
102	в большинстве	1	4
103	жанр есть	1	4
104	мы не	1	4
105	как это	1	4
106	в смысле	1	4
107	по себе	3	4
108	между собой	2	4
109	в ее	3	4
110	слова и	1	4
111	произведение в	2	4
112	литературного произведения	3	4
113	данном случае	2	4
114	к тому	5	4
115	они не	2	4
116	в целом	4	4
117	можно говорить	1	4
118	мы видели	1	4
119	да и	1	4
120	и те	1	4
121	в слове	1	4
122	со стороны	7	4
123	могут быть	4	4
124	мы можем	1	4
125	до конца	1	4
126	роль в	7	4
127	подобно тому	2	4
128	о том	8	4
129	уже в	2	4
130	как в	10	4
131	только на	1	4
132	и как	6	4
133	не есть	2	4
134	том что	19	4
135	данного высказывания	1	3
136	столь же	3	3
137	одним из	2	3
138	может и	2	3
139	мы и	1	3
140	можно сказать	5	3
141	одни и	1	3
142	того же	3	3
143	как таковой	1	3
144	как таковая	1	3
145	в произведении	3	3
146	что это	1	3
147	в какой	2	3
148	его и	1	3
149	в конце	1	3
150	романа в	1	3
151	во всех	5	3
152	только то	1	3
153	бы и	1	3
154	всех других	1	3
155	те же	1	3
156	этот процесс	1	3
157	жизни в	2	3
158	оно не	2	3
159	того что	3	3
160	дело с	2	3
161	в той	1	3
162	нет и	1	3
163	это не	3	3
164	в этих	1	3
165	и на	5	3
166	они и	3	3
167	к его	2	3
168	не на	1	3
169	действительности в	1	3
170	сказать что	3	3
171	имеет место	3	3
172	реальной действительности	1	3
173	уже не	4	3
174	в эпоху	5	3
175	высказывания как	1	3
176	как от	1	3
177	в них	4	3
178	в виду	2	3
179	и тем	2	3
180	этом отношении	1	3
181	героя в	2	3
182	и что	2	3
183	той же	1	3
184	по отношению	9	3
185	целого высказывания	3	3
186	жанра и	2	3
187	не следует	2	3
188	раз и	1	3
189	не о	1	3
190	в основе	7	3
191	может стать	1	3
192	и более	1	3
193	отношению к	9	3
194	в которых	4	3
195	о нем	2	3
196	вследствие этого	3	3
197	искусства в	1	3
198	от его	1	3
199	в себе	7	3
200	еще в	3	3
201	же самое	2	3
202	бы быть	3	2
203	говорить о	1	2
204	за счет	1	2
205	это и	1	2
206	от этого	1	2
207	отличается от	2	2
208	здесь не	1	2
209	но при	3	2
210	и действительно	1	2
211	учение о	1	2
212	в каких	1	2
213	этого слова	1	2
214	всех областях	1	2
215	в котором	5	2
216	из одного	1	2
217	и во	2	2
218	быть только	1	2
219	к которому	2	2
220	и художественной	1	2
221	дело не	2	2
222	художественного творчества	1	2
223	произведение есть	1	2
224	и вне	1	2
225	от одного	1	2
226	где нет	1	2
227	стороны и	2	2
228	до известной	1	2
229	на протяжении	2	2
230	отношения к	2	2
231	но для	1	2
232	одной из	4	2
233	ту или	1	2
234	необходимо чтобы	1	2
235	этом смысле	1	2
236	человека как	1	2
237	в таком	1	2
238	в формах	1	2
239	и притом	1	2
240	неотделимо от	3	2
241	сами по	2	2
242	что ни	1	2
243	у них	1	2
244	не об	1	2
245	или на	3	2
246	и даже	3	2
247	людей между	1	2
248	для художественного	2	2
249	на все	1	2
250	за пределы	2	2
251	развития как	1	2
252	совпадает с	2	2
253	виду что	1	2
254	героя и	2	2
255	с ее	2	2
256	произведении как	1	2
257	из этих	1	2
258	как их	2	2
259	отличие от	5	2
260	на почве	1	2
261	мы должны	1	2
262	связаны с	1	2
263	принадлежат к	3	2
264	но уже	1	2
265	дело в	1	2
266	в сущности	2	2
267	общения и	2	2
268	связано с	1	2
269	жанров в	3	2
270	очевидно что	1	2
271	или иной	5	2
272	тем не	1	2
273	к более	1	2
274	не могло	2	2
275	становления и	2	2
276	том как	1	2
277	в философии	1	2
278	из них	3	2
279	но оно	1	2
280	и др	2	2
281	как не	3	2
282	данный исторический	1	2
283	одним и	1	2
284	из своих	1	2
285	в этой	2	2
286	всех этих	1	2
287	а к	1	2
288	к другому	2	2
289	от того	1	2
290	внутренней речи	2	2
291	всякое конкретное	1	2
292	чтобы не	1	2
293	в сторону	4	2
294	что и	3	2
295	не от	2	2
296	в полной	1	2
297	в отличие	5	2
298	к одной	1	2
299	не утрачивает	1	2
300	в россии	1	2
301	возможно только	2	2
302	не являются	1	2
303	поэтому в	1	2
304	в данной	3	2
305	на этом	2	2
306	жанр и	3	2
307	на земле	1	2
308	не как	4	2
309	из виду	1	2
310	однако в	3	2
311	или точнее	1	2
312	одну из	2	2
313	как совокупность	1	2
314	известной степени	2	2
315	в каком	1	2
316	в основном	1	2
317	а иногда	1	2
318	автор и	3	2
319	в области	1	2
320	таким же	1	2
321	к этому	2	2
322	что она	1	2
323	что каждый	1	2
324	обойтись без	1	2
325	о поэзии	1	2
326	следующей главе	1	2
327	и это	1	2
328	с его	4	2
329	это понятие	3	2
330	человека в	2	2
331	и сами	1	2
332	почему они	1	2
333	в следующей	1	2
334	определенного жанра	1	2
335	жанра в	4	2
336	но это	1	2
337	в своем	6	2
338	за его	2	1
339	о литературе	2	1
340	о которых	1	1
341	эпоху его	1	1
342	в первую	1	1
343	в чистом	1	1
344	и создает	1	1
345	не встречается	1	1
346	цель всех	2	1
347	мыслятся как	1	1
348	в словах	1	1
349	или иных	1	1
350	в значительной	2	1
351	не знает	1	1
352	и того	3	1
353	форм в	1	1
354	исходя из	2	1
355	есть в	2	1
356	и нет	1	1
357	одно и	1	1
358	в частности	9	1
359	трагедии и	1	1
360	его на	1	1
361	есть типическая	1	1
362	высказываний в	1	1
363	что служит	1	1
364	высказывание от	1	1
365	в качестве	34	1
366	о котором	2	1
367	значении термина	3	1
368	ничем не	1	1
369	места и	1	1
370	оказывается в	1	1
371	его с	1	1
372	или не	1	1
373	понятие о	3	1
374	сказка как	1	1
375	иное значение	1	1
376	философии или	1	1
377	момент в	1	1
378	но внутренняя	1	1
379	рассказываемое событие	2	1
380	от понятия	1	1
381	иногда и	1	1
382	формы высказывания	1	1
383	для всех	1	1
384	по мере	2	1
385	не к	1	1
386	еще и	1	1
387	для всего	1	1
388	к ценности	1	1
389	форм высказывания	1	1
390	высказывания в	6	1
391	в готовом	1	1
392	выходит за	1	1
393	трехмерного конструктивного	1	1
394	не было	7	1
395	распространяется на	1	1
396	служит для	2	1
397	только при	1	1
398	литературными произведениями	1	1
399	сюда же	1	1
400	числе и	2	1
401	на то	1	1
402	типическая форма	2	1
403	в определенную	1	1
404	смысл в	2	1
405	смысл высказывания	1	1
406	в отдельности	1	1
407	акт его	1	1
408	в их	5	1
409	и существенно	1	1
410	изображения его	1	1
411	сих пор	1	1
412	наконец в	1	1
413	в жанре	3	1
414	строго говоря	2	1
415	из двух	2	1
416	литературой а	1	1
417	литературе с	1	1
418	для построения	1	1
419	тематические и	1	1
420	литературного развития	1	1
421	и вообще	2	1
422	к литературе	1	1
423	в новых	1	1
424	тем самым	1	1
425	к искусству	2	1
426	или напротив	1	1
427	до сих	1	1
428	оказывается и	1	1
429	совокупностью значений	1	1
430	в различные	1	1
431	не самой	1	1
432	значения слова	1	1
433	его смысл	1	1
434	то и	1	1
435	в специальном	1	1
436	с другими	1	1
437	которое мы	1	1
438	а только	1	1
439	его контекста	1	1
440	всю совокупность	1	1
441	там же	1	1
442	вообще в	1	1
443	о генезисе	1	1
444	себя в	2	1
445	завершение в	1	1
446	только его	1	1
447	об этом	2	1
448	есть она	1	1
449	и часто	1	1
450	высказывание и	1	1
451	чистом виде	1	1
452	того или	2	1
