N	2gram	Vygotskiy__4	Problema
1	в его	11	43
2	и не	8	42
3	и в	20	38
4	не может	6	27
5	может быть	12	26
6	как бы	7	22
7	по отношению	1	21
8	отнюдь не	3	19
9	отношению к	1	19
10	и с	4	17
11	и его	5	16
12	в этом	24	15
13	в нем	2	15
14	только в	10	13
15	прежде всего	2	13
16	независимо от	1	13
17	но не	3	12
18	во всех	1	11
19	в области	4	11
20	ни в	3	11
21	и для	4	11
22	не входит	1	10
23	таким образом	25	10
24	в их	12	10
25	к нему	2	10
26	не только	15	9
27	не имеет	2	9
28	его в	6	9
29	но и	9	9
30	и как	9	8
31	входит в	2	8
32	было бы	8	8
33	точки зрения	24	8
34	место в	2	8
35	для нее	1	8
36	в том	42	8
37	художественное произведение	1	8
38	то что	15	8
39	еще не	2	7
40	в самом	6	7
41	вообще не	2	7
42	в плане	1	7
43	как и	9	7
44	и становится	1	7
45	не в	4	7
46	как мы	13	7
47	с другой	12	7
48	между тем	9	7
49	слова в	9	7
50	с помощью	31	7
51	совершенно не	3	7
52	в своей	7	7
53	что в	19	7
54	самом деле	7	6
55	на основе	10	6
56	не всегда	1	6
57	с точки	11	6
58	не есть	2	6
59	ничего не	1	6
60	дело с	1	6
61	мы можем	5	6
62	все же	5	6
63	а в	2	6
64	высшей степени	2	5
65	тем как	3	5
66	отличие от	2	5
67	в своем	4	5
68	все эти	5	5
69	при этом	12	5
70	то же	16	5
71	это не	5	5
72	в высшей	2	5
73	далеко не	2	5
74	в отличие	2	5
75	так и	5	5
76	в основе	17	5
77	никогда не	5	5
78	с ним	1	5
79	может иметь	1	5
80	конечно не	1	5
81	не на	1	5
82	а не	7	5
83	со словом	2	5
84	могут быть	7	5
85	должно быть	3	5
86	формы и	3	5
87	имеет место	1	5
88	на самом	1	4
89	должна быть	2	4
90	в виду	3	4
91	в ней	2	4
92	относится к	1	4
93	как в	5	4
94	но в	3	4
95	в нашем	4	4
96	в себе	10	4
97	в данном	2	4
98	значение слова	7	4
99	не менее	3	4
100	но они	2	4
101	тем самым	7	4
102	о значении	1	4
103	в то	1	4
104	здесь не	2	4
105	данном случае	2	4
106	можно было	6	4
107	о том	5	4
108	с ними	1	4
109	всех его	1	4
110	в других	1	4
111	в форме	1	4
112	и только	4	4
113	к которому	3	4
114	что не	1	4
115	только по	1	4
116	и потому	1	4
117	между ними	4	4
118	сказать что	6	4
119	другой стороны	9	4
120	ли мы	2	3
121	также и	2	3
122	например в	1	3
123	едва ли	2	3
124	действительности и	1	3
125	особенно часто	1	3
126	на материале	1	3
127	которую мы	1	3
128	говорить о	1	3
129	произведение и	1	3
130	бы то	1	3
131	мы будем	2	3
132	точка зрения	1	3
133	значение для	1	3
134	связи и	1	3
135	и к	5	3
136	в целом	11	3
137	он не	1	3
138	то ни	1	3
139	а как	1	3
140	с другими	1	3
141	может стать	2	3
142	и тем	8	3
143	в слове	2	3
144	том что	35	3
145	моментом в	1	3
146	почти совершенно	1	3
147	тем не	1	3
148	на него	1	3
149	как его	1	3
150	имеем дело	1	3
151	объединение и	1	3
152	языка в	1	3
153	как только	2	3
154	и это	2	3
155	хотя и	1	3
156	и от	3	3
157	приводит к	3	3
158	в дальнейшем	1	3
159	ясно что	2	3
160	мы в	2	3
161	совершенно невозможно	1	3
162	если бы	5	3
163	на ее	1	3
164	этом смысле	8	3
165	одной из	3	3
166	мы увидим	1	3
167	с одной	9	3
168	со всеми	3	3
169	вопроса о	2	3
170	слова не	3	3
171	и даже	1	3
172	одной стороны	9	3
173	его как	1	3
174	в область	1	3
175	и на	6	3
176	в тех	1	3
177	слова и	5	3
178	но это	1	3
179	все это	1	3
180	не больше	1	3
181	не является	5	3
182	и другими	1	3
183	ни было	1	3
184	не знает	2	3
185	в таком	2	3
186	они не	2	3
187	смысле слова	1	2
188	он может	1	2
189	и есть	1	2
190	его не	1	2
191	и значение	1	2
192	мы имеем	2	2
193	не во	1	2
194	совпадает с	1	2
195	я не	1	2
196	и он	2	2
197	оно может	3	2
198	первый план	4	2
199	столь же	3	2
200	со словами	3	2
201	в чем	3	2
202	но как	2	2
203	а только	3	2
204	смысле мы	1	2
205	не все	1	2
206	при решении	1	2
207	в истории	10	2
208	дает нам	1	2
209	себе не	1	2
210	и у	2	2
211	что это	2	2
212	бы не	1	2
213	нами в	4	2
214	и те	4	2
215	на то	5	2
216	не имеют	3	2
217	оно было	1	2
218	момента в	2	2
219	он должен	1	2
220	понятий и	9	2
221	на этом	3	2
222	в каждом	2	2
