N	3gram	Losev_Dial_3	Formalny
1	с точки зрения	14	14
2	не может быть	6	14
3	на самом деле	1	12
4	в то же	1	7
5	то же время	1	7
6	во всяком случае	2	6
7	и т д	23	6
8	в зависимости от	2	5
9	с другой стороны	2	5
10	в самом деле	5	4
11	подобно тому как	4	4
12	и не может	1	4
13	в данном случае	1	4
14	в связи с	1	4
15	бы то ни	1	4
16	то ни было	1	4
17	то же самое	1	3
18	в этом отношении	1	3
19	в том что	3	3
20	мы ни взяли	1	2
21	ровно ничего не	3	2
22	и во всяком	1	2
23	следовательно и в	1	2
24	как и все	2	2
25	и в то	1	2
26	сами по себе	3	2
27	лишь тогда когда	1	2
28	может быть только	1	2
29	ни в одной	2	2
30	мы не можем	2	2
31	точки зрения самого	1	2
32	не только не	7	2
33	вовсе не в	1	2
34	к тому что	2	2
35	тем не менее	10	2
36	так и от	1	2
37	а потому что	1	1
38	не состоит из	1	1
39	и даже в	1	1
40	хотя и не	2	1
41	что же такое	2	1
42	иметь в виду	2	1
43	в виду что	1	1
44	вовсе не есть	5	1
45	тело и не	1	1
46	и как это	1	1
47	имеем в виду	1	1
48	провести между ними	1	1
49	во-первых с точки	1	1
50	т е не	4	1
51	а иногда и	1	1
52	перестал бы быть	1	1
53	этот закон может	1	1
54	на первый план	4	1
55	в других областях	1	1
56	а следовательно и	1	1
57	тот или иной	2	1
58	в лучшем случае	1	1
59	самом деле что	2	1
60	это не просто	1	1
61	сам по себе	5	1
62	не обязательна но	1	1
63	ни в коем	3	1
64	в чистом виде	1	1
65	зависимости от характера	1	1
66	друг на друга	1	1
67	из того что	2	1
68	с этой точки	2	1
69	до сих пор	1	1
70	в котором действительно	1	1
71	и тем не	2	1
72	в коем случае	3	1
73	так или иначе	2	1
74	от того что	1	1
75	т е в	4	1
76	и что в	1	1
77	имели в виду	1	1
78	тот факт что	1	1
79	так же как	2	1
80	т е от	1	1
81	одной из них	1	1
82	с одной стороны	3	1
83	пр и пр	1	1
84	коем случае не	3	1
85	что это не	2	1
86	в такой же	1	1
87	не в том	1	1
88	должна быть и	1	1
89	жизни того или	1	1
90	это не значит	1	1
91	в основе их	1	1
92	т д таким	1	1
93	в последнее время	1	1
94	в таком случае	10	1
95	он и не	1	1
96	не может и	1	1
97	и той же	1	1
98	но так как	1	1
99	мир т е	1	1
100	и пр и	1	1
101	этой точки зрения	2	1
102	о том что	5	1
103	того или иного	2	1
104	не дают себе	1	1
105	ни в каком	3	1
106	с той или	1	1
107	данной эпохи и	1	1
108	которые сами по	1	1
109	и пр в	1	1
110	спрашивается что же	1	1
111	но и помимо	1	1
112	он был бы	1	1
113	выйти за пределы	2	1
114	и никогда не	1	1
115	в этом заключается	1	1
116	когда говорят о	1	1
117	той или иной	2	1
118	в нем нет	1	1
119	мы имеем в	1	1
120	если бы идея	1	1
121	на то что	3	1
122	никак не могут	1	1
123	одной и той	1	1
124	тех или иных	1	1
125	сама по себе	4	1
126	и в том	1	1
127	случае не может	1	1
128	только при условии	1	1
129	как и в	3	1
130	д таким образом	1	1
131	не больше чем	1	1
