N	3gram	Potebnia_M_1	Problema
1	о том что	1	9
2	с точки зрения	3	8
3	в том что	13	8
4	в связи с	1	7
5	тем не менее	6	5
6	с другой стороны	5	5
7	по крайней мере	2	4
8	что иное как	2	3
9	в этом смысле	4	3
10	обратить внимание на	1	3
11	точно так же	1	3
12	может быть только	1	3
13	с одной стороны	3	3
14	в то время	1	3
15	после того как	1	3
16	не что иное	2	3
17	в сравнении с	2	3
18	только тогда когда	4	3
19	дело в том	2	2
20	по отношению к	13	2
21	до сих пор	1	2
22	в таком случае	2	2
23	бы то ни	2	2
24	но и в	4	2
25	то и другое	2	2
26	не может быть	9	2
27	во всяком случае	1	2
28	но все же	1	2
29	на то что	1	2
30	для нас в	1	2
31	для того чтобы	2	2
32	для нас не	1	2
33	бы ни были	1	1
34	все в нем	1	1
35	во втором смысле	1	1
36	но и самого	1	1
37	таким образом уже	1	1
38	другой стороны он	1	1
39	то есть как	1	1
40	зависит от того	2	1
41	там где нет	1	1
42	должны сказать что	1	1
43	во что бы	1	1
44	не говоря уже	1	1
45	на самом деле	1	1
46	в себе самом	1	1
47	так что в	2	1
48	потому что не	4	1
49	точки зрения истории	1	1
50	или вернее сказать	1	1
51	и то и	1	1
52	сам по себе	1	1
53	свое значение и	1	1
54	в постепенном развитии	1	1
55	между тем как	1	1
56	а так как	3	1
57	в этом отношении	1	1
58	но это не	1	1
59	можно было бы	1	1
60	только тем что	1	1
61	с этой стороны	1	1
62	с тех пор	1	1
63	говоря уже о	1	1
64	с этой точки	1	1
65	нисколько не уменьшается	1	1
66	не были бы	1	1
67	только потому что	2	1
68	что бы то	1	1
69	уже о том	1	1
70	что они были	1	1
71	что если и	1	1
72	не потому что	1	1
73	таким образом мы	1	1
74	не только в	3	1
75	то ни было	1	1
76	рода но и	1	1
77	на задний план	1	1
78	потому что оно	1	1
79	а есть только	1	1
80	и потому что	2	1
81	то ни стало	1	1
82	и в этом	6	1
83	друг на друга	1	1
84	с тем же	1	1
85	это не так	1	1
86	или по крайней	1	1
87	и как бы	3	1
88	указывает на то	1	1
89	таким же образом	1	1
90	еще и потому	1	1
91	с такой точки	1	1
92	и в том	3	1
93	и в человеке	2	1
94	то есть только	1	1
95	что несмотря на	1	1
96	этой точки зрения	1	1
97	и таким образом	1	1
98	то же время	3	1
99	по себе а	1	1
100	но тем не	3	1
101	то есть из	1	1
102	от того что	1	1
103	том смысле что	1	1
104	так и в	3	1
105	имея в виду	1	1
106	в полном уединении	1	1
107	с самого начала	3	1
108	вопрос о том	1	1
109	не менее в	1	1
110	что не все	1	1
111	в то же	3	1
112	в том смысле	4	1
113	идеи то есть	2	1
114	сама по себе	3	1
115	и все же	1	1
116	по его мнению	4	1
117	как одно из	1	1
118	и для всякого	1	1
119	и т д	4	1
120	такой точки зрения	1	1
121	в том в	1	1
