N	2gram	Vygotskiy__1	Problemy
1	и не	9	31
2	и в	23	29
3	в его	14	24
4	может быть	14	24
5	в этом	17	22
6	а не	3	22
7	в нем	1	19
8	точки зрения	26	19
9	как бы	11	19
10	для него	2	18
11	не только	16	15
12	то что	17	15
13	то же	8	14
14	и его	6	14
15	но и	14	14
16	с точки	18	13
17	уже не	2	13
18	таким образом	26	12
19	как и	14	12
20	не может	12	12
21	о себе	1	12
22	в самом	7	10
23	этом смысле	1	10
24	в то	7	10
25	только в	6	10
26	в одном	4	10
27	там где	2	10
28	все эти	4	9
29	с его	4	9
30	все же	3	9
31	это не	1	9
32	если бы	5	9
33	же время	2	9
34	но не	4	9
35	по отношению	7	8
36	последнее слово	1	8
37	что в	14	8
38	по себе	5	8
39	как не	1	8
40	в том	24	8
41	что он	7	8
42	потому что	6	8
43	до конца	1	8
44	в своем	3	8
45	в своей	4	8
46	отношению к	7	8
47	и на	8	7
48	за пределы	2	7
49	и как	5	7
50	но в	5	7
51	в себе	6	7
52	с другими	2	7
53	том что	21	7
54	не в	4	7
55	вовсе не	3	7
56	она не	3	7
57	так и	5	7
58	в форме	1	7
59	прежде всего	10	7
60	а в	2	7
61	одним из	1	6
62	самом деле	3	6
63	так же	16	6
64	в одной	3	6
65	как в	4	6
66	в целом	20	6
67	выражение в	1	6
68	что она	4	6
69	несмотря на	2	6
70	точку зрения	2	6
71	в самой	1	6
72	могут быть	3	6
73	говорит он	15	6
74	был бы	2	6
75	в конце	2	6
76	так как	7	6
77	как раз	4	6
78	и потому	2	6
79	все это	6	6
80	на самом	1	5
81	в зависимости	2	5
82	той же	2	5
83	же что	1	5
84	зависимости от	2	5
85	у него	1	5
86	с их	1	5
87	перед нами	5	5
88	он не	5	5
89	в плане	1	5
90	но все	2	5
91	было бы	4	5
92	автора и	1	5
93	мысли и	6	5
94	в сущности	6	5
95	и это	3	5
96	еще не	1	5
97	ничего не	3	5
98	между тем	9	5
99	в драме	1	5
100	именно в	6	5
