N	2gram	Vygotskiy__7	Mirosoze
1	и в	26	46
2	в нем	2	22
3	у него	1	22
4	может быть	7	21
5	в этом	29	20
6	не только	24	18
7	и не	18	18
8	никогда не	4	18
9	для него	3	18
10	но и	11	15
11	не может	11	15
12	как и	15	13
13	а не	6	13
14	не есть	4	13
15	друг друга	4	12
16	прежде всего	7	12
17	потому что	16	12
18	и он	2	11
19	не было	1	11
20	но он	2	11
21	в ней	3	11
22	у нас	2	11
23	но в	4	10
24	та же	1	10
25	в себе	9	10
26	он не	3	10
27	не в	4	9
28	и есть	2	8
29	отношение к	2	8
30	в своем	1	8
31	так как	14	8
32	она не	5	8
33	в любви	2	8
34	как бы	6	8
35	но это	3	8
36	связана с	3	7
37	как в	4	7
38	и к	7	7
39	в нашем	4	7
40	в этой	3	7
41	любви к	1	7
42	и потому	3	7
43	и для	5	7
44	что он	8	7
45	вопрос о	6	6
46	там и	1	6
47	что это	6	6
48	он сам	1	6
49	и здесь	2	6
50	так же	14	6
51	того что	14	6
52	и там	1	6
53	то же	8	5
54	есть не	3	5
55	я не	3	5
56	друг к	1	5
57	совсем не	1	5
58	в самом	9	5
59	привести к	3	5
60	что она	8	5
61	что все	2	5
62	к другу	2	5
63	в своей	3	5
64	в отношении	2	5
65	в конце	4	5
66	есть прежде	1	5
67	во всем	3	5
68	и его	12	5
69	к тому	7	5
70	и это	1	5
71	это не	3	5
72	один из	2	5
73	в его	4	5
74	для того	18	5
75	то что	24	5
76	гармонии и	1	5
77	и все	1	5
78	также и	2	4
79	к чему	1	4
80	мысль что	1	4
81	на деле	2	4
82	думать что	1	4
83	чем у	3	4
84	том что	17	4
85	тому что	9	4
86	не имеет	2	4
87	того чтобы	19	4
88	только и	3	4
89	перед ним	1	4
90	должны быть	4	4
91	они и	1	4
92	что у	4	4
93	так и	3	4
94	на путь	1	4
95	для этого	3	4
96	бы друг	1	4
97	вопроса о	2	4
98	что и	3	4
99	в свою	2	4
100	они не	1	4
101	до конца	5	4
102	самого себя	1	4
103	человека не	1	4
104	что в	12	4
105	все что	6	4
106	же как	8	3
107	это и	4	3
108	к другому	3	3
109	высшей степени	1	3
110	той же	8	3
111	они были	1	3
112	начала в	1	3
113	иное как	1	3
114	в чем	3	3
115	менее всего	3	3
116	и она	2	3
117	и с	5	3
118	на все	1	3
119	его в	2	3
120	ни в	2	3
121	в них	1	3
122	в высшей	1	3
123	все равно	1	3
124	и тогда	1	3
125	не мог	2	3
126	в такой	4	3
127	что было	2	3
128	не для	1	3
129	можно ли	2	3
130	и против	2	3
131	того как	2	3
132	что иное	1	3
133	он хочет	1	3
134	по своей	10	3
135	себя и	2	3
136	момент в	3	3
137	если бы	5	3
138	с ним	3	3
139	и должно	1	3
140	о том	4	3
141	и во	4	3
142	что они	10	3
143	к которой	1	3
144	в том	18	3
145	только в	8	3
146	есть в	3	3
147	не так	1	3
148	тем что	9	3
149	от того	1	3
150	с другим	2	3
151	до сих	3	3
152	к которому	1	3
153	связано с	1	3
154	с которым	1	3
155	в строении	1	3
156	сих пор	3	3
157	и от	4	3
158	теряет свою	1	3
159	отношении к	1	3
160	сказать что	8	3
161	не что	1	3
162	в своих	2	3
163	отношения к	2	2
164	сам по	1	2
165	уже все	1	2
166	с таким	1	2
167	но она	1	2
168	на противоположных	1	2
169	центральная для	1	2
170	не был	1	2
171	во всех	6	2
172	должно привести	1	2
173	по отношению	6	2
174	она есть	1	2
175	в центре	1	2
176	как к	3	2
177	нельзя было	2	2
178	в мысли	3	2
179	хотя и	1	2
180	говорит что	2	2
181	в действительности	2	2
182	есть ли	1	2
183	от этого	1	2
184	то в	2	2
185	в которой	11	2
186	момент его	1	2
187	бы не	1	2
188	и тот	1	2
189	и те	1	2
190	но на	1	2
191	этот процесс	1	2
192	на его	2	2
193	этого вопроса	1	2
194	не к	1	2
195	одной и	2	2
196	на этом	1	2
197	с собой	3	2
198	еще более	1	2
199	лишь в	2	2
200	в единую	1	2
201	то все	1	2
202	чем в	4	2
203	должно быть	2	2
204	в этих	2	2
205	точки зрения	28	2
206	нас не	1	2
207	ее в	8	2
208	место в	1	2
209	от его	1	2
210	и той	2	2
211	но эта	2	2
212	которые в	2	2
213	что есть	1	2
214	тогда когда	5	2
215	правда в	1	2
216	ничего не	2	2
217	не достигается	1	2
218	природы в	1	2
219	к ней	2	2
220	связи с	4	2
221	было не	1	2
222	как будто	1	2
223	не до	2	2
224	в основе	3	2
225	мысль о	1	2
226	можно было	2	2
227	еще в	1	2
228	быть может	1	2
229	после того	1	2
230	по себе	3	2
231	в разных	1	2
232	вот почему	1	2
233	и поэтому	1	2
234	и что	6	2
235	в сущности	9	2
236	нас в	2	2
237	к нему	3	2
238	чтобы получить	1	2
239	другого в	1	2
240	все время	1	2
241	подобно тому	1	2
242	которое было	2	2
243	но с	2	2
244	мы видим	3	2
245	мы увидим	1	2
246	на природу	1	2
247	между тем	1	2
248	в новых	1	2
249	так что	4	2
250	уже в	2	2
251	него и	1	2
252	и других	2	2
253	человека на	1	2
254	себе в	5	2
255	были бы	3	2
256	он понял	2	2
257	или иной	1	2
258	этом пути	1	2
259	что не	2	2
260	не означает	3	2
261	вместе с	12	2
262	другу и	2	2
263	тому как	1	2
264	это есть	4	2
265	что же	2	2
266	из этой	1	2
267	но для	2	2
268	в пределе	3	2
269	его с	3	2
270	и самое	1	2
271	бы в	5	2
272	а в	2	2
273	к самому	1	2
274	к самым	1	2
275	но этот	2	2
276	жизни а	1	2
277	отношению к	5	2
278	что наконец	1	1
279	говорят о	1	1
280	и то	7	1
281	самом деле	6	1
282	он может	1	1
283	только потому	3	1
284	бы для	1	1
285	мере в	2	1
286	не иначе	2	1
287	только имеет	1	1
288	в мыслях	3	1
289	почти всегда	2	1
290	не вижу	1	1
291	значение но	1	1
292	этом направлении	1	1
293	это совершенно	1	1
294	мы не	7	1
295	что если	2	1
296	ни у	1	1
297	быть у	1	1
298	но по	1	1
299	в учении	6	1
300	говорить о	1	1
301	это отношение	2	1
302	и ее	2	1
303	хотел сказать	3	1
304	вывод что	2	1
305	и сделали	1	1
306	а следовательно	1	1
307	не оставляет	1	1
308	друг на	1	1
309	значение и	2	1
310	только тогда	1	1
311	если в	4	1
312	друга и	2	1
313	нет и	3	1
314	за пределы	1	1
315	с поразительной	1	1
316	сама по	1	1
317	нет как	1	1
318	которые не	1	1
319	необходимо и	1	1
320	и границы	1	1
321	с этим	2	1
322	по внешним	1	1
323	могли бы	5	1
324	и как	1	1
325	это остается	2	1
326	его к	2	1
327	в каком-то	1	1
328	к построению	1	1
329	в целом	5	1
330	все эти	6	1
331	ее как	1	1
332	раз в	2	1
333	отношение между	4	1
334	на то	4	1
335	эту мысль	1	1
336	этой природы	1	1
337	в первых	1	1
338	она становится	1	1
339	все те	2	1
340	перестает быть	1	1
341	они в	1	1
342	когда это	1	1
343	они ведут	1	1
344	по ту	1	1
345	отношений между	3	1
346	а процесс	2	1
347	наших глазах	3	1
348	но все	1	1
349	и свободу	1	1
350	что является	1	1
351	он знал	1	1
352	в другом	1	1
353	об этом	3	1
354	природе она	1	1
355	самим собой	2	1
356	входит в	2	1
357	было бы	6	1
358	всю свою	1	1
359	начала и	1	1
360	и тем	6	1
361	от всякой	2	1
362	он несет	1	1
363	из первых	1	1
364	не люблю	1	1
365	к которым	1	1
366	этого не	1	1
367	с тем	5	1
368	на друга	1	1
369	ибо он	1	1
370	его отношения	1	1
371	и уже	1	1
372	которой он	1	1
373	в развитии	10	1
374	человека мы	1	1
375	остается в	1	1
376	он совсем	1	1
377	но я	1	1
378	но если	2	1
379	привело к	2	1
380	будет в	1	1
381	что такое	1	1
382	и без	1	1
383	в котором	4	1
384	с точки	21	1
385	внутренняя связь	1	1
386	прийти к	1	1
387	в которых	2	1
388	нашли в	1	1
389	не осуществляется	1	1
390	признать что	2	1
391	той мере	2	1
392	должны были	2	1
393	ее он	1	1
394	против него	1	1
395	втором случае	3	1
396	другом и	1	1
397	она в	2	1
398	их в	1	1
399	между двумя	3	1
400	все три	1	1
401	путь его	1	1
402	нас к	6	1
403	и суд	1	1
404	не по	4	1
405	в самых	1	1
406	для всего	1	1
407	это с	1	1
408	следовательно и	1	1
409	о природе	7	1
410	на два	1	1
411	нем или	1	1
412	и весь	2	1
413	учения о	4	1
414	или как	1	1
415	нее нет	2	1
416	к обогащению	1	1
417	ту сторону	1	1
418	есть то	3	1
419	своей природе	4	1
420	на одной	1	1
421	в сознании	6	1
422	того же	1	1
423	и делает	2	1
424	что на	2	1
425	при такой	1	1
426	без остатка	1	1
427	не мыслится	1	1
428	представлять себе	1	1
429	в момент	4	1
430	будущее в	2	1
431	не могут	4	1
432	и часто	1	1
433	ее на	1	1
434	за его	1	1
435	отличается от	3	1
436	по характеру	1	1
437	удивительно что	1	1
438	но также	3	1
439	по сравнению	9	1
440	для себя	24	1
441	того самого	1	1
442	как не	1	1
443	не хочу	1	1
444	всего этого	1	1
445	в ее	6	1
446	анна каренина	1	1
447	человеческого сознания	2	1
448	приводит к	4	1
449	вещи и	2	1
450	по природе	2	1
451	мог бы	3	1
452	о связи	1	1
453	начинается в	1	1
454	была в	1	1
455	обратился к	1	1
456	в словах	1	1
457	еще ни	1	1
458	мысль не	4	1
459	это обычно	1	1
460	находится в	2	1
461	но к	1	1
462	в самой	3	1
463	на вопрос	5	1
464	своему значению	2	1
465	царство и	1	1
466	которой мы	2	1
467	невозможны никакие	1	1
468	раньше чем	1	1
469	во втором	3	1
470	себя но	1	1
471	и только	4	1
472	тотчас же	1	1
473	наконец в	2	1
474	тот момент	1	1
475	вопроса принадлежит	1	1
476	слова для	1	1
477	из моментов	1	1
478	к низшей	1	1
479	происходит в	1	1
480	но так	1	1
481	но раз	1	1
482	речи о	4	1
483	в какой	6	1
484	как внутреннее	1	1
485	поэтому она	4	1
486	в стороне	1	1
487	по ступеням	1	1
488	одних и	1	1
489	со всеми	2	1
490	потому так	1	1
491	чем внешняя	1	1
492	должны привести	1	1
493	его и	2	1
494	никто не	2	1
495	в прошлом	1	1
496	моментов в	2	1
497	у нее	5	1
498	смысле этого	3	1
499	есть необходимый	1	1
500	для них	1	1
501	друга то	1	1
502	бытия и	1	1
503	этом отношении	3	1
504	они будут	1	1
505	и всякий	1	1
506	но вся	1	1
507	не были	1	1
508	себе представить	1	1
509	с другой	4	1
510	в высшем	1	1
511	во второй	5	1
512	а с	1	1
513	больше и	2	1
514	целью в	1	1
515	к более	1	1
516	может жить	1	1
517	от высшей	1	1
518	еще от	1	1
519	также в	1	1
520	внутренних процессов	1	1
521	принадлежит не	1	1
522	вопрос можно	1	1
523	о чем	4	1
524	с предметом	2	1
525	представляется нам	3	1
526	и отношение	1	1
527	связь с	1	1
528	обогащению и	1	1
529	на самом	3	1
530	в меру	7	1
531	в разговоре	1	1
532	решение вопроса	1	1
533	по своему	9	1
534	в изображении	1	1
535	сравнению с	8	1
536	в романах	1	1
537	в той	4	1
538	слова он	2	1
539	о человеке	2	1
540	и единственно	2	1
541	чтобы сделать	2	1
542	как две	1	1
543	случилось с	1	1
544	про себя	1	1
545	этого слова	3	1
546	с этой	5	1
547	для социальной	1	1
548	все это	3	1
549	в резком	1	1
550	поэтому у	1	1
551	она должна	2	1
552	происходит не	1	1
553	на судьбе	1	1
554	связано у	1	1
555	формы и	1	1
556	своей собственной	1	1
557	а к	1	1
558	то при	1	1
559	целый ряд	4	1
560	как теперь	1	1
561	огромную роль	1	1
562	той или	1	1
563	конце концов	1	1
564	мы должны	6	1
565	ни к	1	1
566	только что	5	1
567	все они	1	1
568	смысл оно	1	1
569	могли быть	1	1
570	если все	1	1
571	центре внимания	1	1
572	понять эту	1	1
573	между ними	3	1
574	с ней	2	1
575	к женщине	1	1
576	была бы	1	1
577	связей и	1	1
578	играет огромную	1	1
579	остается на	1	1
580	ко всему	2	1
581	же психология	1	1
582	из этого	2	1
583	этим объясняется	1	1
584	приводит нас	3	1
585	но эти	1	1
586	это так	1	1
587	к этой	2	1
588	друга как	1	1
589	самым замечательным	1	1
590	видим в	1	1
591	по поводу	1	1
592	к этому	2	1
593	как на	6	1
594	во власть	2	1
595	самый характер	1	1
596	которая не	1	1
