N	2gram	Vygotskiy__4	DiskursI
1	в себе	10	19
2	при этом	12	17
3	в этом	24	16
4	как и	9	16
5	состоит в	4	16
6	и в	20	16
7	в качестве	21	16
8	может быть	12	16
9	и не	8	15
10	а не	7	14
11	отличие от	2	12
12	в отличие	2	12
13	и т.п	2	12
14	в частности	5	12
15	тогда как	2	11
16	но в	3	11
17	представляет собой	3	11
18	но и	9	11
19	со стороны	3	10
20	не только	15	10
21	том что	35	10
22	своего рода	1	10
23	так и	5	9
24	не может	6	9
25	такого рода	6	9
26	как в	5	8
27	в том	42	8
28	а также	2	8
29	но не	3	7
30	в данном	2	7
31	в нем	2	7
32	ни в	3	7
33	не менее	3	7
34	прежде всего	2	7
35	то же	16	6
36	еще не	2	6
37	данном случае	2	6
38	себя в	3	6
39	отнюдь не	3	6
40	все же	5	6
41	в своей	7	6
42	тем самым	7	6
43	по своей	6	6
44	в своих	1	6
45	и на	6	5
46	в своем	4	5
47	в то	1	5
48	с другой	12	5
49	что в	19	5
50	для него	2	5
51	то что	15	5
52	а с	2	5
53	и то	10	4
54	по отношению	1	4
55	в этой	3	4
56	роль в	4	4
57	в основе	17	4
58	потому что	12	4
59	этом отношении	7	4
60	о том	5	4
61	одного из	1	4
62	с одной	9	4
63	одно из	1	4
64	в одном	1	4
65	одной стороны	9	4
66	как бы	7	4
67	не является	5	4
68	точки зрения	24	4
69	в период	1	4
70	к этому	4	4
71	отношению к	1	4
72	также и	2	3
73	например в	1	3
74	и ее	1	3
75	столь же	3	3
76	перед нами	5	3
77	и как	9	3
78	все эти	5	3
79	всей своей	1	3
80	из этих	2	3
81	он не	1	3
82	и может	1	3
83	его в	6	3
84	это не	5	3
85	ведет к	1	3
86	одного и	6	3
87	в этих	3	3
88	не столько	1	3
89	не в	4	3
90	могут быть	7	3
91	но одновременно	1	3
92	приводит к	3	3
93	в его	11	3
94	только в	10	3
95	и его	5	3
96	уже не	1	3
97	из них	4	3
98	из двух	1	3
99	здесь в	1	3
100	поведения в	2	3
101	не знает	2	3
102	было в	1	3
103	можно сказать	1	3
104	но это	1	3
105	и того	5	3
106	же как	6	2
107	того же	9	2
108	и это	2	2
109	идет о	3	2
110	той же	6	2
