N	2gram	Trubetskoy_1	Formalny
1	и в	14	24
2	в его	4	23
3	прежде всего	8	22
4	и не	19	20
5	так и	1	18
6	точки зрения	11	16
7	не может	22	16
8	в этом	17	15
9	в нем	5	14
10	может быть	9	14
11	таким образом	11	13
12	на почве	2	13
13	с точки	9	13
14	и т	3	12
15	в своем	6	11
16	как и	4	11
17	в своей	5	11
18	в их	4	11
19	не менее	1	11
20	должно быть	3	11
21	в ней	2	10
22	то же	11	10
23	вовсе не	1	10
24	настоящее время	2	10
25	и их	1	10
26	а не	2	10
27	в настоящее	2	10
28	в то	10	9
29	и потому	3	9
30	все это	6	9
31	и на	5	8
32	и с	7	8
33	лишь в	3	8
34	не в	4	8
35	его целом	1	8
36	же время	10	8
37	в ее	1	8
38	именно в	3	8
39	то что	13	8
40	в свою	1	8
41	на самом	6	7
42	должна быть	2	7
43	с ее	1	7
44	не только	9	7
45	место в	2	7
46	жизни и	4	7
47	до конца	1	7
48	и от	2	7
49	но и	10	7
50	отношения к	2	6
51	еще не	3	6
52	самом деле	7	6
53	отнюдь не	7	6
54	более или	4	6
55	все эти	2	6
56	в этой	4	6
57	как бы	4	6
58	входит в	1	6
59	или менее	4	6
60	она не	2	6
61	свою очередь	1	6
62	до сих	5	6
63	в том	17	6
64	было бы	5	6
65	как это	1	6
66	сих пор	5	6
67	и все	1	6
68	а в	5	6
69	бы ни	2	5
70	хотя бы	5	5
71	во всех	5	5
72	но в	2	5
73	в самом	3	5
74	при этом	5	5
75	по себе	2	5
76	не могло	1	5
77	должны быть	1	5
78	должен быть	1	5
79	как мы	1	5
80	что бы	3	5
81	того что	3	5
82	только на	2	5
83	со стороны	4	5
84	с другой	1	5
85	по отношению	2	4
86	в истории	1	4
87	и к	6	4
88	в которой	1	4
89	главным образом	3	4
90	в мире	4	4
91	с другими	1	4
92	задачи и	1	4
93	друг друга	3	4
94	как на	8	4
95	исходить из	1	4
96	при таком	1	4
97	никогда не	5	4
98	если бы	6	4
99	для этого	3	4
100	всяком случае	6	4
101	конечно не	5	4
102	ближайшим образом	1	4
103	в связи	1	4
104	в частности	2	4
105	отношению к	1	4
106	стороны и	1	4
107	с этой	1	4
108	быть и	2	4
109	что в	4	4
110	к этой	4	4
111	так же	2	4
112	во всяком	9	4
113	культуры и	2	3
114	это и	1	3
115	мы не	1	3
116	время в	2	3
117	бы то	4	3
118	но не	4	3
119	значение и	1	3
120	в общем	1	3
121	все же	4	3
122	когда он	1	3
123	целый ряд	2	3
124	и как	3	3
125	и наконец	2	3
126	в себе	9	3
127	если он	1	3
128	он не	5	3
129	всех этих	3	3
130	он должен	5	3
131	так например	1	3
132	то ни	4	3
133	на все	1	3
134	его в	4	3
135	в жизни	1	3
136	лучшем случае	3	3
137	они не	1	3
138	тем самым	2	3
139	но для	2	3
140	не о	2	3
141	в основе	1	3
142	связи с	3	3
143	сводится к	3	3
144	не по	1	3
145	в роде	2	3
146	отличается от	2	3
147	всего в	1	3
148	от западноевропейского	1	3
149	к тому	7	3
150	ясно что	2	3
151	влияние на	1	3
152	борьба с	1	3
153	воздействия на	1	3
154	бы в	1	3
155	в лучшем	3	3
156	один из	1	3
157	в большинстве	3	3
158	и других	1	3
159	для него	6	3
160	не для	1	3
161	и даже	2	3
162	в области	2	3
163	не было	3	3
164	в россии	6	3
165	ни на	1	3
166	смысле этого	1	3
167	или иного	2	3
168	ничем не	1	3
169	этого слова	1	3
170	но это	2	3
171	что он	6	3
172	в применении	1	2
173	же как	1	2
174	применении к	1	2
175	и это	1	2
176	тех же	1	2
177	всякое иное	1	2
178	в зависимости	1	2
179	от всякой	1	2
180	вопрос о	5	2
181	либо к	1	2
182	своем целом	1	2
183	всем этим	2	2
184	в создании	1	2
185	а только	1	2
186	друг от	2	2
187	нет и	1	2
188	во что	3	2
189	идет о	1	2
190	с этим	2	2
191	к отрицанию	2	2
192	от этого	1	2
193	остановиться на	1	2
194	и те	2	2
195	не могла	1	2
196	и если	7	2
197	на его	1	2
198	и вот	2	2
199	том чтобы	3	2
200	и более	2	2
201	но ведь	1	2
202	но все	1	2
203	подход к	1	2
204	могла бы	1	2
205	того или	2	2
206	каждого элемента	1	2
207	это не	1	2
208	всю свою	2	2
209	ни в	2	2
210	с тем	6	2
211	жизни но	1	2
212	культуры с	2	2
213	нисколько не	2	2
214	не так	2	2
215	таким же	3	2
216	войти в	1	2
217	на него	1	2
218	и форм	1	2
219	чтобы стать	1	2
220	к другим	1	2
221	только не	1	2
222	следовательно и	2	2
223	одна из	3	2
224	в самой	1	2
225	к ней	1	2
226	и является	2	2
227	во всем	4	2
228	а лишь	4	2
229	может и	1	2
230	от того	4	2
231	и заключается	1	2
232	не есть	3	2
233	если же	2	2
234	от друга	2	2
235	всего этого	1	2
236	ни стало	3	2
237	или для	1	2
238	приводит к	4	2
239	являются лишь	1	2
240	для всякого	1	2
241	глубоко и	1	2
242	господствующей в	1	2
243	с ним	2	2
244	и должно	2	2
245	и что	2	2
246	в различных	1	2
247	глубоко различны	1	2
248	между тем	5	2
249	что и	3	2
250	в лице	1	2
251	ее к	1	2
252	только в	5	2
253	уже не	2	2
254	не можем	2	2
255	если мы	1	2
256	чтобы он	1	2
257	большинстве случаев	2	2
258	его и	2	2
259	могло бы	1	2
260	точка зрения	1	2
261	даже и	2	2
262	сама по	2	2
263	не на	1	2
264	была бы	1	2
265	как элемент	1	2
266	вместе с	4	2
267	ко всем	3	2
268	по существу	5	2
269	является для	1	2
270	к которому	1	2
271	в результате	2	2
272	очередь является	1	2
273	ни было	1	2
274	в своих	6	2
275	отношении к	2	2
276	тот или	1	2
277	жизни в	5	2
278	одной из	3	2
279	они были	1	2
280	что такое	2	2
281	нас не	1	2
282	а между	5	1
283	ту же	1	1
284	также и	1	1
285	самостоятельность и	1	1
286	себя как	2	1
287	к вопросу	4	1
288	связи между	1	1
289	он может	1	1
290	сил и	3	1
291	прочим и	1	1
292	и есть	2	1
293	для этих	1	1
294	и этот	3	1
295	мы уже	2	1
296	не во	1	1
297	это отношение	1	1
298	этого прежде	1	1
299	образом оказывается	1	1
300	при таких	4	1
301	проявляется в	2	1
302	не был	1	1
303	жизни данного	1	1
304	основанного на	1	1
305	в данном	7	1
306	к которой	6	1
307	тогда как	2	1
308	в психике	1	1
309	оно является	1	1
310	направленная против	1	1
311	общественном сознании	1	1
312	что касается	1	1
313	перед нами	1	1
314	искусство и	1	1
315	то в	3	1
316	и конечно	1	1
317	перестанет быть	1	1
318	ни один	1	1
319	нее так	1	1
320	иначе и	1	1
321	из этих	3	1
322	сущности и	1	1
323	художников и	1	1
324	слагающийся из	1	1
325	на то	5	1
326	противном случае	1	1
327	как оно	1	1
328	не следует	1	1
329	тем не	1	1
330	что вне	1	1
331	они в	1	1
332	меняется в	1	1
333	состоит в	2	1
334	к одному	1	1
335	вообще не	1	1
