N	3gram	Trubetskoy_1	Problemy
1	то же время	2	12
2	в то же	2	12
3	с самого начала	2	8
4	не может быть	1	6
5	по отношению к	1	5
6	и в то	1	5
7	во всяком случае	6	5
8	с точки зрения	6	4
9	бы то ни	2	4
10	то ни было	2	4
11	а между тем	1	3
12	в самом деле	1	3
13	по крайней мере	5	3
14	но в то	1	3
15	в конце концов	3	3
16	мы уже говорили	1	3
17	все это было	1	3
18	с другой стороны	1	3
19	может быть даже	2	3
20	смысле этого слова	1	2
21	в слове о	1	2
22	но все это	2	2
23	вместе с тем	8	2
24	в отличие от	1	2
25	друг на друга	2	2
26	ни было в	1	2
27	и в этом	2	2
28	но в общем	1	2
29	о том что	4	2
30	так и в	1	2
31	той или иной	2	2
32	тем не менее	3	2
33	друг с другом	5	2
34	к тому же	4	2
35	именно потому что	1	2
36	несколько иной характер	1	1
37	о мире как	1	1
38	потому что в	1	1
39	даже там где	1	1
40	том что все	1	1
41	в котором он	1	1
42	может и не	1	1
43	сих пор еще	2	1
44	них как на	1	1
45	же время он	1	1
46	больше никогда не	1	1
47	до сих пор	5	1
48	мы должны признать	2	1
49	а так как	3	1
50	это мы и	1	1
51	в этом отношении	2	1
52	но для этого	1	1
53	заключает в себе	2	1
54	с ними в	1	1
55	во всей своей	1	1
56	на них как	1	1
57	в данном случае	1	1
58	и заставляет его	1	1
59	на этот раз	1	1
60	всяком случае в	1	1
61	но в конце	1	1
62	но при этом	1	1
63	главным образом в	3	1
64	всяком случае не	3	1
65	не только для	2	1
66	все более и	1	1
67	может быть и	2	1
68	то что он	2	1
69	в этом направлении	1	1
70	друг к другу	1	1
71	и тот же	1	1
72	должны признать что	2	1
73	мы видели что	1	1
74	один и тот	1	1
75	в эту сторону	1	1
76	между этими двумя	2	1
77	а вместе с	1	1
78	из которых каждый	1	1
79	но тем не	1	1
80	и вместе с	4	1
81	в свою очередь	1	1
82	и того же	1	1
83	но и для	2	1
84	не только не	1	1
85	более и более	1	1
86	он как бы	1	1
87	но все же	4	1
88	можно сказать что	2	1
89	на то что	2	1
90	одного и того	1	1
91	еще на одном	1	1
92	его с другими	1	1
93	с тем с	1	1
94	как бы в	1	1
95	и что он	1	1
96	иной характер носят	2	1
97	лишь в этом	1	1
98	для того чтобы	5	1
99	лицом к лицу	1	1
100	в том что	3	1
101	что и в	1	1
102	это как не	1	1
103	и только в	1	1
