N	3gram	Losev_Prob_2	Vvedenie
1	и т д	6	36
2	для того чтобы	2	20
3	в том что	4	12
4	о том что	14	12
5	в этом смысле	5	8
6	не может быть	3	8
7	тем не менее	12	8
8	до сих пор	4	6
9	в самом деле	2	6
10	к выводу что	1	6
11	в то же	4	6
12	с другой стороны	5	5
13	что иное как	3	4
14	в этом случае	7	4
15	в этом отношении	1	4
16	можно было бы	2	4
17	по крайней мере	6	4
18	в данном случае	5	4
19	не только в	2	4
20	и в этом	3	4
21	так или иначе	6	4
22	во всяком случае	10	4
23	само по себе	2	4
24	не что иное	3	4
25	с одной стороны	5	4
26	также и в	1	3
27	одной стороны и	3	3
28	в собственном смысле	1	3
29	вместе с тем	1	3
30	и тем не	1	3
31	вопрос о том	2	3
32	в известном смысле	1	3
33	что может быть	1	3
34	заключается в том	2	3
35	можно сказать что	3	3
36	сама по себе	4	3
37	но все же	1	3
38	в свое время	1	3
39	на том что	1	2
40	вовсе не только	1	2
41	что в этом	1	2
42	что такое язык	1	2
43	и той же	2	2
44	не говоря уже	4	2
45	подобно тому как	2	2
46	то же самое	5	2
47	как будто бы	5	2
48	хотя бы и	3	2
49	то что остается	1	2
50	что в нем	1	2
51	точно так же	3	2
52	может быть и	2	2
53	в значительной мере	3	2
54	в известной мере	1	2
55	и со стороны	1	2
56	в конце концов	7	2
57	не могут не	1	2
58	чтобы можно было	1	2
59	или иначе но	1	2
60	в связи с	5	2
61	но вместе с	1	2
62	а так как	1	2
63	есть не что	3	2
64	в этих случаях	1	2
65	гораздо ближе к	1	2
66	как мы уже	1	2
67	по этому поводу	2	2
68	одной и той	2	2
69	той или иной	1	2
70	здесь идет речь	2	1
71	не может не	1	1
72	и есть то	2	1
73	а это в	1	1
74	в той или	1	1
75	сказать что он	1	1
76	что такое вообще	1	1
77	только потому что	1	1
78	но как мы	1	1
79	того что в	1	1
80	раз уж мы	1	1
81	как один из	1	1
82	более или менее	4	1
83	имеем в виду	2	1
84	на самом деле	2	1
85	в настоящее время	16	1
86	никак не может	2	1
87	в языке и	4	1
88	ясно само собой	1	1
89	то или иное	2	1
90	тем что она	1	1
91	говоря уже о	4	1
92	в таком случае	10	1
93	представление о том	1	1
94	также и то	2	1
95	но и в	3	1
96	потому что и	1	1
97	только в том	4	1
98	только то что	3	1
99	что не только	1	1
100	совершенно ясно что	1	1
101	значит не только	1	1
102	том или ином	2	1
103	это значит не	1	1
104	том что не	1	1
105	может быть только	2	1
106	ту или иную	1	1
107	не то что	1	1
108	и то что	7	1
109	в зависимости от	1	1
110	прийти к выводу	1	1
111	во всех отношениях	1	1
112	в том или	1	1
113	уже о том	1	1
114	на эту тему	2	1
115	так же как	1	1
116	это может быть	1	1
117	в тех областях	1	1
118	вообще не существует	1	1
119	то ни было	1	1
120	мы имеем в	1	1
121	можно говорить о	2	1
122	нечто целое и	1	1
123	возможно только потому	1	1
124	и то же	1	1
125	в общем смысле	1	1
126	было бы в	1	1
127	всяком случае не	2	1
128	с разных сторон	1	1
129	какой бы то	1	1
130	частности в области	1	1
131	определения в этом	1	1
132	что мы можем	1	1
133	идет речь не	1	1
134	бы то ни	2	1
135	науки о языке	1	1
136	и как они	1	1
137	случае не есть	1	1
138	о котором мы	1	1
139	когда мы говорим	2	1
140	смысле не может	1	1
141	потому что они	1	1
142	и до наших	1	1
143	а в том	1	1
144	в частности в	2	1
145	нужно было бы	1	1
146	вопрос что же	1	1
147	о котором уже	1	1
148	до тех пор	4	1
149	то обстоятельство что	1	1
150	от того что	1	1
151	в подлинном смысле	1	1
152	не потому что	1	1
153	говорить о том	1	1
154	здесь не может	1	1
155	и что такое	3	1
156	имея в виду	2	1
157	та или иная	2	1
158	это заставляет нас	1	1
159	связи с этим	2	1
160	того или иного	5	1
161	с самого начала	2	1
162	не существует и	1	1
163	не менее совершенно	1	1
164	и прежде всего	2	1
165	не просто как	3	1
166	только тогда когда	3	1
167	на то или	1	1
168	д для того	1	1
169	в указании на	1	1
170	обратим внимание на	1	1
171	этом смысле и	1	1
172	в каждом из	1	1
173	только в этом	1	1
174	тот смысл что	1	1
175	этом смысле слова	2	1
176	как о чем-то	1	1
177	такой точки зрения	1	1
178	т д для	1	1
