N	3gram	Tiupa_Lite_3	Analitik
1	не может быть	3	16
2	в том что	4	9
3	в то же	7	8
4	в том чтобы	2	7
5	в отличие от	5	6
6	то же время	7	6
7	на наш взгляд	1	6
8	той или иной	2	6
9	что иное как	1	5
10	по отношению к	4	5
11	факторов художественного впечатления	1	5
12	с точки зрения	3	4
13	в конечном счете	1	4
14	но и не	2	4
15	не что иное	1	4
16	к тому же	5	4
17	о том что	4	3
18	себя в другом	2	3
19	в той или	1	3
20	состоит в том	2	3
21	подобно тому как	2	3
22	в том числе	3	3
23	бы то ни	2	3
24	из того что	2	3
25	и т п	1	3
26	для того чтобы	1	3
27	то ни было	2	3
28	и представляет собой	1	3
29	с одной стороны	4	3
30	быть не может	1	3
31	могли бы быть	1	2
32	и к тому	1	2
33	в самом деле	2	2
34	как совокупность факторов	1	2
35	то же самое	2	2
36	именно в этом	1	2
37	найдя другого в	1	2
38	но и в	2	2
39	в этом отношении	5	2
40	начале х годов	3	2
41	в другом найдя	1	2
42	в данном случае	4	2
43	в силу своей	1	2
44	я и другого	1	2
45	с другой стороны	2	2
46	найти себя в	1	2
47	другого в себе	2	2
48	только в присутствии	1	2
49	произведения в его	1	2
50	в начале х	3	2
51	совокупность факторов художественного	1	2
52	другом найдя другого	1	2
53	социального взаимодействия трех	1	1
54	бежит повторения и	1	1
55	всякий раз качественно	1	1
56	в присутствии эстетического	1	1
57	отношение к предмету	1	1
58	требуется лишь от	1	1
59	не требуется чтобы	1	1
60	взаимодействия трех говорящего	1	1
61	без другого не	1	1
62	обойтись без другого	1	1
63	в е годы	8	1
64	присутствия в мире	6	1
65	не знает категории	1	1
66	только момента когда	1	1
67	учитывает третьего слушателя	1	1
68	собою без другого	1	1
69	как бы личность	1	1
70	сознания но по	1	1
71	уже сущего вечного	1	1
72	незаместимое место в	1	1
73	слово есть выражение	1	1
74	эстетическим субъектом только	1	1
75	по своей сущности	1	1
76	как бы не	1	1
77	и продукт социального	1	1
78	по этой причине	1	1
79	более или менее	1	1
80	духовного общения людей	1	1
81	существеннейшее влияние на	1	1
82	продукт социального взаимодействия	1	1
83	в соответствии с	3	1
84	я чувствую себя	1	1
85	всегда бежит повторения	1	1
86	о том как	1	1
87	качественно новое эстетическое	1	1
88	события особого рода	1	1
89	своей нобелевской лекции	1	1
90	коммуникативного события как	1	1
91	текст литературного произведения	1	1
92	которой устремляются интенциональные	1	1
93	в воспринимающем сознании	1	1
94	только в том	1	1
95	духовно уже сущего	1	1
96	другого я должен	1	1
97	и ждет только	1	1
98	говоря уже о	3	1
99	всегда наличествует и	1	1
100	стать самим собою	1	1
101	когда созреет воспринимающее	1	1
102	выражение и продукт	1	1
103	читателя и того	1	1
104	между тем как	1	1
105	в ые годы	2	1
106	момента когда созреет	1	1
107	новое эстетическое решение	1	1
108	известную цельность как	1	1
109	субъекта объекта и	1	1
110	том числе и	2	1
111	в то что	2	1
112	коммуникативного события социокультурного	1	1
113	без другого я	1	1
114	виртуальной границей к	1	1
115	а то и	1	1
116	я и тем	1	1
117	эстетического объекта и	1	1
118	субъекта и адресата	1	1
119	полном соответствии с	2	1
120	с этой точки	1	1
121	вместе с тем	1	1
122	на все моменты	1	1
123	или о чем	1	1
124	трех говорящего автора	1	1
125	эстетического субъекта в	2	1
126	коммуникативного события отсюда	1	1
127	от воспринимающего субъекта	1	1
128	оказывает существеннейшее влияние	1	1
129	я должен найти	1	1
130	быть может наиболее	1	1
131	себе во взаимоотражении	1	1
132	и в частности	2	1
133	или осмысленно написанное	1	1
134	произнесенное или осмысленно	1	1
135	границей к которой	1	1
136	в этой связи	1	1
137	влияние на все	1	1
138	всеобщего личного самоопределения	1	1
139	коммуникативного события особого	1	1
140	произведение искусства всегда	1	1
141	свое незаместимое место	1	1
142	во взаимоотражении во	1	1
143	чем говорят героя	1	1
144	и оказывает существеннейшее	1	1
145	в полном соответствии	2	1
146	как и следовало	1	1
147	не только в	2	1
148	цельность как бы	1	1
149	литературного процесса и	1	1
150	природе того что	1	1
151	вслед за ним	1	1
152	могу стать самим	1	1
153	на первый взгляд	1	1
154	того о ком	1	1
155	требуется чтобы он	1	1
156	к физическому воплощению	1	1
157	одним из первых	1	1
158	в свою очередь	1	1
159	как будто бы	1	1
160	и при этом	1	1
161	устремляются интенциональные намерения	1	1
162	созреет воспринимающее сознание	1	1
163	искусства всегда наличествует	1	1
164	так и не	1	1
165	образ мира в	1	1
166	о ком или	1	1
167	есть выражение и	1	1
168	события социокультурного взаимодействия	1	1
169	должен найти себя	1	1
170	присутствия личности в	1	1
171	третьего слушателя который	1	1
172	художественного творчества в	1	1
173	время учитывает третьего	1	1
174	я не могу	1	1
175	в себе во	1	1
176	ком или о	1	1
177	и адресата эстетического	1	1
178	бродский в своей	1	1
179	не могу стать	1	1
180	цикла к тому	1	1
181	самим собою без	1	1
182	тогда как сам	1	1
183	в коммуникативное событие	1	1
184	субъекта и объекта	1	1
185	этой точки зрения	1	1
186	могу обойтись без	1	1
187	объекта и адресата	1	1
188	при этом как	1	1
189	той виртуальной границей	1	1
190	как представляется автору	1	1
191	намерения творческих актов	1	1
192	я в мире	1	1
193	оказывается своего рода	1	1
194	раз качественно новое	1	1
195	один в другом	1	1
196	не индивидуальностью художника	1	1
197	еще в году	1	1
198	по аналогии с	1	1
199	и вместе с	2	1
200	все время учитывает	1	1
201	взаимоотражении во взаимоприятии	1	1
202	повторения и подсказывает	1	1
203	слушателя который и	1	1
204	содержат в себе	1	1
205	он заранее создавал	1	1
206	и того о	1	1
207	начало и конец	1	1
208	и тем самым	2	1
209	никогда не бывает	1	1
210	и в самом	2	1
211	интенциональные намерения творческих	1	1
212	действительно произнесенное или	1	1
213	чтобы он заранее	1	1
214	физическому воплощению духовно	1	1
215	и следовало ожидать	1	1
216	лишь от воспринимающего	1	1
217	тогда когда оно	1	1
218	о чем говорят	1	1
219	взаимодействие автора и	1	1
220	все моменты произведения	1	1
221	который и оказывает	1	1
222	искусства такое отношение	1	1
223	не могу обойтись	1	1
224	в качестве эстетического	1	1
225	в связи с	1	1
226	предмету требуется лишь	1	1
227	наличествует и ждет	1	1
228	но отнюдь не	1	1
229	к тому что	1	1
230	иосиф бродский в	1	1
231	такое отношение к	1	1
232	воплощению духовно уже	1	1
233	ждет только момента	1	1
234	согласно р ингардену	1	1
235	в своей нобелевской	1	1
236	в художественном тексте	1	1
237	художественное произведение является	1	1
238	определяется не индивидуальностью	1	1
239	другого не могу	1	1
240	к которой устремляются	1	1
241	текста и не	1	1
242	в глубине души	1	1
243	к предмету требуется	1	1
244	прежде чем обратиться	1	1
245	не говоря уже	4	1
246	чем обратиться к	1	1
