N	2gram	Bakhtin_Fr_7	Stilisti
1	и в	41	42
2	не только	5	27
3	как бы	7	27
4	и т.п	9	24
5	прежде всего	11	22
6	и т.д	2	20
7	то же	13	15
8	но и	9	15
9	и не	7	14
10	не может	3	12
11	может быть	4	12
12	мы уже	12	11
13	как и	14	11
14	точки зрения	5	11
15	в этом	15	10
16	и как	2	10
17	как мы	11	10
18	мы не	2	9
19	при этом	3	9
20	в то	10	9
21	то что	8	9
22	в ней	5	8
23	все же	1	8
24	в себе	11	8
25	таким образом	19	8
26	тем самым	3	8
27	и это	5	8
28	с тем	1	8
29	и на	4	7
30	в которой	2	7
31	было бы	4	7
32	и тем	1	7
33	так как	3	7
34	никогда не	2	7
35	же время	9	7
36	потому что	5	7
37	ничего не	4	7
38	с его	2	7
39	слов и	4	7
40	только в	6	7
41	и его	9	7
42	а не	2	7
43	и от	8	7
44	во всех	3	6
45	точкой зрения	1	6
46	в этой	13	6
47	в нем	7	6
48	не в	9	6
49	в процессе	2	6
50	или как	1	6
51	в области	2	6
52	так и	10	6
53	другими словами	2	6
54	язык и	1	6
55	в форме	3	6
56	и так	2	6
57	в конце	8	6
58	в свою	3	6
59	той же	3	5
60	уже в	5	5
61	в нашем	1	5
62	в той	3	5
63	и наконец	4	5
64	одно и	2	5
65	и с	4	5
66	же мы	1	5
67	мы видели	5	5
68	с точки	3	5
69	в сознании	1	5
70	а в	5	5
71	же самое	1	5
72	в его	12	5
73	и их	3	5
74	слова в	1	5
75	с помощью	6	5
76	вместе с	5	5
77	как это	1	5
78	слова и	1	5
79	и то	2	4
80	самом деле	1	4
81	мы называем	1	4
82	себя в	1	4
83	что именно	1	4
84	и к	5	4
85	но в	8	4
86	в самом	1	4
87	что это	4	4
88	так сказать	3	4
89	уже не	2	4
90	можно было	3	4
91	в каждом	1	4
92	его в	3	4
93	и без	1	4
94	самого начала	1	4
95	на него	1	4
96	у нас	1	4
97	но все	4	4
98	всего в	5	4
99	к тому	2	4
100	свою очередь	3	4
101	с самого	2	4
102	в словах	2	4
103	о том	6	4
104	влияние на	4	4
105	которой мы	1	4
106	все время	2	4
107	того что	2	4
108	один из	1	4
109	мы видим	6	4
110	мы увидим	1	4
111	в качестве	9	4
112	если мы	1	4
113	точка зрения	2	4
114	само собой	1	4
115	о своей	1	4
116	связаны с	2	4
117	не просто	2	4
118	в слове	1	4
119	то есть	20	4
120	не что	1	4
121	все это	10	4
122	не знаем	2	4
123	бы в	2	4
124	того времени	1	4
125	так же	5	4
126	вряд ли	1	3
127	отношения к	1	3
128	словом и	1	3
129	на самом	2	3
130	еще не	2	3
131	перед нами	2	3
132	хотя и	4	3
133	та же	4	3
134	выражение в	3	3
135	какую роль	2	3
136	вследствие этого	1	3
137	уже видели	2	3
138	и вот	2	3
139	их в	2	3
140	не будет	1	3
141	об этом	1	3
142	связанных с	3	3
143	это не	6	3
144	может стать	2	3
145	ведь в	1	3
146	не мог	2	3
147	том что	4	3
148	что было	1	3
149	в разных	2	3
150	связи с	1	3
151	может показаться	1	3
152	и развития	1	3
153	в виду	4	3
154	в ее	1	3
155	роль в	2	3
156	что у	3	3
157	во второй	2	3
158	мы в	2	3
159	и здесь	4	3
160	то мы	1	3
161	жизни и	3	3
162	только на	2	3
163	из них	3	3
164	его и	1	3
165	не так	1	3
166	в котором	1	3
167	в одном	3	3
168	свое выражение	1	3
169	что и	5	3
170	и даже	1	3
171	и эта	3	3
172	конце концов	4	3
173	и уже	1	3
174	в тех	1	3
175	как только	1	3
176	в начале	1	3
177	и слово	1	3
178	и для	5	3
179	и все	14	3
180	между ними	1	3
181	не знает	3	3
182	сказать что	1	3
183	также и	2	2
184	человека и	1	2
185	нас не	2	2
186	его не	1	2
187	со всех	2	2
188	мы имеем	2	2
189	на эти	1	2
190	но даже	1	2
191	иное как	1	2
192	природы и	1	2
193	но не	1	2
194	и указывает	1	2
195	значение и	1	2
196	должны были	1	2
197	отношение к	2	2
198	себе и	1	2
199	как в	5	2
200	и нет	1	2
201	целый ряд	4	2
202	между двумя	1	2
203	как таковое	1	2
204	роль играет	2	2
205	все эти	13	2
206	и те	3	2
207	тому же	1	2
208	человек не	1	2
209	слово это	2	2
210	к миру	1	2
211	по своему	2	2
212	человека в	2	2
213	значительной степени	2	2
214	связанные с	3	2
215	есть не	2	2
216	с этим	2	2
217	в жизни	1	2
218	собой разумеющееся	1	2
219	в этих	2	2
220	и при	1	2
221	в своей	3	2
222	ли он	1	2
223	в отношении	3	2
224	мы говорили	1	2
225	место в	4	2
226	в которых	2	2
227	но эта	1	2
228	в мире	3	2
229	которые в	1	2
230	не должно	3	2
231	ее с	1	2
232	своего героя	1	2
233	в основе	1	2
234	которого и	1	2
235	что иное	1	2
236	это слово	1	2
237	был и	1	2
238	этом отношении	2	2
239	в каком	1	2
240	и несколько	1	2
241	от их	1	2
242	все то	3	2
243	не есть	2	2
244	здесь не	1	2
245	в дальнейшем	1	2
246	как с	1	2
247	и когда	1	2
248	с собой	1	2
249	времени и	1	2
250	не с	1	2
251	с ним	2	2
252	по своей	1	2
253	в значительной	2	2
254	выбор и	1	2
255	к нему	5	2
256	находит свое	2	2
257	не должен	1	2
258	в него	1	2
259	видим что	1	2
260	культурного развития	1	2
261	в том	11	2
262	тот же	2	2
263	одной из	2	2
264	что он	3	2
265	как нечто	2	2
266	как внешняя	1	2
267	для всех	2	2
268	да еще	1	2
269	или даже	1	2
270	для него	6	2
271	себе в	1	2
272	для них	1	2
273	заметить что	1	2
274	тем что	3	2
275	даже и	1	2
276	а на	2	2
277	к которому	1	2
278	еще и	1	2
279	на развитие	1	2
280	связано с	2	2
281	не было	3	2
282	до конца	2	2
283	разных местах	1	2
284	в связи	2	2
285	связь с	1	2
286	нет ничего	1	2
287	и потому	3	2
288	из которых	2	2
289	в первой	2	2
290	возникновения и	2	2
291	должно быть	4	2
292	голоса и	1	2
293	но это	3	2
294	при всем	1	2
295	мы найдем	3	2
296	где и	1	2
297	или в	2	2
298	на первый	1	2
299	у них	2	2
300	теперь же	1	2
301	несмотря на	3	2
302	этот вопрос	1	2
303	с ней	1	2
304	в частности	1	2
305	к этому	5	2
306	в своих	1	2
307	свою речь	1	1
308	не наоборот	1	1
309	ту же	2	1
310	одним из	1	1
311	для построения	1	1
312	не остается	1	1
313	в христианском	1	1
314	и всем	2	1
315	и до	6	1
316	и самое	1	1
317	ведь и	1	1
318	том какое	1	1
319	большое количество	1	1
320	в их	3	1
321	часть его	1	1
322	хлеб и	1	1
323	из всех	2	1
324	например в	3	1
325	он постоянно	1	1
326	которую мы	1	1
327	именно к	1	1
328	движение в	8	1
329	оба эти	1	1
330	в сущности	4	1
331	принадлежит к	1	1
332	я не	3	1
333	они были	1	1
334	ему в	1	1
335	пространство и	1	1
336	того же	3	1
337	в каждой	2	1
338	быть в	1	1
339	не был	1	1
340	в чем	2	1
341	там и	1	1
342	одно мгновение	2	1
343	именно этот	1	1
344	и другие	3	1
345	подвести некоторые	1	1
346	к которой	1	1
347	и всякий	1	1
348	в новом	1	1
349	иногда и	1	1
350	мы сейчас	2	1
351	явление как	1	1
352	положение и	1	1
353	в истории	1	1
354	в подобных	1	1
355	в одной	2	1
356	что человеческая	1	1
357	в своем	9	1
358	однако не	1	1
359	кроме того	3	1
360	и где	1	1
361	процессе развития	1	1
362	и есть	3	1
363	и слова	1	1
364	не являются	1	1
365	более или	2	1
366	увидим что	1	1
367	своем произведении	1	1
368	от этого	3	1
369	его части	1	1
370	в земной	2	1
371	где все	2	1
372	может достигнуть	1	1
373	возможно что	1	1
374	он в	1	1
375	и благоговением	2	1
376	были связаны	1	1
377	думать что	1	1
378	еще один	1	1
379	всего к	1	1
380	с их	1	1
381	время этот	1	1
382	имеем в	2	1
383	не могла	1	1
384	все они	6	1
385	все ее	1	1
386	том какую	1	1
387	не знающий	1	1
388	в первых	1	1
389	время и	1	1
390	а скорее	1	1
391	он не	4	1
392	о которой	1	1
393	у древних	1	1
394	с новым	1	1
395	при виде	4	1
396	не как	1	1
397	какое влияние	1	1
398	в силу	1	1
399	мира мира	1	1
400	ведь ему	1	1
401	на этом	5	1
402	так например	1	1
403	в основу	1	1
404	в другом	1	1
405	характер в	1	1
406	некоторые итоги	2	1
407	и второй	1	1
408	назначения в	1	1
409	на все	1	1
410	исторического и	1	1
411	ничего удивительного	1	1
412	указывали что	1	1
413	уже знаем	1	1
414	в речевом	1	1
415	укажем на	1	1
416	назначения служить	1	1
417	и находит	1	1
418	но уже	1	1
419	человека на	1	1
420	выражений нет	1	1
421	к которым	1	1
422	благодаря которой	1	1
423	с этой	1	1
424	и вызвал	1	1
425	все скрытые	1	1
426	громадную роль	1	1
427	характер и	1	1
428	с полной	1	1
429	иногда в	3	1
430	в плоть	1	1
431	и реальное	2	1
432	наконец с	1	1
433	себе все	2	1
434	или менее	2	1
435	литература и	1	1
436	нам необходимо	1	1
437	таким же	3	1
438	в следующем	2	1
439	наших дней	1	1
440	и благодаря	3	1
441	плоть и	1	1
442	большей степени	1	1
443	оказывается что	3	1
444	мысли и	1	1
445	жизни с	1	1
446	нельзя было	1	1
447	поэтому в	1	1
448	в прямом	1	1
449	по ту	1	1
450	речи в	1	1
451	как от	1	1
452	том же	1	1
453	из одного	4	1
454	т.е на	1	1
455	по себе	1	1
456	даже в	1	1
457	и вся	3	1
458	в одно	1	1
459	бы их	1	1
460	содержит в	1	1
461	но они	1	1
462	она не	1	1
463	воплощено в	1	1
464	и время	1	1
465	эта форма	1	1
466	того как	5	1
467	одна из	4	1
468	так чтобы	1	1
469	и искусство	1	1
470	следовательно и	2	1
471	и всегда	2	1
472	нашли свое	1	1
473	с одним	1	1
474	глядя на	2	1
475	все явления	2	1
476	этой речи	2	1
477	так называемый	2	1
478	чем ближе	1	1
479	входят в	2	1
480	и делает	1	1
481	в стиле	1	1
482	но там	1	1
483	не могут	1	1
484	т.е с	1	1
485	он непрерывно	1	1
486	должен быть	2	1
487	которой человек	1	1
488	уже через	1	1
489	не совсем	2	1
490	и о	1	1
491	слов мы	1	1
492	и автор	1	1
493	мысль о	1	1
494	культуры и	1	1
495	зрения не	1	1
496	говорили что	1	1
497	отвлечься от	1	1
498	котором мы	1	1
499	одно явление	1	1
500	не трудно	1	1
501	здесь как	2	1
502	здесь нет	2	1
503	в себя	2	1
504	все свои	2	1
505	его точка	1	1
506	он к	1	1
507	слова ни	1	1
508	образом в	1	1
509	может в	1	1
510	их но	1	1
511	каждый раз	1	1
512	именно потому	1	1
513	слова из	1	1
514	и та	1	1
515	и что	1	1
516	включением в	1	1
517	что его	1	1
518	и кровь	1	1
519	все его	3	1
520	т.п он	1	1
521	внешняя сторона	1	1
522	с лицом	1	1
523	и во	2	1
524	образом мы	1	1
525	это предметы	1	1
526	жизни он	1	1
527	между тем	1	1
528	этот момент	1	1
529	них в	1	1
530	тот момент	1	1
531	представления о	1	1
532	действительности в	1	1
533	в дни	1	1
534	в литературе	2	1
535	бросается в	1	1
536	и небесных	1	1
537	говорить не	1	1
538	которым мы	1	1
539	с ними	3	1
540	дело с	1	1
541	и вино	1	1
542	правда и	2	1
543	и после	1	1
544	он уже	1	1
545	сторона той	1	1
546	на несколько	1	1
547	до наших	1	1
548	так что	1	1
549	нигде и	1	1
550	есть в	6	1
551	неразрывно связано	1	1
552	в большинстве	2	1
553	в виде	1	1
554	свидетельствует о	2	1
555	здесь же	1	1
556	большинстве случаев	2	1
557	при помощи	1	1
558	этот и	1	1
559	по отношению	2	1
560	но от	1	1
561	их как	1	1
562	роль и	1	1
563	теснейшим образом	1	1
564	руки и	1	1
565	ни в	6	1
566	вовсе не	7	1
567	гораздо большей	1	1
568	и оказывается	2	1
569	ту сторону	1	1
570	у него	6	1
571	никакого отношения	1	1
572	играет в	1	1
573	т.п или	1	1
574	к той	1	1
575	превращается в	1	1
576	и строго	1	1
577	уже совершенно	1	1
578	это движение	2	1
579	вне ее	1	1
580	в особенности	2	1
581	в другой	1	1
582	слово также	1	1
583	связан с	2	1
584	уже говорили	4	1
585	последнем счете	1	1
586	за пределы	1	1
587	что человек	1	1
588	здесь в	1	1
589	и самая	2	1
590	такого понимания	1	1
591	такое же	1	1
592	по всей	1	1
593	ничем не	3	1
594	они окружены	1	1
595	выступает в	1	1
596	это прежде	2	1
597	на этот	1	1
598	его как	2	1
599	влияние и	1	1
600	же точно	1	1
601	они как	2	1
602	их там	1	1
603	происходит и	1	1
604	о чем	1	1
605	свое отражение	1	1
606	человеческой культуры	2	1
607	со своими	1	1
608	здесь только	2	1
609	ближе к	1	1
610	в речи	1	1
611	может иметь	2	1
612	именно поэтому	1	1
613	предмета или	1	1
614	лица и	3	1
615	но оно	1	1
616	в самый	2	1
617	видели в	3	1
618	ближе всего	1	1
619	только его	1	1
620	ближе он	1	1
621	мире но	1	1
622	он говорит	1	1
623	в течение	2	1
624	для человека	1	1
625	как к	1	1
626	в человеческом	3	1
627	многих других	1	1
628	книги и	1	1
629	еще раз	1	1
630	ее содержанием	1	1
