N	2gram	Vygotskiy__3	Stilisti
1	и в	25	42
2	не только	6	27
3	как бы	10	27
4	прежде всего	4	22
5	и т.д	5	20
6	внутренней речи	19	18
7	хотя бы	1	17
8	то же	2	15
9	но и	4	15
10	и не	10	14
11	не может	6	12
12	может быть	13	12
13	мы уже	5	11
14	как и	15	11
15	точки зрения	6	11
16	отнюдь не	4	10
17	в этом	14	10
18	и как	5	10
19	как мы	8	10
20	мы должны	6	10
21	что мы	7	10
22	мы не	9	9
23	при этом	5	9
24	в то	4	9
25	для того	7	9
26	то что	15	9
27	в ней	1	8
28	все же	6	8
29	в себе	2	8
30	таким образом	17	8
31	тем самым	2	8
32	и это	4	8
33	слово как	1	8
34	с тем	16	8
35	что же	1	8
36	речевого общения	4	8
37	в зависимости	5	7
38	зависимости от	6	7
39	и на	6	7
40	в которой	1	7
41	было бы	10	7
42	и тем	1	7
43	так как	12	7
44	никогда не	4	7
45	потому что	6	7
46	того чтобы	8	7
47	с его	2	7
48	слов и	5	7
49	только в	10	7
50	и его	2	7
51	мы можем	7	7
52	а не	1	7
53	и от	2	7
54	речевое общение	3	7
55	во всех	1	6
56	мы будем	2	6
57	в этой	5	6
58	но ведь	1	6
59	на его	2	6
60	в нем	2	6
61	не в	6	6
62	в процессе	27	6
63	или как	1	6
64	в области	7	6
65	так и	5	6
66	другими словами	1	6
67	язык и	1	6
68	в форме	1	6
69	в конце	1	6
70	или иной	3	6
71	речи и	8	6
72	в свою	3	6
73	той же	4	5
74	уже в	7	5
75	в той	1	5
76	независимо от	4	5
77	и с	1	5
78	того или	2	5
79	мы видели	6	5
80	с точки	1	5
81	и той	2	5
82	тому что	2	5
83	а в	4	5
84	не является	8	5
85	же самое	1	5
86	в его	15	5
87	и является	1	5
88	и их	3	5
89	слова в	2	5
90	точек зрения	1	5
91	мы никогда	2	5
92	в живом	3	5
93	с помощью	42	5
94	вместе с	14	5
95	как это	7	5
96	слова и	6	5
97	или иного	2	5
98	и то	2	4
99	или иную	1	4
100	тем же	4	4
101	мы называем	2	4
102	слово не	1	4
103	и к	5	4
104	но в	1	4
105	в самом	3	4
106	что это	5	4
107	уже не	2	4
108	можно было	6	4
109	его в	3	4
110	ту или	1	4
111	самого начала	6	4
112	на него	1	4
113	у нас	1	4
114	но все	2	4
115	к тому	4	4
116	той или	2	4
117	свою очередь	2	4
118	внутренняя речь	5	4
119	с самого	6	4
120	если бы	5	4
121	о том	5	4
122	мы показали	1	4
123	которой мы	1	4
124	все время	2	4
125	того что	10	4
126	один из	6	4
127	мы видим	3	4
128	мы увидим	4	4
129	в качестве	12	4
130	если мы	3	4
131	речь и	4	4
132	общения и	1	4
133	были бы	3	4
134	связаны с	3	4
135	не просто	1	4
136	внешней речи	6	4
137	а с	3	4
138	в слове	1	4
139	не что	1	4
140	все это	6	4
141	не знаем	1	4
142	к данной	1	4
143	бы в	2	4
144	так же	17	4
145	долгое время	1	3
146	человеческой речи	1	3
147	отношения к	1	3
148	словом и	1	3
149	является наиболее	1	3
150	еще не	4	3
151	видели что	3	3
152	перед нами	10	3
153	хотя и	2	3
154	та же	1	3
155	выражение в	1	3
156	вследствие этого	1	3
157	их в	3	3
158	будем говорить	1	3
159	заключает в	2	3
160	здесь мы	2	3
161	не будет	2	3
162	об этом	2	3
163	может стать	1	3
164	этом мы	1	3
165	не мог	4	3
166	том что	20	3
167	бы мы	1	3
168	что было	1	3
169	и тому	1	3
170	слово и	1	3
171	слова как	1	3
172	связь и	2	3
173	связи с	9	3
174	до того	1	3
175	чрезвычайно важно	1	3
176	и речевое	1	3
177	да и	1	3
178	и развития	1	3
179	что оно	4	3
180	в виду	1	3
181	но при	1	3
182	в ее	1	3
183	роль в	1	3
184	внутреннюю речь	1	3
185	что у	1	3
186	мы в	2	3
187	и здесь	2	3
188	связь между	4	3
189	нуждается в	1	3
190	то мы	1	3
191	внешняя речь	1	3
192	из них	4	3
193	не так	1	3
194	представить себе	1	3
195	в котором	3	3
196	в одном	2	3
197	содержание и	1	3
198	но что	1	3
199	от того	4	3
200	что слова	2	3
201	что и	10	3
202	и даже	1	3
203	и эта	2	3
204	мы легко	1	3
205	конце концов	1	3
206	так называемой	1	3
207	ни на	2	3
208	в тех	2	3
209	этого слова	4	3
210	этом случае	1	3
211	в целом	13	3
212	в начале	2	3
213	и слово	3	3
214	но для	1	3
215	и для	2	3
216	для нас	2	3
217	и все	4	3
218	главным образом	2	3
219	между ними	3	3
220	сказать что	4	3
221	также и	1	2
222	человека и	5	2
223	речи во	1	2
224	мы имели	4	2
225	нас не	1	2
226	что эти	3	2
227	и этот	1	2
228	мы имеем	4	2
229	вопрос о	1	2
230	и он	1	2
231	значением слова	3	2
232	между собой	13	2
233	иное как	1	2
234	но не	6	2
235	достаточно для	1	2
236	только потому	2	2
237	очевидно что	1	2
238	иметь дело	1	2
239	отношение к	1	2
240	оно является	3	2
241	форме и	1	2
242	как в	9	2
243	целый ряд	1	2
244	как уже	6	2
245	между двумя	2	2
246	роль играет	1	2
247	бы и	1	2
248	ни один	4	2
249	представляет собой	6	2
250	все эти	7	2
251	бы не	1	2
252	речи но	2	2
253	тому же	1	2
254	этот процесс	3	2
255	понимания и	1	2
256	и сам	3	2
257	по своему	11	2
258	одной и	2	2
259	существенным моментом	1	2
260	под воздействием	1	2
261	значительной степени	1	2
262	связанные с	2	2
263	зрения на	2	2
264	ясно что	2	2
265	есть не	1	2
266	с этим	4	2
267	в жизни	3	2
268	но мы	1	2
269	или группы	1	2
270	нашего исследования	1	2
271	в этих	2	2
272	и при	1	2
273	в своей	2	2
274	в отношении	6	2
275	что вся	1	2
276	мы говорили	4	2
277	место в	2	2
278	в которых	3	2
279	в мире	2	2
280	которые в	3	2
281	важную роль	1	2
282	однако в	2	2
283	который мы	2	2
284	и форма	1	2
285	слова мы	2	2
286	и форму	1	2
287	не сумеем	1	2
288	в основе	16	2
289	что иное	1	2
290	каждый из	2	2
291	звуковые комплексы	1	2
292	эти три	1	2
293	этом отношении	3	2
294	в каком	2	2
295	перед ним	3	2
296	не есть	3	2
297	с развитием	2	2
298	в пределах	1	2
299	в дальнейшем	1	2
300	речи то	1	2
301	как с	4	2
302	понимание и	1	2
303	а этот	1	2
304	подойти к	1	2
305	вошел в	1	2
306	быть может	1	2
307	и вообще	1	2
308	с ним	4	2
309	по своей	7	2
310	определенное значение	2	2
311	что перед	4	2
312	речи не	2	2
313	и содержание	1	2
314	в значительной	1	2
315	этой второй	3	2
316	находит свое	2	2
317	на отдельные	1	2
318	в него	3	2
319	как например	1	2
320	культурного развития	1	2
321	в том	23	2
322	тот же	2	2
323	что он	6	2
324	в какой	4	2
325	тот или	1	2
326	человека с	1	2
327	для всех	1	2
328	слова не	2	2
329	или даже	1	2
330	для него	5	2
331	для них	1	2
332	тем что	8	2
333	и речь	4	2
334	между говорящими	2	2
335	развития в	2	2
336	к которому	3	2
337	которых оно	1	2
338	связано с	1	2
339	до конца	1	2
340	не будь	1	2
341	будет иметь	1	2
342	в связи	6	2
343	связь с	3	2
344	стадии своего	1	2
345	этот другой	1	2
346	и потому	2	2
347	из трех	1	2
348	в предыдущей	1	2
349	у человека	2	2
350	из которых	5	2
351	которые являются	2	2
352	смысле этого	4	2
353	возникновения и	1	2
354	должно быть	2	2
355	останавливаться на	1	2
356	вторая группа	1	2
357	сих пор	1	2
358	но это	5	2
359	в так	1	2
360	тем и	4	2
361	или в	2	2
362	на первый	2	2
363	нам придется	1	2
364	или несколько	1	2
365	несмотря на	1	2
366	этот вопрос	3	2
367	с ней	3	2
368	связанный с	1	2
369	в частности	4	2
370	к этому	3	2
371	в своих	2	2
372	равным образом	2	1
373	смысле слова	2	1
374	ту же	1	1
375	нашего языка	1	1
376	одним из	5	1
377	для образования	3	1
378	для построения	1	1
379	языка с	1	1
380	же как	6	1
381	внешней форме	1	1
382	увидим ниже	1	1
383	по отдельным	1	1
384	не остается	1	1
385	ли оно	5	1
386	наших исследований	1	1
387	творческий характер	1	1
388	своей основной	1	1
389	переход от	3	1
390	который можно	1	1
391	поведения человека	1	1
392	ли то	1	1
393	с целым	2	1
394	и до	1	1
395	первая ступень	1	1
396	собственном смысле	6	1
397	слова которые	1	1
398	например в	1	1
399	поводом для	1	1
400	характер его	1	1
401	при анализе	1	1
402	с более	1	1
403	которую мы	5	1
404	бы что	4	1
405	переходом к	1	1
406	именно к	1	1
407	является необходимым	1	1
408	оба эти	3	1
409	слов как	1	1
410	в сущности	1	1
411	совпадает с	6	1
412	достаточно чтобы	1	1
413	не происходит	2	1
414	они были	1	1
415	ему в	1	1
416	речь это	1	1
417	того же	6	1
418	в чем	2	1
419	служит для	1	1
420	значением которое	1	1
421	группы из	1	1
422	именно этот	1	1
423	но как	3	1
424	если в	3	1
425	какой степени	4	1
426	слову в	1	1
427	ведь мы	1	1
428	связи и	3	1
429	голосом и	1	1
430	относится к	1	1
431	в собственном	6	1
432	к достижению	1	1
433	там где	4	1
434	как говорит	5	1
435	речи именно	1	1
436	скажем что	1	1
437	в своем	4	1
438	знака слово	1	1
439	случайной и	1	1
440	однако не	1	1
441	кроме того	1	1
442	процессе развития	1	1
443	и слова	1	1
444	между теми	1	1
445	когда он	3	1
446	роль слова	2	1
447	и понимания	1	1
448	форме по	1	1
449	не являются	1	1
450	придется говорить	1	1
451	бы стать	2	1
452	более или	1	1
453	увидим что	1	1
454	от этого	6	1
455	его части	1	1
456	то в	3	1
457	за собой	1	1
458	с той	2	1
459	сливается с	1	1
460	однако мы	1	1
461	формы в	3	1
462	самым существенным	1	1
463	он в	1	1
464	из этих	4	1
465	процесс образования	12	1
466	что так	1	1
467	думать что	1	1
468	и отношения	2	1
469	для возникновения	3	1
470	с их	2	1
471	остановиться на	3	1
472	только один	1	1
473	видели раньше	1	1
474	в конкретном	1	1
475	наблюдаем в	1	1
476	все они	2	1
477	вообще не	1	1
478	иными предметами	1	1
479	которые им	1	1
480	сейчас не	1	1
481	предметов или	1	1
482	деятельности направленной	1	1
483	своем развитии	1	1
484	тем не	5	1
485	он ни	1	1
486	он не	4	1
487	о которой	1	1
488	данного слова	1	1
489	говорили в	1	1
490	ключ к	1	1
491	на новые	1	1
492	всех этих	2	1
493	или иному	2	1
494	к одному	5	1
495	становится таким	2	1
496	не как	3	1
497	в силу	6	1
498	он так	1	1
499	человеческом обществе	1	1
500	приходим к	1	1
501	на этом	3	1
502	лишь с	1	1
503	одному и	1	1
504	на то	4	1
505	от общего	1	1
506	в основу	4	1
507	этим самым	1	1
508	могла бы	1	1
509	факт что	5	1
510	в другом	1	1
511	какого-либо слова	1	1
512	конечно в	2	1
513	являются для	1	1
514	в ход	4	1
515	которые ближе	1	1
516	которой является	1	1
517	не совпадает	1	1
518	между отдельными	5	1
519	слов для	1	1
520	за ним	1	1
521	это общение	1	1
522	к которым	4	1
523	с этой	3	1
524	все скрытые	1	1
525	во внимание	1	1
526	характер и	1	1
527	с полной	1	1
528	уже у	1	1
529	являются как	1	1
530	же самый	1	1
531	поэтому было	1	1
532	играет решающую	1	1
533	человека мы	2	1
534	и того	4	1
535	этого может	1	1
536	одного и	4	1
537	или менее	3	1
538	в любом	1	1
539	таким же	2	1
540	деятельности не	3	1
541	в следующем	2	1
542	по сравнению	4	1
543	и благодаря	2	1
544	одним и	2	1
545	сказав что	2	1
546	жизни с	1	1
547	мы теперь	1	1
548	значение для	1	1
549	этой стадии	5	1
550	поэтому в	2	1
551	комплекс становится	1	1
552	самых первых	1	1
553	которых каждая	1	1
554	и первые	1	1
555	и эти	2	1
556	речи в	4	1
557	собой и	1	1
558	том же	1	1
559	стоит только	1	1
560	по себе	7	1
561	даже в	1	1
562	раз и	1	1
563	на один	1	1
564	теми или	2	1
565	же представляет	1	1
566	каждого отдельного	1	1
567	не менее	6	1
568	но они	2	1
569	что эта	1	1
570	знаком и	2	1
571	с теми	2	1
572	эта форма	3	1
573	тогда когда	4	1
574	того как	3	1
575	одна из	2	1
576	в развитии	24	1
577	речи тем	1	1
578	так чтобы	1	1
579	опираться на	1	1
580	та или	3	1
581	только не	1	1
582	это мы	2	1
583	именно с	1	1
584	значительно позже	2	1
585	они являются	2	1
586	образом речь	1	1
587	завершение и	1	1
588	же этот	1	1
589	можем проследить	1	1
590	ничто не	1	1
591	же слова	2	1
592	вопрос в	1	1
593	так называемый	1	1
594	входят в	1	1
595	доказать что	1	1
596	и делает	1	1
597	тела и	1	1
598	стоит перед	1	1
599	и оно	1	1
600	не могут	4	1
601	ведь даже	1	1
602	но продукт	1	1
603	определяют и	2	1
604	ее разрешением	1	1
605	т.е с	1	1
606	и другой	1	1
607	в значениях	2	1
608	переход в	1	1
609	процессе образования	7	1
610	для его	1	1
611	силу которого	1	1
612	все еще	2	1
613	что при	1	1
614	речь не	2	1
615	дальнейшем мы	1	1
616	самый тип	2	1
617	должен быть	1	1
618	значений но	1	1
619	что для	1	1
620	приходит к	6	1
621	понять это	1	1
622	или предметов	1	1
623	речи мы	1	1
624	а затем	1	1
625	это игнорирование	1	1
626	это течение	1	1
627	отношения и	1	1
628	без всякого	1	1
629	это еще	1	1
630	которые все	1	1
631	связанных в	1	1
632	за пределами	1	1
633	уже с	1	1
634	говорили что	2	1
635	и характер	2	1
636	своей речи	2	1
637	мы наблюдаем	1	1
638	котором мы	1	1
639	целым рядом	2	1
640	речи или	1	1
641	поэтому мы	1	1
642	нам остается	1	1
643	мы увидели	1	1
644	здесь как	1	1
645	здесь нет	1	1
646	в себя	3	1
647	или на	1	1
648	еще в	2	1
649	когда в	3	1
650	и принцип	1	1
651	понятно что	1	1
652	является в	3	1
653	связанных между	1	1
654	т.е все	1	1
655	ему приходится	1	1
656	для этого	2	1
657	по мере	1	1
658	их точки	1	1
659	другом месте	1	1
660	на вопрос	1	1
661	столь же	7	1
662	и внутреннее	1	1
663	ними все	1	1
664	ли или	1	1
665	и что	10	1
666	как ее	1	1
667	с постепенным	1	1
668	к действительности	1	1
669	мог бы	4	1
670	звуковой комплекс	3	1
671	все его	1	1
672	может не	1	1
673	и во	2	1
674	в конечном	1	1
675	на всех	1	1
676	и реакций	1	1
677	или иная	3	1
678	звуковым комплексом	1	1
679	путь к	3	1
680	между тем	3	1
681	решающую роль	4	1
682	складывается из	1	1
683	этот момент	2	1
684	или иными	2	1
685	отметить что	1	1
686	предметы уже	1	1
687	и которое	1	1
688	вслед за	3	1
689	от этих	2	1
690	тот момент	1	1
691	представления о	2	1
692	слова для	1	1
693	вещи как	1	1
694	ход этот	1	1
695	обе эти	3	1
696	но главным	1	1
697	словами мы	1	1
698	с ними	3	1
699	дело с	3	1
700	говорили выше	2	1
701	исследования мы	1	1
702	даже если	1	1
703	внутренней речью	3	1
704	орудия в	1	1
705	что нам	1	1
706	на несколько	1	1
707	между этими	1	1
708	двух точек	1	1
709	потребности с	1	1
710	где они	2	1
711	так что	2	1
712	есть в	1	1
713	основой для	1	1
714	не можем	3	1
715	одном и	1	1
716	в большинстве	1	1
717	чтобы он	1	1
718	в нашей	2	1
719	существенное для	1	1
720	к правильному	1	1
721	в виде	3	1
722	но оба	1	1
723	время является	1	1
724	является не	2	1
725	следует за	1	1
726	каким образом	1	1
727	речь в	2	1
728	знаком в	1	1
729	что вообще	1	1
730	этого процесса	9	1
731	при помощи	1	1
732	по отношению	3	1
733	к установлению	2	1
734	был бы	1	1
735	цели и	2	1
736	ни в	9	1
737	могло бы	4	1
738	иначе как	1	1
739	отрешенное от	1	1
740	вовсе не	1	1
741	гораздо большей	1	1
742	и оказывается	1	1
