N	3gram	Tiupa_Narr_2	Tvorches
1	то же время	3	7
2	в то же	3	7
3	в соответствии с	3	4
4	по отношению к	5	3
5	до сих пор	1	3
6	по сути дела	1	3
7	не может быть	2	3
8	в самом деле	1	2
9	и не может	2	2
10	в таком случае	1	2
11	и в то	1	2
12	в отличие от	5	2
13	на этот вопрос	1	2
14	едва ли не	1	2
15	так же как	2	2
16	это прежде всего	1	2
17	во всяком случае	1	2
18	так и в	1	2
19	и т п	2	2
20	о том что	4	2
21	в том что	8	2
22	с матерью и	1	1
23	особое место в	2	1
24	в чем не	1	1
25	хотя и не	2	1
26	как уже говорилось	2	1
27	в которой он	1	1
28	можно читать как	1	1
29	у нее была	1	1
30	мы узнаем что	2	1
31	на жизнь его	1	1
32	в случае с	1	1
33	можно было бы	1	1
34	точно так же	2	1
35	в том смысле	1	1
36	и что в	1	1
37	не сводится к	6	1
38	важно не только	2	1
39	не зависит от	2	1
40	в чем же	1	1
41	но при этом	3	1
42	в известном смысле	3	1
43	у чехова это	1	1
44	а с другой	1	1
45	той или иной	3	1
46	в связи с	1	1
47	к тому же	4	1
48	ответ на этот	1	1
49	тем что они	1	1
50	не столько к	1	1
51	что у него	1	1
52	его участие в	1	1
53	в развитии сюжета	1	1
54	в то время	1	1
55	того или иного	3	1
56	отнюдь не означает	1	1
57	ни в чем	1	1
58	не означает что	1	1
59	и особенно в	1	1
60	его жизненной позиции	1	1
61	на него с	1	1
62	он не имел	1	1
63	прежде всего его	1	1
64	к которым приводит	1	1
65	в конечном счете	3	1
66	в частности в	1	1
67	может быть истолкована	1	1
68	относится и к	1	1
69	в конце жизни	1	1
70	к ней в	2	1
71	на то чтобы	2	1
72	на другой день	1	1
73	что никогда не	1	1
74	и в другом	1	1
