N	2gram	Losev_Dial_3	EvropaiC
1	таким образом	13	32
2	в том	5	31
3	и в	24	24
4	том что	8	20
5	все эти	3	19
6	не может	19	18
7	то что	14	17
8	может быть	13	15
9	все же	3	15
10	точки зрения	25	13
11	самом деле	6	12
12	в своем	3	12
13	до сих	1	12
14	в этом	8	12
15	сих пор	1	12
16	с этим	3	11
17	все это	6	11
18	во всех	1	10
19	так и	5	10
20	из себя	2	10
21	мы знаем	3	10
22	как бы	3	10
23	все что	3	10
24	на то	3	9
25	при этом	2	9
26	как и	7	9
27	в результате	1	9
28	что в	7	9
29	в самом	7	8
30	чем у	1	8
31	с точки	14	8
32	не в	3	8
33	ясно что	7	8
34	если бы	6	8
35	так же	4	8
36	и все	6	8
37	на самом	1	7
38	из этих	2	7
39	в силу	3	7
40	или менее	1	7
41	не менее	11	7
42	по существу	2	7
43	по своей	1	7
44	к тому	4	7
45	для этого	2	7
46	о том	6	7
47	и что	15	7
48	что он	13	7
49	для того	3	7
50	но и	9	7
51	и не	27	7
52	более или	1	7
53	о котором	1	7
54	из этого	2	7
55	должна быть	6	6
56	начало и	2	6
57	еще не	2	6
58	и на	3	6
59	в общем	1	6
60	тогда как	1	6
61	в мире	1	6
62	несмотря на	2	6
63	и при	1	6
64	с ним	1	6
65	что и	6	6
66	при чем	1	6
67	того что	12	6
68	только в	5	6
69	так что	8	6
70	так как	6	6
71	мы можем	1	6
72	с другой	4	6
73	вместе с	1	6
74	отличается от	8	6
75	как на	5	6
76	основано на	2	5
77	как к	1	5
78	и к	5	5
79	но в	2	5
80	в которой	1	5
81	что это	12	5
82	в себе	2	5
83	тому же	2	5
84	не только	23	5
85	и если	2	5
86	но все	1	5
87	не будет	3	5
88	что все	14	5
89	и с	6	5
90	его в	1	5
91	между собою	1	5
92	и без	3	5
93	и истории	1	5
94	что с	1	5
95	в то	5	5
96	в его	2	5
97	потому что	7	5
98	у него	2	5
99	именно в	2	5
100	далеко не	1	5
101	ничем не	7	5
102	другой стороны	2	5
103	по своему	1	5
104	быть и	3	5
105	и для	2	5
106	и от	3	5
107	в такой	1	4
108	и то	4	4
109	то же	6	4
110	мы уже	3	4
111	та же	1	4
112	из того	2	4
113	что его	5	4
114	культуру и	1	4
115	что как	1	4
116	хотя и	5	4
117	ни один	2	4
118	он не	5	4
119	всех этих	1	4
120	мало того	1	4
121	факт что	1	4
122	из них	3	4
123	должно быть	3	4
124	в их	2	4
125	оказывается что	1	4
126	признать что	1	4
127	выше мы	1	4
128	тем не	10	4
129	из которых	3	4
130	что эта	1	4
131	и проч	1	4
132	связи с	1	4
133	тех кто	1	4
134	никогда не	7	4
135	на вопрос	1	4
136	все прочие	1	4
137	отличалась от	1	4
138	выше и	1	4
139	представление об	1	4
140	и у	2	4
141	если мы	1	4
142	не есть	54	4
143	в виде	8	4
144	не так	1	4
145	а потому	1	4
146	тот факт	1	4
147	не могут	4	4
148	в течение	1	4
149	это есть	8	4
150	самого себя	1	4
151	то ясно	3	4
152	хотя бы	4	4
153	состоит из	1	4
154	совершенно не	2	4
155	в таком	14	4
156	же как	2	3
157	вопрос о	5	3
158	не вполне	2	3
159	но даже	3	3
160	то очевидно	1	3
161	в данном	2	3
162	в истории	4	3
163	целый ряд	2	3
164	и наконец	1	3
165	так или	2	3
166	в нем	3	3
167	и по	2	3
168	и может	1	3
169	они должны	1	3
170	в совершенно	1	3
171	чтобы все	1	3
172	это не	4	3
173	на почве	1	3
174	чем в	1	3
175	в этих	1	3
176	что если	2	3
177	представление о	1	3
178	даже в	1	3
179	что их	2	3
180	для нас	2	3
181	во всем	3	3
182	уже и	3	3
183	за ними	1	3
184	от того	4	3
185	у нас	4	3
186	должны быть	3	3
187	что оно	7	3
188	как для	1	3
189	и это	4	3
190	то ни	1	3
191	данном случае	1	3
192	жизнь и	4	3
193	и вообще	2	3
194	с одной	3	3
195	человеческого рода	1	3
196	тот же	1	3
197	сказали что	1	3
198	даже если	2	3
199	очень много	1	3
200	конечно не	4	3
201	при помощи	3	3
202	каждый из	1	3
203	или иначе	2	3
204	прежде всего	8	3
205	а наоборот	1	3
206	в связи	1	3
207	и потому	2	3
208	по одному	2	3
209	что только	1	3
210	не то	1	3
211	от него	1	3
212	бы в	2	3
213	тем более	3	3
214	только что	4	3
215	а в	2	3
216	возможно ли	1	3
217	что мы	8	3
218	в психологии	1	3
219	ту же	1	2
220	в котором	1	2
221	культура не	1	2
222	можно лишь	1	2
223	что эти	1	2
224	со своей	1	2
225	по его	1	2
226	также и	2	2
227	общества и	1	2
228	в сущности	10	2
229	так чтобы	2	2
230	а для	2	2
231	с ее	1	2
232	и ее	3	2
233	мы и	4	2
234	же что	1	2
235	в ней	2	2
236	двух или	2	2
237	меньше чем	2	2
238	от себя	4	2
239	бы то	2	2
240	во всяком	2	2
241	но как	2	2
242	в сторону	1	2
243	только тогда	3	2
244	совершенно ясно	1	2
245	более как	1	2
246	и будет	1	2
247	из таких	1	2
248	есть в	3	2
249	и где	2	2
250	то в	2	2
251	в общий	1	2
252	если он	1	2
253	но на	2	2
254	что она	9	2
255	при виде	1	2
256	он должен	3	2
257	одной и	1	2
258	из него	1	2
259	а это	1	2
260	таком же	1	2
261	то есть	1	2
262	ценности и	1	2
263	только одно	2	2
264	в них	5	2
265	нет в	1	2
266	и уже	2	2
267	такой же	1	2
268	на первый	4	2
269	но если	6	2
270	никто не	2	2
271	представить себе	1	2
272	можно ли	5	2
273	ответить на	1	2
274	точку зрения	1	2
275	и более	1	2
276	тому что	4	2
277	она не	3	2
278	то с	1	2
279	тем самым	3	2
280	тогда когда	5	2
281	одна из	3	2
282	на него	1	2
283	в процессе	1	2
284	в основе	3	2
285	говорить о	4	2
286	мы все	1	2
287	только не	10	2
288	в самой	1	2
289	этих двух	1	2
290	очень мало	2	2
291	на этом	2	2
292	что на	1	2
293	это конечно	1	2
294	понять что	1	2
295	от нее	1	2
296	имеет место	1	2
297	если же	8	2
298	должен быть	1	2
299	как мы	2	2
300	иной чем	1	2
301	как не	2	2
302	только при	1	2
303	чтобы быть	4	2
304	в себя	1	2
305	культуры для	1	2
306	и сам	1	2
307	что у	2	2
308	веры в	1	2
309	в виду	7	2
310	и поэтому	1	2
311	другими словами	7	2
312	же время	3	2
313	все в	1	2
314	к нему	3	2
315	сил и	1	2
316	если это	1	2
317	для самого	1	2
318	было бы	5	2
319	но так	1	2
320	образом как	1	2
321	но с	1	2
322	этот вопрос	1	2
323	в вопросе	2	2
324	и так	1	2
325	жизни и	5	2
326	то и	3	2
327	ни было	1	2
328	одно из	5	2
329	для него	4	2
330	всяком случае	2	2
331	вовсе не	13	2
332	к ним	1	2
333	из нее	2	2
334	и только	6	2
335	не было	3	2
336	только один	1	2
337	себя и	2	2
338	что для	5	2
339	одной стороны	3	2
340	вопросе о	2	2
341	отнюдь не	10	2
342	во внимание	2	2
343	ближе к	1	2
344	в частности	2	2
345	все то	1	2
346	независимо от	1	2
347	но не	2	2
348	что же	11	2
