N	3gram	Nazirov_Vr_1	Problema
1	тем не менее	1	10
2	в том что	2	9
3	и то что	1	7
4	в связи с	3	7
5	во всяком случае	1	6
6	и в этом	1	6
7	по крайней мере	1	5
8	с другой стороны	1	5
9	не может быть	2	5
10	имеется в виду	1	4
11	или по крайней	1	4
12	в то же	4	4
13	и то же	1	4
14	в то время	1	4
15	не было бы	1	3
16	точно так же	1	3
17	может быть и	1	3
18	одно и то	1	3
19	что это за	1	3
20	в конце концов	1	3
21	заключается в том	1	3
22	о том что	1	3
23	на этот раз	1	3
24	о том как	1	2
25	с точки зрения	2	2
26	на первый план	1	2
27	до сих пор	1	2
28	только при помощи	1	2
29	на первый взгляд	1	2
30	что у человека	1	2
31	общего ни с	1	1
32	в котором он	1	1
33	у тургенева и	1	1
34	он не только	2	1
35	еще не знали	1	1
36	в той же	1	1
37	нет ничего общего	1	1
38	в третий раз	1	1
39	но это не	1	1
40	ничего общего ни	1	1
41	и гораздо больше	1	1
42	как он сам	1	1
43	войне и мире	1	1
44	тем что он	1	1
45	к вопросу о	1	1
46	но при этом	1	1
47	быть и речи	1	1
48	все же не	1	1
49	так же как	1	1
50	дневник лишнего человека	2	1
51	что они не	1	1
52	далеко не все	1	1
53	и все же	5	1
54	в войне и	1	1
55	имел в виду	3	1
56	это и есть	1	1
57	равно как и	1	1
58	и никогда не	1	1
59	не только не	1	1
60	что в нем	1	1
61	речь идет о	1	1
62	на то что	1	1
63	и во всем	1	1
64	тем самым он	1	1
