N	3gram	Medvedev_F_1	Myslijsy
1	по отношению к	4	13
2	в том что	1	13
3	не может быть	5	9
4	тем не менее	1	6
5	и в этом	2	6
6	с другой стороны	1	5
7	но и в	1	4
8	в свою очередь	6	4
9	в этом смысле	1	4
10	и т д	8	4
11	с точки зрения	13	3
12	в противном случае	1	3
13	с одной стороны	4	3
14	сама по себе	2	3
15	и в том	1	3
16	то же время	8	3
17	и как бы	1	3
18	с самого начала	1	3
19	так и в	4	3
20	что и в	1	3
21	в то же	8	3
22	мы увидим что	1	3
23	все более и	2	2
24	и может быть	1	2
25	в том и	1	2
26	к этой цели	1	2
27	бы то ни	3	2
28	к тому что	1	2
29	и зависит от	1	2
30	в применении к	2	2
31	все то что	1	2
32	не только не	2	2
33	как бы ни	3	2
34	более и более	2	2
35	и т п	4	2
36	друг от друга	2	2
37	бы ни были	2	1
38	и от этой	1	1
39	все в нем	1	1
40	в языке в	1	1
41	другу и не	1	1
42	самом начале развития	1	1
43	на нее как	1	1
44	не говоря уже	1	1
45	на самом деле	6	1
46	а не по	1	1
47	одной стороны и	4	1
48	мы не можем	2	1
49	что как бы	1	1
50	существует независимо от	1	1
51	говоря уже о	1	1
52	сами по себе	2	1
53	бы ни было	1	1
54	а не из	1	1
55	сказать что и	1	1
56	же время не	1	1
57	в этом отношении	1	1
58	до сих пор	6	1
59	при этом не	1	1
60	несмотря на их	1	1
61	и в каждом	2	1
62	при всем этом	1	1
63	и в истории	1	1
64	с этой точки	1	1
65	как если бы	2	1
66	всего должны быть	1	1
67	именно того что	2	1
68	что бы то	2	1
69	более или менее	6	1
70	то ни было	1	1
71	чтобы убедиться в	2	1
72	так же как	1	1
73	от того что	1	1
74	из виду что	2	1
75	должно быть отнесено	1	1
76	заключается в том	1	1
77	смысле этого слова	3	1
78	в связи с	2	1
79	то ни стало	2	1
80	приводит к новому	1	1
81	во что бы	2	1
82	быть выведены из	1	1
83	и потому не	1	1
84	во всяком случае	4	1
85	потому не могут	1	1
86	что касается до	1	1
87	между тем как	1	1
88	именно в том	1	1
89	по себе не	1	1
90	во всем своем	1	1
91	как и всякая	2	1
92	убедиться в этом	2	1
93	между этими двумя	1	1
94	прежде всего должны	1	1
95	в самом зародыше	1	1
96	это значит что	1	1
97	и тем самым	1	1
98	этой точки зрения	1	1
99	как и во	1	1
100	не менее в	1	1
101	но все же	1	1
102	с этой стороны	1	1
103	во всех их	1	1
104	друг другу и	1	1
105	мог бы быть	1	1
106	т п мы	1	1
107	остается только одно	1	1
108	в более или	1	1
109	как мы видели	2	1
110	для этого в	1	1
