N	2gram	Bakhtin_Fr_6	KFilosof
1	может быть	2	43
2	в его	7	39
3	в нем	16	31
4	не может	4	27
5	и не	3	26
6	по отношению	1	25
7	и в	41	22
8	в себе	5	21
9	в котором	4	21
10	отношению к	1	21
11	и его	13	17
12	в ее	5	17
13	а не	2	17
14	только в	3	16
15	в этом	12	13
16	точки зрения	2	13
17	и это	1	12
18	но не	2	12
19	ни в	1	12
20	для него	1	12
21	все эти	11	11
22	в своей	2	11
23	не в	4	11
24	к нему	3	11
25	во всех	17	10
26	в своем	5	10
27	это не	1	10
28	с точки	2	10
29	все это	11	10
30	из себя	1	10
31	в их	1	9
32	в целом	1	9
33	для нее	1	9
34	но и	13	9
35	как бы	7	9
36	и для	3	9
37	и все	9	9
38	лишь в	2	8
39	было бы	3	8
40	мир в	1	8
41	не было	1	8
42	жизни и	3	8
43	то что	10	7
44	во всем	5	7
45	должен быть	2	7
46	в себя	1	7
47	и здесь	1	7
48	что и	1	7
49	себя в	2	7
50	конечно не	3	7
51	вовсе не	7	7
52	момент в	1	6
53	менее всего	1	6
54	отношение к	1	6
55	и я	1	6
56	мира в	2	6
57	он не	2	6
58	но лишь	1	6
59	этот момент	1	6
60	уже не	1	6
61	и их	3	6
62	но это	3	6
63	в смысле	1	6
64	в том	2	6
65	мир где	1	5
66	жизни как	1	5
67	все же	4	5
68	но в	8	5
69	не только	10	5
70	то же	5	5
71	но все	1	5
72	его в	1	5
73	как и	7	5
74	от его	1	5
75	но эта	2	5
76	не имеет	1	5
77	никогда не	8	5
78	с ним	4	5
79	со всем	1	5
80	именно в	4	5
81	его как	1	5
82	там где	5	5
83	в основе	4	5
84	не знает	1	5
85	как его	2	4
86	и момент	1	4
87	в чем	3	4
88	при этом	3	4
89	не как	1	4
90	место в	1	4
91	к ним	1	4
92	о нем	1	4
93	с ними	1	4
94	и т.д	1	4
95	времени и	2	4
96	мира и	2	4
97	места и	1	4
98	между тем	2	4
99	могло бы	1	4
100	нисколько не	1	4
101	в одном	5	4
102	только момент	1	4
103	том что	7	4
104	для нас	2	4
105	а в	4	4
106	что в	7	4
107	самом деле	4	3
108	на самом	1	3
109	из его	1	3
110	должна быть	2	3
111	мы не	2	3
112	что это	5	3
113	в ней	4	3
114	еще не	1	3
115	и на	9	3
116	события в	1	3
117	тем как	1	3
118	но конечно	2	3
119	себе и	1	3
120	нет и	1	3
121	и этим	2	3
122	бы не	1	3
123	всех этих	2	3
124	для того	1	3
125	в корне	2	3
126	из него	1	3
127	людей и	3	3
128	в каждом	1	3
129	если ты	1	3
130	в другом	4	3
131	эти моменты	1	3
132	рядом с	5	3
133	не менее	1	3
134	тогда когда	2	3
135	где он	1	3
136	ничего не	1	3
137	могут быть	1	3
138	этот акт	1	3
139	здесь не	1	3
140	ясно что	1	3
141	здесь нет	1	3
142	но здесь	2	3
143	о том	9	3
144	и весь	1	3
145	положения и	1	3
146	нем и	1	3
147	того что	3	3
148	и тем	1	3
149	не дает	1	3
150	был бы	2	3
151	и должна	1	3
152	тем что	5	3
153	что не	3	3
154	до конца	2	3
155	в момент	1	3
156	от него	2	3
157	только с	3	3
158	в то	6	3
159	на своем	1	3
160	чтобы не	1	2
161	мы здесь	1	2
162	не остается	3	2
163	все остальное	1	2
164	и то	2	2
165	он может	1	2
166	это и	2	2
167	на первом	1	2
168	а для	2	2
169	ему в	1	2
170	с его	5	2
171	в данном	3	2
172	свою жизнь	1	2
173	один и	1	2
174	стал бы	1	2
175	как в	4	2
176	и как	4	2
177	та же	4	2
178	думать что	1	2
179	в этой	8	2
180	и тот	2	2
181	есть именно	2	2
182	так и	5	2
183	конечно в	2	2
184	весь мир	3	2
185	в жизни	1	2
186	кажется что	2	2
187	с тем	1	2
188	и само	2	2
189	и того	1	2
190	что значит	1	2
191	и эти	1	2
192	по себе	1	2
193	дело в	1	2
194	того чтобы	4	2
195	же время	5	2
196	в области	2	2
197	к себе	2	2
198	и именно	1	2
199	его с	1	2
200	той или	1	2
201	где этот	2	2
202	говорить о	2	2
203	и когда	2	2
204	котором мы	3	2
205	жизнь и	1	2
206	даны в	1	2
207	мысль не	1	2
208	основе своей	1	2
209	однако что	1	2
210	нем не	1	2
211	в ту	1	2
212	в него	3	2
213	тот же	4	2
214	что он	6	2
215	а с	1	2
216	всех его	4	2
217	именно на	4	2
218	со всеми	2	2
219	конечно этот	1	2
220	события и	1	2
221	него и	1	2
222	не из	1	2
223	и других	1	2
224	и час	1	2
225	это значило	1	2
226	или иной	1	2
227	для этого	2	2
228	было и	2	2
229	себя и	1	2
230	прежде всего	10	2
231	он и	1	2
232	для этой	1	2
233	и потому	2	2
234	подхода к	1	2
235	что за	1	2
236	знать что	2	2
237	это есть	1	2
238	действительно ли	1	2
239	и смерти	3	2
240	этого слова	1	2
241	первом плане	1	2
242	которой он	1	2
243	это уже	2	2
244	ты хочешь	1	2
245	значило бы	1	2
246	еще более	2	2
247	потому что	3	2
248	видения и	1	2
249	но этот	1	2
250	жизнь человека	1	1
251	ту же	1	1
252	также и	6	1
253	смерти другого	1	1
254	человека и	2	1
255	и через	1	1
256	целого и	1	1
257	утверждение что	1	1
258	в средние	4	1
259	тем же	1	1
260	здесь и	8	1
261	и до	7	1
262	ведь и	2	1
263	в зависимости	1	1
264	включая и	2	1
265	мы уже	18	1
266	той же	5	1
267	его не	1	1
268	их и	1	1
269	из всех	1	1
270	со всех	1	1
271	должно знать	1	1
272	здесь нам	1	1
273	и себя	1	1
274	что уже	1	1
275	он как	1	1
276	совпадает с	1	1
277	конечно и	4	1
278	и он	5	1
279	всех сторон	1	1
280	и говорить	1	1
281	мысли и	1	1
282	не был	2	1
283	оно ни	1	1
284	в различных	1	1
285	и мира	1	1
286	в нашем	1	1
287	различия между	1	1
288	для жизни	1	1
289	землю и	2	1
290	мы будем	3	1
291	и всякий	1	1
292	не просто	1	1
293	есть просто	1	1
294	в истории	2	1
295	мы дадим	1	1
296	ибо на	1	1
297	с этим	3	1
298	его то	2	1
299	которую и	1	1
300	хотя и	2	1
301	и наконец	4	1
302	и к	1	1
303	в действительности	1	1
304	в этот	1	1
305	и полностью	1	1
306	в первом	3	1
307	где все	2	1
308	в самом	10	1
309	в которой	1	1
310	т.п но	3	1
311	для мира	1	1
312	как основной	1	1
313	бы только	1	1
314	ее как	1	1
315	здесь есть	1	1
316	если он	1	1
317	в соответствующей	1	1
318	этот процесс	1	1
319	жизнью и	1	1
320	на его	2	1
321	по самому	1	1
322	оно было	1	1
323	перестает быть	1	1
324	момента в	1	1
325	падает в	1	1
326	и напряжение	1	1
327	их в	2	1
328	другого мира	1	1
329	и по	1	1
330	на этом	2	1
331	будем говорить	2	1
332	т.е от	1	1
333	значительной степени	1	1
334	а затем	4	1
335	же не	1	1
336	об этом	1	1
337	связанных с	3	1
338	и с	16	1
339	то есть	24	1
340	где оно	1	1
341	это было	2	1
342	то все	1	1
343	он есть	1	1
344	не совпадает	1	1
345	форму и	1	1
346	связанная с	1	1
347	должен был	1	1
348	между отдельными	1	1
349	смерть и	1	1
350	говорить в	1	1
351	все границы	1	1
352	были в	1	1
353	а за	2	1
354	несмотря на	1	1
355	чем в	1	1
356	и было	1	1
357	не мог	3	1
358	отсюда что	1	1
359	и видит	1	1
360	в этих	2	1
361	понятен и	1	1
362	он должен	1	1
363	признать что	1	1
364	веков и	1	1
365	не будем	2	1
366	совершенно иначе	1	1
367	но он	5	1
368	действительно есть	1	1
369	ним в	1	1
370	новое и	1	1
371	и очень	2	1
372	в отношении	1	1
373	при всех	1	1
374	как о	2	1
375	здесь лишь	1	1
376	одна из	1	1
377	между жизнью	1	1
378	так чтобы	1	1
379	но только	1	1
380	для всего	2	1
381	находятся в	2	1
382	между прочим	1	1
383	место это	1	1
384	самому своему	1	1
385	ему и	1	1
386	существенная связь	1	1
387	вместо того	3	1
388	к этим	3	1
389	здесь же	2	1
390	до того	3	1
391	не является	1	1
392	факта что	1	1
393	у меня	1	1
394	ни о	1	1
395	представляется нам	1	1
396	которых он	1	1
397	исходить из	1	1
398	и времени	1	1
399	есть только	3	1
400	во все	1	1
401	и другой	1	1
402	зависимости от	1	1
403	этой книги	2	1
404	котором говорит	1	1
405	игра в	1	1
406	оно может	1	1
407	аналогию с	1	1
408	если мы	2	1
409	и о	1	1
410	более не	1	1
411	что все	2	1
412	и завершенное	1	1
413	всего этого	1	1
414	средних веков	4	1
415	и от	4	1
416	характер и	2	1
417	по способу	1	1
418	являются лишь	1	1
419	его самого	1	1
420	с собой	1	1
421	не за	1	1
422	особенно в	1	1
423	мог бы	1	1
424	и каждый	1	1
425	в весьма	1	1
426	не падает	1	1
427	в последней	2	1
428	основана на	1	1
429	книги только	1	1
430	поэтому в	1	1
431	собой и	1	1
432	в настоящее	1	1
433	и даже	4	1
434	остановимся на	1	1
435	но эту	1	1
436	образом в	2	1
437	и смерть	2	1
438	и глубокая	1	1
439	события с	1	1
440	каждый раз	1	1
441	на все	3	1
442	и плотью	1	1
443	настоящее время	1	1
444	и миром	7	1
445	только за	1	1
446	можно сказать	1	1
447	акта в	1	1
448	в значительной	2	1
449	и во	2	1
450	от них	1	1
451	переходит в	2	1
452	во втором	3	1
453	сказать и	1	1
454	в лучшем	1	1
455	в литературе	5	1
456	ровно ничего	1	1
457	один из	6	1
458	но с	2	1
459	мы видим	6	1
460	одной из	3	1
461	и так	1	1
462	это очень	1	1
463	поэтому и	3	1
464	их не	1	1
465	не он	1	1
466	индивидуальную и	1	1
467	всего мы	2	1
468	в большинстве	4	1
469	дано в	1	1
470	нужно еще	2	1
471	далее здесь	1	1
472	мир и	1	1
473	а то	1	1
474	большинстве случаев	5	1
475	и небо	1	1
476	одно из	1	1
477	себе в	2	1
478	никто не	2	1
479	ведь это	2	1
480	говорить об	1	1
481	смысле этого	1	1
482	так как	10	1
483	ее не	1	1
484	содержания а	1	1
485	мы можем	1	1
486	вернется к	1	1
487	но уже	2	1
488	как раз	2	1
489	они будут	1	1
490	такова концепция	1	1
491	смерти и	1	1
492	чувствует себя	1	1
493	границы и	1	1
494	был не	1	1
495	и т.п	19	1
496	и из	1	1
497	здесь в	9	1
498	а именно	2	1
499	и самая	2	1
500	на чем	1	1
501	во второй	1	1
502	по всей	1	1
503	и др	10	1
504	нового времени	4	1
505	слиты в	1	1
506	ты должен	1	1
507	положений и	1	1
508	притом не	1	1
509	превращается в	2	1
510	мир а	2	1
511	ничем не	1	1
512	остается и	1	1
513	что мы	2	1
514	в системах	1	1
515	стороны в	1	1
516	связь с	1	1
517	высот и	2	1
518	него в	1	1
519	вместе с	6	1
520	к его	1	1
521	мы говорим	1	1
522	места для	1	1
523	места где	1	1
524	в духе	3	1
525	что именно	2	1
526	над ним	1	1
527	и оценок	1	1
528	на которого	1	1
529	в точке	1	1
530	в мистерии	2	1
531	и связанных	1	1
532	в первой	3	1
533	неотъемлемый момент	1	1
534	системы поэтому	1	1
535	час и	1	1
536	слова и	1	1
537	не касается	1	1
538	только для	1	1
539	лучшем случае	1	1
540	не раз	1	1
