N	2gram	Losev_Prob_2	Narrotol
1	не только	24	31
2	но и	16	27
3	и не	37	23
4	при этом	3	19
5	может быть	18	15
6	в качестве	2	14
7	в частности	5	14
8	как и	5	13
9	а не	10	13
10	а в	4	13
11	в этом	17	12
12	только в	14	12
13	и в	35	11
14	в данном	10	11
15	и его	1	10
16	такого рода	15	10
17	то есть	39	9
18	времени и	1	9
19	то что	38	9
20	то же	5	8
21	представляет собой	2	8
22	не может	13	8
23	данном случае	5	8
24	в том	12	8
25	уже не	8	8
26	со стороны	1	8
27	но в	6	7
28	том что	19	7
29	если бы	4	7
30	в самом	5	6
31	не в	2	6
32	в этой	9	6
33	в себе	5	6
34	об этом	2	6
35	не мог	1	6
36	к тому	3	6
37	одного из	1	6
38	в его	7	6
39	как бы	4	6
40	один из	3	6
41	как раз	8	6
42	или в	2	6
43	а также	2	6
44	и на	5	5
45	той или	5	5
46	перед нами	2	5
47	так и	7	5
48	точки зрения	2	5
49	тем самым	7	5
50	потому что	13	5
51	можно сказать	6	5
52	столь же	1	5
53	то в	1	4
54	на себя	1	4
55	еще не	10	4
56	с его	1	4
57	но не	4	4
58	как в	1	4
59	все же	8	4
60	хотя и	3	4
61	из этих	3	4
62	в нем	1	4
63	по себе	8	4
64	и тем	4	4
65	в одном	1	4
66	в то	6	4
67	одна из	3	4
68	того чтобы	2	4
69	никогда не	1	4
70	что на	4	4
71	в ней	2	4
72	что у	1	4
73	о том	18	4
74	внимание на	3	4
75	а во	1	4
76	к нему	2	4
77	в литературе	1	4
78	того что	12	4
79	слова в	1	4
80	или иной	5	4
81	прежде всего	11	4
82	о чем	6	4
83	мира в	1	4
84	в речи	1	4
85	однако и	1	4
86	или не	2	4
87	речь идет	2	3
88	также и	12	3
89	и то	10	3
90	самом деле	4	3
91	едва ли	9	3
92	мы имеем	1	3
93	мы не	7	3
94	а для	1	3
95	он сам	3	3
96	но как	6	3
97	в своем	4	3
98	и как	4	3
99	в целом	3	3
100	в нашем	3	3
101	но именно	4	3
102	он не	2	3
103	для того	3	3
104	подобно тому	2	3
105	и с	10	3
106	в глазах	1	3
107	это не	1	3
108	в слове	3	3
109	еще раз	1	3
110	и ее	2	3
111	тем не	12	3
112	их в	4	3
113	не менее	13	3
114	но они	1	3
115	о них	2	3
116	как будто	6	3
117	этом отношении	1	3
118	за ними	1	3
119	знак который	2	3
120	у нас	18	3
121	и о	4	3
122	но при	2	3
123	еще в	2	3
124	сводится к	2	3
125	о нем	2	3
126	лишь в	3	3
127	между тем	1	3
128	что он	4	3
129	в состав	1	3
130	в пространстве	1	3
131	именно в	1	3
132	не было	3	3
133	как это	1	3
134	тому как	3	3
135	но для	1	3
136	не является	7	3
137	в следующей	1	3
138	не существует	6	3
139	и все	5	3
140	что в	11	3
141	в сфере	1	2
142	знаком если	1	2
143	тем же	1	2
144	в зависимости	2	2
145	иным как	1	2
146	речевой деятельности	1	2
147	язык как	3	2
148	и для	6	2
149	не вполне	4	2
150	ему в	1	2
151	более не	2	2
152	зависимости от	2	2
153	и самого	4	2
154	столько же	2	2
155	между собой	5	2
156	если в	1	2
157	в едином	1	2
158	один и	2	2
159	отнюдь не	5	2
160	в той	2	2
161	если она	1	2
162	в известном	1	2
163	раз в	1	2
164	роль в	2	2
165	на то	6	2
166	не могла	1	2
167	в случае	3	2
168	так сказать	1	2
169	и еще	1	2
170	не будет	11	2
171	говорил о	1	2
172	а его	1	2
173	входит в	2	2
174	это было	2	2
175	для них	3	2
176	все равно	3	2
177	в москве	1	2
178	и тогда	1	2
179	и того	3	2
180	в этих	4	2
181	человеческого сознания	1	2
182	сих пор	4	2
183	из нас	1	2
184	она не	3	2
185	не имеет	7	2
186	казалось бы	7	2
187	ничего не	10	2
188	этих двух	1	2
189	и является	3	2
190	не объективна	2	2
191	связи с	5	2
192	не столь	2	2
193	ни о	4	2
194	же самое	6	2
195	оно не	3	2
196	как мы	5	2
197	значения и	11	2
198	с ее	1	2
199	здесь не	2	2
200	другой стороны	5	2
201	в пределах	1	2
202	что может	2	2
203	особенно в	1	2
204	с ним	1	2
205	при такой	2	2
206	никак не	11	2
207	до сих	4	2
208	с другой	6	2
209	времени в	1	2
210	нас в	3	2
211	тем или	1	2
212	и только	4	2
213	же в	1	2
214	известном смысле	1	2
215	дело с	1	2
216	всяком случае	10	2
217	только на	9	2
218	ее из	1	2
219	до конца	1	2
220	сами по	2	2
221	в конце	7	2
222	к ним	1	2
223	не о	6	2
224	друг друга	1	2
225	мы можем	6	2
226	каждый из	2	2
227	нами не	4	2
228	и даже	11	2
229	в области	6	2
230	о своей	1	2
231	в результате	4	2
232	не субъективна	1	2
233	было и	1	2
234	и притом	3	2
235	что не	5	2
236	а на	1	2
237	только от	1	2
238	что мы	14	2
239	если не	4	2
240	вместе с	2	2
241	к его	1	2
242	ни от	2	2
243	по своему	5	2
244	да и	10	2
245	мыслится как	1	2
246	х гг	1	2
247	быть и	2	2
248	о его	1	2
249	в связи	5	2
250	и от	3	2
251	которая в	1	2
252	но зато	2	2
253	хотя бы	12	2
254	сказать что	24	2
255	чем иным	1	2
256	все что	3	2
257	по причине	1	2
258	в таком	11	2
