N	2gram	Bakhtin_Pr_1	Komedia
1	и в	29	22
2	т е	21	13
3	том что	7	12
4	но и	14	11
5	в том	8	11
6	не только	15	10
7	в то	10	10
8	из них	1	10
9	и т	4	9
10	как и	12	9
11	может быть	24	9
12	таким образом	12	8
13	должны были	1	8
14	о том	1	8
15	и его	14	8
16	в одном	10	8
17	и не	31	8
18	едва ли	1	7
19	в этой	4	7
20	и других	1	7
21	то же	14	6
22	и по	1	6
23	не в	7	6
24	в отношении	2	6
25	ни в	3	6
26	в конце	6	6
27	что он	8	6
28	такого рода	1	6
29	к тому	1	6
30	а в	7	6
31	в которой	2	6
32	что в	8	6
33	в истории	2	5
34	как в	6	5
35	то время	1	5
36	на его	2	5
37	при этом	2	5
38	потому что	8	5
39	со своим	2	5
40	так и	7	5
41	и даже	2	5
42	между тем	5	5
43	один из	2	5
44	уже в	3	5
45	в его	24	5
46	прежде всего	7	5
47	т п	3	5
48	с другой	3	5
49	нового времени	3	5
50	все это	6	5
51	другой стороны	3	5
52	из его	2	4
53	время как	1	4
54	что они	1	4
55	но в	7	4
56	в нем	19	4
57	т д	1	4
58	и вот	1	4
59	в другом	1	4
60	несмотря на	6	4
61	точки зрения	19	4
62	в котором	2	4
63	в их	3	4
64	одном из	1	4
65	так как	6	4
66	как мы	4	4
67	на него	3	4
68	же время	9	4
69	что и	4	4
70	в качестве	1	4
71	тем что	4	4
72	именно в	5	4
73	и особенно	1	4
74	в результате	4	4
75	конце концов	5	4
76	же в	2	4
77	к этому	1	4
78	же как	1	3
79	в тех	1	3
80	идет о	4	3
81	мы не	1	3
82	и о	5	3
83	и на	7	3
84	в этом	22	3
85	все же	9	3
86	хотя и	1	3
87	и как	7	3
88	можно сделать	1	3
89	в целом	6	3
90	он не	5	3
91	и еще	1	3
92	или вовсе	1	3
93	здесь мы	2	3
94	и с	4	3
95	его в	6	3
96	в них	3	3
97	и ее	2	3
98	место в	1	3
99	вопрос о	2	3
100	однако в	2	3
101	даже в	4	3
102	по отношению	8	3
103	того как	1	3
104	к этим	2	3
105	ничего не	5	3
106	в сознании	2	3
107	этом отношении	3	3
108	у нас	1	3
109	могут быть	6	3
110	и сам	2	3
111	во второй	1	3
112	в частности	1	3
113	как из	1	3
114	и одновременно	3	3
115	тот же	2	3
116	одной из	1	3
117	только в	10	3
118	и у	3	3
119	в начале	1	3
120	отношение к	2	3
121	у него	5	3
122	как раз	6	3
123	в свои	1	3
124	к которому	1	3
125	так же	6	3
126	здесь в	1	3
127	всего в	1	3
128	в более	1	3
129	его творчества	3	3
130	и все	1	3
131	отношению к	8	3
132	это однако	1	2
133	противоречия между	1	2
134	на две	1	2
135	сам автор	1	2
136	видеть в	1	2
137	из всех	1	2
138	в сущности	5	2
139	на себя	2	2
140	слова о	1	2
141	которые он	1	2
142	бы то	2	2
143	тем как	4	2
144	за пределы	7	2
145	в настоящем	2	2
146	к сожалению	1	2
147	относится к	1	2
148	несколько раз	1	2
149	в рамках	1	2
150	независимо от	1	2
151	что касается	1	2
152	в противоположность	2	2
153	со своей	1	2
154	в самом	10	2
155	в известном	1	2
156	в себе	7	2
157	не следует	1	2
158	время и	1	2
159	в первой	2	2
160	на этом	1	2
161	то ни	2	2
162	художественный образ	2	2
163	было бы	5	2
164	для них	1	2
165	ни одной	2	2
166	мы видели	1	2
167	такой же	1	2
168	или менее	1	2
169	которую он	1	2
170	всяком случае	3	2
171	почти не	1	2
172	и самого	4	2
173	но он	2	2
