N	2gram	Propp_Isto_4	Hudozhes
1	и в	26	28
2	том что	3	19
3	и не	9	18
4	своего рода	1	16
5	в том	3	15
6	а не	6	14
7	в этом	7	13
8	не в	5	13
9	о том	4	12
10	перед нами	3	11
11	не только	15	11
12	при этом	3	11
13	как и	7	11
14	в его	5	11
15	у нее	2	10
16	уже не	5	10
17	не случайно	2	10
18	в себе	2	9
19	но и	12	9
20	так и	10	8
21	что он	10	8
22	себя в	2	8
23	может быть	14	8
24	о чем	3	8
25	тогда как	4	7
26	что она	3	7
27	об этом	7	7
28	к тому	1	7
29	в частности	2	7
30	как это	3	7
31	и все	2	7
32	с ним	1	7
33	в котором	1	6
34	то же	8	6
35	не было	1	6
36	и с	5	6
37	в своей	4	6
38	в то	1	6
39	тем что	5	6
40	если бы	2	6
41	можно сказать	1	6
42	это не	5	6
43	человеческой жизни	1	6
44	а в	8	6
45	то что	16	6
46	жизни и	1	6
47	в этой	2	5
48	как в	7	5
49	что это	2	5
50	не могла	1	5
51	в своем	2	5
52	не менее	2	5
53	у него	5	5
54	никогда не	2	5
55	ничего не	5	5
56	в тексте	2	5
57	и его	10	5
58	она не	3	5
59	только на	1	5
60	одно из	1	5
61	наряду с	3	5
62	как бы	3	5
63	с ее	1	5
64	что в	14	5
65	и другие	3	5
66	и т	27	4
67	но не	5	4
68	подобно тому	1	4
69	человека в	1	4
70	он не	7	4
71	и уже	1	4
72	в других	2	4
73	тем не	2	4
74	тому что	1	4
75	как будто	1	4
76	что они	6	4
77	только в	3	4
78	в качестве	7	4
79	что и	9	4
80	как раз	1	4
81	говорит о	2	4
82	превращается в	7	4
83	то и	1	4
84	не может	6	4
85	тому как	1	4
86	по его	2	3
87	на себя	4	3
88	и он	3	3
89	в ней	1	3
90	еще не	6	3
91	и на	2	3
92	в ответ	1	3
93	о смерти	1	3
94	не все	1	3
95	со стороны	1	3
96	как он	6	3
97	в нем	2	3
98	мы уже	5	3
99	было бы	2	3
100	в это	1	3
101	в них	1	3
102	все было	1	3
103	в этих	7	3
104	что было	1	3
105	на него	3	3
106	со своим	1	3
107	к себе	3	3
108	же самое	2	3
109	и это	1	3
110	что у	3	3
111	внимание на	1	3
112	все его	1	3
113	к нему	6	3
114	одной из	1	3
115	с ними	5	3
116	для нас	3	3
117	в одном	5	3
118	что на	2	3
119	с другой	4	3
120	на ее	1	3
121	а с	1	3
122	прежде всего	1	3
123	человек в	1	3
124	так же	18	3
125	все это	2	3
126	или в	3	3
127	будто бы	1	3
128	есть и	2	3
129	по поводу	1	3
130	все что	4	3
131	говорили о	1	2
132	же как	13	2
133	и то	6	2
134	той же	1	2
135	а как	2	2
136	они были	1	2
137	он сам	1	2
138	если в	1	2
139	отношение к	2	2
140	за человека	1	2
141	все же	9	2
142	и к	1	2
143	но в	5	2
144	говорится в	1	2
145	та же	1	2
146	жизни так	1	2
147	из этих	3	2
148	и становится	1	2
149	чего не	1	2
150	т д	24	2
151	не как	1	2
152	на этом	2	2
153	однако в	2	2
154	а по	4	2
155	лишь в	2	2
156	его в	9	2
157	от которого	2	2
158	о которых	1	2
159	и тогда	1	2
160	только тем	1	2
161	от своего	3	2
162	знает и	2	2
163	что я	2	2
164	сам он	1	2
165	дело не	2	2
166	того как	4	2
167	одна из	2	2
168	не по	2	2
169	к ней	1	2
170	ему в	2	2
171	в основе	1	2
172	к той	1	2
173	и мне	1	2
174	как мы	5	2
175	на другой	1	2
176	данном случае	3	2
177	она может	1	2
178	приводит к	1	2
179	роль в	1	2
180	на свой	1	2
181	с собой	5	2
182	те же	3	2
183	до сих	5	2
184	во второй	1	2
185	том как	2	2
186	в последней	1	2
187	один человек	1	2
188	все те	1	2
189	поэтому она	1	2
190	о нем	1	2
191	в другом	5	2
192	с того	3	2
193	а также	3	2
194	и только	5	2
195	и об	1	2
196	один из	1	2
197	о двух	2	2
198	здесь не	4	2
199	он уже	2	2
200	мы читаем	2	2
201	и у	5	2
202	в виде	2	2
203	его и	2	2
204	из них	2	2
205	вовсе не	4	2
206	жизни на	1	2
207	сих пор	5	2
208	как у	1	2
209	с мотивом	1	2
210	именно в	1	2
211	как же	1	2
212	что не	1	2
213	мы знаем	8	2
214	именно так	1	2
215	вместе с	6	2
216	этот мотив	4	2
217	в данном	3	2
218	с такой	1	2
219	что же	1	2
220	н я	1	2
221	перед смертью	1	2
222	и видит	1	2
223	в голову	1	2
224	это уже	2	2
225	за него	1	2
226	потому что	6	2
227	хотя бы	2	2
228	точки зрения	1	2
229	между ними	3	2
230	сказать что	2	2
231	что даже	1	2
232	т е	18	2
233	самое что	1	2
234	этой связи	1	2
235	как на	1	2
236	тем самым	1	2
237	который она	1	2
238	в роли	2	2
239	эта новая	1	1
240	одним из	1	1
241	например в	3	1
242	есть форма	1	1
243	тех же	2	1
244	это и	5	1
245	и так	1	1
246	к другому	1	1
247	его же	1	1
248	с изображением	1	1
249	и звезды	1	1
250	века в	1	1
251	его своей	1	1
252	полагает что	1	1
253	на материале	1	1
254	мы имеем	7	1
255	мы не	1	1
256	совершенно как	1	1
257	что между	1	1
258	что если	1	1
259	приложении к	1	1
260	содержания в	1	1
261	ответить на	1	1
262	и бессмысленное	1	1
263	не была	1	1
264	время как	1	1
265	принадлежит к	1	1
266	но то	1	1
267	не совсем	1	1
268	палкой и	1	1
269	существо не	1	1
270	и самого	1	1
271	он был	1	1
272	на них	1	1
273	между собой	1	1
274	внимательнее к	1	1
275	со словами	1	1
276	в различных	1	1
277	во всех	1	1
