N	3gram	Tiupa_Anal_3	Literetu
1	в том что	7	11
2	так или иначе	1	8
3	в отличие от	2	5
4	то же время	3	5
5	в то же	3	5
6	на наш взгляд	2	5
7	в данном случае	3	4
8	не только в	1	4
9	в связи с	1	4
10	в конечном счете	2	4
11	в русской литературе	3	3
12	не сводится к	1	3
13	читателя зрителя слушателя	1	3
14	при этом как	2	3
15	и прежде всего	2	3
16	факторов художественного впечатления	1	2
17	дело в том	2	2
18	по этой причине	1	2
19	по отношению к	7	2
20	не говоря уже	1	2
21	подобно тому как	2	2
22	в своем составе	1	2
23	с точки зрения	2	2
24	в этом отношении	3	2
25	в повестях белкина	7	2
26	ту или иную	1	2
27	с одной стороны	2	2
28	во всяком случае	2	2
29	я в мире	2	2
30	о том что	5	2
31	тем не менее	2	2
32	графу б бурмину	1	1
33	принципе может быть	1	1
34	это уже не	1	1
35	том что при	1	1
36	присутствия я в	3	1
37	со своей внутренней	1	1
38	в чистом виде	1	1
39	в эту минуту	1	1
40	в этом контексте	1	1
41	как уже говорилось	1	1
42	к себе самому	1	1
43	в русской поэзии	2	1
44	на самом деле	1	1
45	в ответ на	2	1
46	том что он	2	1
47	так и не	5	1
48	в принципе может	1	1
49	герой нашего времени	1	1
50	в романе достоевского	1	1
51	в зависимости от	1	1
52	что произведение искусства	1	1
53	между тем как	1	1
54	ивана петровича белкина	8	1
55	несмотря на свою	1	1
56	все той же	1	1
57	перед нами не	1	1
58	тот или иной	2	1
59	по крайней мере	4	1
60	не столько в	1	1
61	петровича белкина изданных	1	1
62	покойного ивана петровича	4	1
63	белкина изданных а.п	1	1
64	тогда как в	1	1
65	в значительной степени	2	1
66	которые могли бы	1	1
67	русской классической прозы	1	1
68	лишь в момент	1	1
69	в общем контексте	1	1
70	в тексте но	1	1
71	пределах одной фразы	1	1
72	по сути своей	1	1
73	если говорить о	1	1
74	в самом деле	1	1
75	в себя и	1	1
76	говоря уже о	1	1
77	в равной степени	1	1
78	в произведении искусства	1	1
79	с тем же	1	1
80	наконец даже в	1	1
81	а с другой	1	1
82	существования способа присутствия	1	1
83	а не как	1	1
84	а потому и	1	1
85	поскольку произведение искусства	1	1
86	как нам представляется	2	1
87	с другой стороны	5	1
88	русской литературе и	1	1
89	не может быть	1	1
90	в силу его	1	1
91	приводит к снятию	1	1
92	ролью в миропорядке	2	1
93	едва ли не	2	1
94	что лирическое я	1	1
95	по ту сторону	1	1
96	до тех пор	1	1
97	том что лирическое	1	1
98	субъекта и адресата	1	1
99	кто бы это	1	1
100	стороны эстетического отношения	1	1
101	ко всему христианству	1	1
102	в свою очередь	4	1
103	далеко не всегда	1	1
104	и того же	3	1
105	до сих пор	1	1
106	и не должно	1	1
107	в пределах одной	1	1
108	ритуально-мифологического комплекса мотивов	1	1
109	одного и того	3	1
110	может и не	1	1
111	в русской культуре	1	1
112	тем более что	1	1
113	и даже отчасти	1	1
114	в большинстве случаев	1	1
115	то есть от	1	1
116	в художественном мире	1	1
117	но дело в	1	1
118	в сущности не	1	1
119	этого текста в	2	1
120	по этому пути	1	1
121	не только русской	1	1
122	однако и здесь	1	1
123	мы имеем дело	4	1
124	в полной мере	1	1
125	той же природы	1	1
126	здесь как и	1	1
127	и самого белкина	1	1
128	к тому же	3	1
129	не нуждается в	1	1
